task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,30,6.4967175,6,[5.525430679321289],[16.991586685180664],8,[5.337915420532227],[12.903072357177734],-4.0881147,-4.27563,correct,True,-4.0881147,-4.27563,correct,True,-4.0881147,-4.27563,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,31,6.254739,1,[7.098847389221191],[4.702826023101807],4,[6.380594730377197],[2.473719358444214],-2.6766565,-3.3949091,correct,True,-2.6766565,-3.3949091,correct,True,-2.6766565,-3.3949091,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,32,6.2665834,3,[6.81912899017334],[25.4553279876709],5,[5.871058464050293],[23.92098617553711],-2.8586583,-3.8067288,correct,True,-2.8586583,-3.8067288,correct,True,-2.8586583,-3.8067288,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,33,4.4213886,1,[9.178107261657715],[13.228076934814453],2,[8.063630104064941],[9.401898384094238],-1.2216389,-2.336116,correct,True,-1.2216389,-2.336116,correct,True,-1.2216389,-2.336116,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,34,3.9247363,1,[9.66457748413086],[20.20726776123047],2,[8.072714805603027],[19.36180877685547],-0.8975457,-2.4894085,correct,True,-0.8975457,-2.4894085,correct,True,-0.8975457,-2.4894085,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,35,2.4457078,1,[10.872490882873535],[1.7715084552764893],2,[9.370006561279297],[-1.5960105657577515],-0.58540875,-2.087893,correct,True,-0.58540875,-2.087893,correct,True,-0.58540875,-2.087893,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,36,3.1865444,1,[10.030665397644043],[6.120647430419922],2,[8.22733211517334],[8.587944030761719],-0.69981325,-2.5031466,correct,True,-0.69981325,-2.5031466,correct,True,-0.69981325,-2.5031466,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,37,3.37814,1,[9.857744216918945],[5.900146484375],2,[8.37217903137207],[5.015042304992676],-0.77800155,-2.2635667,correct,True,-0.77800155,-2.2635667,correct,True,-0.77800155,-2.2635667,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,38,3.2385302,1,[9.955188751220703],[-3.69069766998291],2,[8.384603500366211],[-0.4458593428134918],-0.71215254,-2.2827377,correct,True,-0.71215254,-2.2827377,correct,True,-0.71215254,-2.2827377,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,39,3.9810948,1,[9.32809066772461],[2.950577735900879],2,[8.058445930480957],[5.007708549499512],-0.95613533,-2.22578,correct,True,-0.95613533,-2.22578,correct,True,-0.95613533,-2.22578,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,40,3.961172,1,[9.305158615112305],[-1.7271127700805664],2,[8.228344917297363],[-0.5564829111099243],-1.002059,-2.0788727,correct,True,-1.002059,-2.0788727,correct,True,-1.002059,-2.0788727,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,41,4.4918265,1,[8.811437606811523],[2.7412281036376953],2,[7.980217456817627],[2.076014280319214],-1.269519,-2.100739,correct,True,-1.269519,-2.100739,correct,True,-1.269519,-2.100739,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,42,4.2972383,1,[8.943611145019531],[-8.392091751098633],2,[7.992239952087402],[-6.017293453216553],-1.16889,-2.1202612,correct,True,-1.16889,-2.1202612,correct,True,-1.16889,-2.1202612,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,43,5.2763357,1,[8.138790130615234],[-3.2524266242980957],2,[7.376871585845947],[-4.662139892578125],-1.6580338,-2.4199524,correct,True,-1.6580338,-2.4199524,correct,True,-1.6580338,-2.4199524,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,44,5.6686077,1,[7.771264553070068],[-5.176337242126465],2,[6.9233479499816895],[-4.601273536682129],-1.9096519,-2.7575684,correct,True,-1.9096519,-2.7575684,correct,True,-1.9096519,-2.7575684,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,45,6.1057854,1,[7.508204936981201],[-8.38066291809082],3,[6.694444179534912],[-8.349894523620605],-2.2291265,-3.0428872,correct,True,-2.2291265,-3.0428872,correct,True,-2.2291265,-3.0428872,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,46,5.2714167,1,[8.71533489227295],[-14.682211875915527],3,[7.6606125831604],[-12.769913673400879],-1.8044368,-2.859159,correct,True,-1.8044368,-2.859159,correct,True,-1.8044368,-2.859159,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,47,5.1169734,1,[9.304285049438477],,4,[8.139921188354492],,-1.8109865,-2.9753504,correct,True,-1.8109865,-2.9753504,correct,True,-1.8109865,-2.9753504,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,0,9.705971,12716,"[2.0071356296539307, 4.124825954437256]","[1.6495450735092163, 6.316474914550781]",768,"[4.239369869232178, 7.516746997833252, 10.984916687011719]","[3.2487733364105225, 6.94870662689209, 7.331547260284424]",-10.221239,-7.0782547,incorrect,False,-20.442478,-21.234764,correct,True,-10.956192,-8.723957,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,1,6.2735243,18322,"[-4.34267520904541, -1.096981406211853]","[-5.702995300292969, -2.0412864685058594]",6884,"[-2.8883204460144043, 6.845645904541016, 0.632879912853241]","[-2.9749555587768555, 4.69094181060791, -5.398956775665283]",-11.916794,-7.596888,incorrect,False,-23.833588,-22.790665,incorrect,False,-13.213283,-11.758927,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,2,7.092557,14171,"[-3.4521360397338867, 0.7198959589004517]","[-3.64583158493042, 6.670533180236816]",2793,"[-1.3546868562698364, 7.273589611053467, 1.8680593967437744]","[-0.9412087798118591, 4.2736053466796875, 6.864432334899902]",-10.507969,-6.683924,incorrect,False,-21.015938,-20.051773,incorrect,False,-12.317622,-10.220173,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,3,7.3003826,13409,"[-3.1577532291412354, 2.92655348777771]","[-2.872433662414551, 3.382201910018921]",1622,"[-0.5573469400405884, 7.7315192222595215, 4.80344295501709]","[3.4002864360809326, 3.552048683166504, -2.133143663406372]",-9.388829,-5.5677547,incorrect,False,-18.777658,-16.703264,incorrect,False,-12.143059,-9.542652,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,4,7.166368,14240,"[-3.282299518585205, 3.8895320892333984]","[0.09051167964935303, 6.006946086883545]",1106,"[-0.0685957744717598, 7.862236976623535, 4.038299560546875]","[-2.5792734622955322, 3.705028772354126, 5.99485969543457]",-9.119888,-5.613243,incorrect,False,-18.239777,-16.83973,incorrect,False,-12.382425,-9.168722,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,5,7.2903547,13958,"[-3.147339344024658, 5.1105146408081055]","[3.0991640090942383, 3.1425938606262207]",1622,"[-0.37341439723968506, 8.095416069030762, 4.813154697418213]","[6.008771896362305, 3.732694149017334, 6.563730716705322]",-8.57542,-5.4332633,incorrect,False,-17.15084,-16.29979,incorrect,False,-12.346236,-9.572311,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,6,7.1262736,11746,"[-2.936704158782959, 5.520474433898926]","[-1.7618966102600098, 3.920172691345215]",962,"[0.25797873735427856, 8.318551063537598, 5.684088706970215]","[-1.8070528507232666, 1.546514630317688, 8.346824645996094]",-8.35269,-4.9750543,incorrect,False,-16.70538,-14.925163,incorrect,False,-12.222295,-9.027611,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,7,7.065426,12692,"[-3.0692250728607178, 5.973601341247559]","[3.084622383117676, 3.374993324279785]",1239,"[0.031078457832336426, 8.2451171875, 6.9880852699279785]","[-0.5944435596466064, 2.1724319458007812, 8.91120719909668]",-8.21795,-4.734146,incorrect,False,-16.4359,-14.202438,incorrect,False,-12.459925,-9.359621,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,8,6.8651533,8987,"[-2.4994513988494873, 6.332999229431152]","[1.568399429321289, -6.190249919891357]",1475,"[-0.02811245620250702, 7.977279186248779, 7.910867214202881]","[-0.48021841049194336, 2.0403332710266113, 4.24831485748291]",-7.921812,-4.599282,incorrect,False,-15.843624,-13.797845,incorrect,False,-12.100178,-9.628839,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,9,7.2940397,8042,"[-2.1363582611083984, 5.594734191894531]","[-0.9948505759239197, 0.21945324540138245]",1624,"[-0.0686512216925621, 7.748368263244629, 8.318915367126465]","[-0.5706807374954224, 0.01882125437259674, 5.842503547668457]",-7.983036,-4.4721265,incorrect,False,-15.966072,-13.41638,incorrect,False,-11.669151,-9.601444,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,10,7.115901,7274,"[-2.1214652061462402, 5.64361572265625]","[5.133121967315674, 5.5671281814575195]",1598,"[-0.16690804064273834, 7.514145374298096, 8.948807716369629]","[0.43098366260528564, 0.11306869983673096, 5.29100227355957]",-7.9550323,-4.397652,incorrect,False,-15.910065,-13.192957,incorrect,False,-11.60941,-9.654854,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,11,7.179144,4731,"[-1.333547830581665, 6.309521198272705]","[-0.9347596168518066, 1.0610153675079346]",1721,"[-0.05466049164533615, 7.326164245605469, 9.585722923278809]","[0.11020250618457794, 2.76796817779541, 1.68206787109375]",-7.4003825,-4.3414197,incorrect,False,-14.800765,-13.02426,incorrect,False,-10.941958,-9.663071,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,12,7.078164,4584,"[-1.339324951171875, 6.3754191398620605]","[-0.541818380355835, -0.41463690996170044]",1673,"[-0.03523184359073639, 7.447109222412109, 9.746537208557129]","[-0.4382718503475189, 3.820093870162964, 8.80112075805664]",-7.4605184,-4.3502812,incorrect,False,-14.921037,-13.050844,incorrect,False,-10.979558,-9.675466,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,13,6.7845354,4339,"[-1.3624558448791504, 6.309207916259766]","[1.3073968887329102, -1.0781599283218384]",1634,"[-0.11338169872760773, 7.697478771209717, 10.881444931030273]","[4.278536319732666, 3.3183681964874268, 6.607901096343994]",-7.57967,-4.1593757,incorrect,False,-15.15934,-12.478127,incorrect,False,-10.988014,-9.73894,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,14,6.645761,3292,"[-0.9044457674026489, 6.303799152374268]","[6.750150680541992, -2.2031376361846924]",801,"[0.8301878571510315, 8.007939338684082, 11.399615287780762]","[5.519408702850342, 2.87123703956604, 6.663300514221191]",-7.39035,-3.7184734,incorrect,False,-14.7807,-11.15542,incorrect,False,-10.6464615,-8.911827,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,15,6.829341,1428,"[0.35844117403030396, 5.899194240570068]","[1.2896642684936523, -0.3443261981010437]",384,"[1.7834256887435913, 8.067893028259277, 12.002667427062988]","[-1.6065824031829834, -0.8018742799758911, 4.709650993347168]",-6.9312515,-3.4038143,incorrect,False,-13.862503,-10.211443,incorrect,False,-9.502779,-8.077795,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,16,6.8143187,1218,"[0.48780757188796997, 5.900102138519287]","[-0.4237728714942932, 1.2792632579803467]",499,"[1.4769647121429443, 7.81701135635376, 11.96109676361084]","[-0.670404314994812, 1.6088038682937622, 9.99360466003418]",-6.7844334,-3.522783,incorrect,False,-13.568867,-10.568349,incorrect,False,-9.318095,-8.3289385,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,17,6.5537453,1226,"[0.5066009759902954, 6.041294097900391]","[2.7361316680908203, 1.3181005716323853]",526,"[1.421338438987732, 7.84896993637085, 12.752165794372559]","[7.269752025604248, 0.9070732593536377, 11.279605865478516]",-6.8422084,-3.530679,incorrect,False,-13.684417,-10.592037,incorrect,False,-9.413149,-8.498411,incorrect,False
