task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,10,6.601085,14,"[5.663693428039551, 2.453139305114746, 3.6723108291625977]","[1.1724534034729004, 0.9136989712715149, -0.8698136806488037]",158,[3.3404533863067627],[-0.5987228155136108],-7.077987,-7.3154182,correct,True,-21.233961,-7.3154182,incorrect,False,-4.992178,-7.3154182,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,11,7.1844506,10,"[5.837502956390381, 2.729163646697998, 3.2327394485473633]","[-2.1129825115203857, 1.7812061309814453, -0.671339213848114]",177,[3.206441640853882],[1.548426628112793],-6.9495564,-7.341987,correct,True,-20.84867,-7.341987,incorrect,False,-4.710926,-7.341987,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,12,5.6796966,62,"[4.614358901977539, 3.476536512374878, 2.653127670288086]","[-0.41178762912750244, 0.6883543729782104, 0.46535414457321167]",179,[3.396376848220825],[3.91788649559021],-7.512758,-7.616765,correct,True,-22.538273,-7.616765,incorrect,False,-6.3987837,-7.616765,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,13,5.3154263,103,"[4.048348426818848, 3.7787861824035645, 2.796283721923828]","[3.5889251232147217, 2.932891368865967, -0.01416015625]",61,[4.741355895996094],[-0.7499036192893982],-7.649874,-6.4584236,incorrect,False,-22.949623,-6.4584236,incorrect,False,-7.151431,-6.4584236,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,14,5.2930264,51,"[5.1176934242248535, 4.651101112365723, 2.6730422973632812]","[-0.39797380566596985, 1.2927112579345703, 1.4037730693817139]",149,[3.7004380226135254],[1.7625696659088135],-7.081532,-7.507673,correct,True,-21.244596,-7.507673,incorrect,False,-6.090418,-7.507673,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,15,5.5839496,74,"[4.409775257110596, 5.063044548034668, 3.060452461242676]","[4.229065895080566, -2.1119604110717773, 4.4326863288879395]",82,[4.347473621368408],[17.21651268005371],-6.9747186,-6.779254,incorrect,False,-20.924156,-6.779254,incorrect,False,-6.7169523,-6.779254,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,16,1.8195391,27,"[5.951380729675293, 4.018134117126465, 4.456534385681152]","[5.2155442237854, 4.727123260498047, 4.501758575439453]",2,[11.402599334716797],[8.354436874389648],-7.316752,-2.0833914,incorrect,False,-21.950256,-2.0833914,incorrect,False,-7.5346117,-2.0833914,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,17,2.9294553,15,"[7.135534286499023, 5.341363430023193, 5.499540328979492]","[-3.006563901901245, 3.3175783157348633, 1.5698204040527344]",2,[11.157501220703125],[-6.814634799957275],-5.888401,-1.5877686,incorrect,False,-17.665203,-1.5877686,incorrect,False,-5.609738,-1.5877686,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,18,4.2714486,39,"[5.817616939544678, 5.90170955657959, 5.528818130493164]","[2.0384793281555176, 5.740296840667725, 6.3325958251953125]",4,[8.33535385131836],[3.867969512939453],-5.831894,-3.4682512,incorrect,False,-17.495682,-3.4682512,incorrect,False,-5.9859896,-3.4682512,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,19,4.808482,34,"[5.774964332580566, 6.647876739501953, 6.844601631164551]","[1.9621164798736572, 2.2489519119262695, 1.2924220561981201]",1,[9.519733428955078],[4.944486141204834],-5.184253,-2.0971456,incorrect,False,-15.552759,-2.0971456,incorrect,False,-5.8419156,-2.0971456,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,20,4.628839,40,"[5.581867218017578, 6.297603607177734, 6.267857551574707]","[3.303239345550537, 3.6869544982910156, -0.08475348353385925]",3,[9.238821029663086],[7.673937797546387],-5.6422524,-2.41922,incorrect,False,-16.926758,-2.41922,incorrect,False,-6.0761747,-2.41922,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,21,4.440673,40,"[5.628829002380371, 5.972377777099609, 5.963881492614746]","[4.382411956787109, 7.939091682434082, 2.454552173614502]",1,[9.744117736816406],[9.879654884338379],-5.732198,-1.915721,incorrect,False,-17.196594,-1.915721,incorrect,False,-6.031011,-1.915721,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,22,4.623173,31,"[5.870607376098633, 7.012231826782227, 6.573380470275879]","[3.346810817718506, 4.93556022644043, 7.747650146484375]",2,[9.371126174926758],[3.984496593475342],-5.0326867,-2.1549633,incorrect,False,-15.098061,-2.1549633,incorrect,False,-5.6554832,-2.1549633,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,23,4.8082104,29,"[5.631975173950195, 7.291108131408691, 8.409138679504395]","[5.607450485229492, 5.949776649475098, 6.6338653564453125]",5,[8.384561538696289],[12.253318786621094],-4.5393662,-2.9777415,incorrect,False,-13.618099,-2.9777415,incorrect,False,-5.7303286,-2.9777415,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,24,4.107908,23,"[6.25723934173584, 7.921856880187988, 9.746850967407227]","[7.96729850769043, 5.600513458251953, 5.346168041229248]",2,[9.910604476928711],[8.523309707641602],-3.6910305,-1.8836143,incorrect,False,-11.0730915,-1.8836143,incorrect,False,-5.5369806,-1.8836143,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,25,4.131266,13,"[7.481287956237793, 8.565757751464844, 10.71693229675293]","[3.3728113174438477, 9.707401275634766, 4.563901901245117]",4,[9.372049331665039],[4.663595676422119],-2.9866588,-2.4852142,incorrect,False,-8.959976,-2.4852142,incorrect,False,-4.3759775,-2.4852142,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,26,4.005336,10,"[7.402026176452637, 9.594833374023438, 11.315654754638672]","[14.327695846557617, 10.644826889038086, 5.505857944488525]",4,[9.43238639831543],[8.806856155395508],-2.6784785,-2.394332,incorrect,False,-8.035436,-2.394332,incorrect,False,-4.4246936,-2.394332,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,27,3.9987495,3,"[9.802042007446289, 11.131085395812988, 12.167415618896484]","[4.420289993286133, 5.258583068847656, 6.343629360198975]",2,[9.881784439086914],[-6.655935764312744],-1.5313643,-2.0968297,correct,True,-4.594093,-2.0968297,incorrect,False,-2.1765733,-2.0968297,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,28,4.525169,1,"[9.78471565246582, 11.098502159118652, 12.817569732666016]","[9.064875602722168, 8.857071876525879, 2.9934895038604736]",9,[7.534537315368652],[-1.708457350730896],-0.9504636,-3.954432,correct,True,-2.8513908,-3.954432,correct,True,-1.7042534,-3.954432,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,29,3.922155,1,"[10.376517295837402, 11.876615524291992, 12.943763732910156]","[3.777482032775879, 9.033037185668945, 9.084665298461914]",10,[7.5915703773498535],[-3.1338412761688232],-0.76388216,-4.347613,correct,True,-2.2916465,-4.347613,correct,True,-1.5626675,-4.347613,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,30,3.6902041,1,"[10.37263298034668, 12.809418678283691, 14.284828186035156]","[11.554624557495117, 9.025640487670898, 3.587397575378418]",11,[6.959103107452393],[4.222604751586914],-0.5939621,-4.9860287,correct,True,-1.7818862,-4.9860287,correct,True,-1.5724998,-4.9860287,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,31,2.7845109,1,"[11.603343963623047, 13.484781265258789, 14.535154342651367]","[12.042793273925781, 7.657606601715088, 6.281134605407715]",8,[7.736239433288574],[5.92335319519043],-0.29192105,-4.6095104,correct,True,-0.8757632,-4.6095104,correct,True,-0.74240595,-4.6095104,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,32,1.334309,1,"[13.151456832885742, 14.318062782287598, 15.043689727783203]","[5.97053337097168, 6.888180732727051, 5.138701915740967]",4,[8.773432731628418],[-5.447821140289307],-0.10283592,-4.6065555,correct,True,-0.30850777,-4.6065555,correct,True,-0.22852987,-4.6065555,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,33,1.1747887,1,"[13.063370704650879, 14.233627319335938, 15.471327781677246]","[5.49095344543457, 16.463346481323242, 6.807016849517822]",11,[7.336905002593994],[-0.3815261721611023],-0.08370856,-5.910471,correct,True,-0.2511257,-5.910471,correct,True,-0.18400303,-5.910471,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,34,1.0928028,1,"[13.255244255065918, 16.113325119018555, 15.889352798461914]","[-2.3643665313720703, 15.264677047729492, 2.3972463607788086]",11,[7.57615852355957],[-0.4879903793334961],-0.06561717,-5.855035,correct,True,-0.1968515,-5.855035,correct,True,-0.17594866,-5.855035,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,35,1.8497738,1,"[12.63705825805664, 18.35340118408203, 15.568147659301758]","[14.87743091583252, 3.463336706161499, 26.373855590820312]",8,[8.029881477355957],[3.2866721153259277],-0.13532434,-4.9963675,correct,True,-0.40597305,-4.9963675,correct,True,-0.3891883,-4.9963675,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,36,0.9157082,1,"[13.873090744018555, 17.452856063842773, 21.101451873779297]","[2.7859416007995605, 3.539533853530884, 1.692631721496582]",7,[8.519804000854492],[-0.34656262397766113],-0.04905727,-5.498498,correct,True,-0.14717181,-5.498498,correct,True,-0.14520799,-5.498498,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,37,2.3934813,1,"[12.841989517211914, 17.074861526489258, 19.452152252197266]","[5.489231586456299, 8.173213958740234, 4.248827934265137]",14,[7.987868309020996],[7.326977729797363],-0.25579327,-5.6187615,correct,True,-0.7673798,-5.6187615,correct,True,-0.7646396,-5.6187615,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,38,2.6006958,1,"[13.670162200927734, 19.42193603515625, 19.579893112182617]","[6.35161828994751, 5.153073310852051, 11.755851745605469]",10,[10.241329193115234],[6.096351623535156],-0.41337144,-4.665971,correct,True,-1.2401143,-4.665971,correct,True,-1.2371378,-4.665971,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,39,4.4570684,1,"[14.261316299438477, 17.50359344482422, 19.48611068725586]",,8,[11.692832946777344],,-0.5137157,-4.097607,correct,True,-1.5411471,-4.097607,correct,True,-1.5291243,-4.097607,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,0,7.3561907,22840,"[-2.2580246925354004, 4.767332553863525]","[-4.040928840637207, 3.035773992538452]",8515,"[-0.36318331956863403, 4.241365909576416, 1.528759241104126]","[-3.286024570465088, 4.593611240386963, 3.5631821155548096]",-9.390718,-8.949336,incorrect,False,-18.781437,-26.84801,correct,True,-13.391571,-11.496729,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,1,7.004373,17417,"[-2.162383556365967, 6.638969421386719]","[-1.983960509300232, 3.7308144569396973]",11736,"[-1.3736796379089355, 4.995871543884277, 5.058652400970459]","[-2.597155809402466, 4.652968406677246, 2.663235902786255]",-8.767826,-7.778936,incorrect,False,-17.535652,-23.336807,correct,True,-13.061719,-12.273015,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,2,7.069134,15985,"[-2.4527125358581543, 6.894556999206543]","[-1.3735733032226562, 3.952584743499756]",13641,"[-2.102438449859619, 5.8704938888549805, 4.878258228302002]","[1.6424695253372192, 5.340945720672607, 5.209839820861816]",-9.444207,-7.628268,incorrect,False,-18.888414,-22.884804,correct,True,-13.212032,-12.861757,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,3,7.3567967,17764,"[-2.391641616821289, 7.138561248779297]","[-0.9775340557098389, 5.906729698181152]",5773,"[-0.30119287967681885, 7.322396755218506, 6.690632343292236]","[-1.198770523071289, 1.109006643295288, 6.132805824279785]",-9.582611,-5.970698,incorrect,False,-19.165222,-17.912094,incorrect,False,-13.228797,-11.138348,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,4,7.155649,16273,"[-2.25966215133667, 8.754254341125488]","[-0.9240549802780151, 3.4606435298919678]",7059,"[-0.6383165121078491, 6.325054168701172, 8.980810165405273]","[-0.5229483246803284, 1.5873644351959229, 0.5887826085090637]",-8.608465,-5.77323,incorrect,False,-17.21693,-17.31969,correct,True,-13.118947,-11.4976015,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,5,7.23553,15946,"[-2.1872594356536865, 9.041839599609375]","[-1.8807320594787598, 2.9557366371154785]",7856,"[-0.8190637826919556, 6.200218200683594, 8.318819046020508]","[2.552626609802246, 3.7388854026794434, 1.5016584396362305]",-8.2691345,-6.128574,incorrect,False,-16.538269,-18.385721,correct,True,-12.9014015,-11.533207,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,6,7.4234962,21535,"[-3.1911795139312744, 8.709701538085938]","[2.3054006099700928, 5.031430244445801]",2778,"[0.46375977993011475, 6.821065902709961, 8.06711483001709]","[1.0398553609848022, 2.8929171562194824, 2.8803818225860596]",-8.787966,-5.434662,incorrect,False,-17.575932,-16.303986,incorrect,False,-13.725646,-10.070707,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,7,7.300292,12121,"[-1.5114388465881348, 9.465774536132812]","[2.3570289611816406, 5.580833435058594]",1846,"[1.0561370849609375, 6.921864986419678, 8.618419647216797]","[-1.4822477102279663, 0.11662930250167847, 0.5435163974761963]",-8.207783,-5.199265,incorrect,False,-16.415565,-15.5977955,incorrect,False,-12.136228,-9.568651,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,8,7.0973606,4714,"[-0.3332476019859314, 10.666677474975586]","[-2.7013237476348877, 3.7555654048919678]",3328,"[0.12647879123687744, 6.6343793869018555, 7.497279167175293]","[-0.6133295893669128, 3.0504441261291504, -1.706769347190857]",-7.3730373,-5.8833976,incorrect,False,-14.746075,-17.650192,correct,True,-10.929845,-10.4701185,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,9,7.4661937,10333,"[-1.1942331790924072, 10.497352600097656]","[-2.0318779945373535, 0.26775211095809937]",4231,"[0.09250319004058838, 6.703540802001953, 6.376742362976074]","[1.1892958879470825, 1.745036005973816, 1.3167550563812256]",-7.7892265,-6.233324,incorrect,False,-15.578453,-18.699972,correct,True,-11.827235,-10.540499,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,10,6.7901683,14181,"[-2.158143997192383, 9.510723114013672]","[-0.0705934464931488, 2.5669426918029785]",2568,"[0.4876277446746826, 6.902881145477295, 6.483299255371094]","[2.226219654083252, 3.104968547821045, 2.6673359870910645]",-8.687187,-5.9432244,incorrect,False,-17.374374,-17.829674,correct,True,-12.837343,-10.191571,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,11,7.124752,13555,"[-1.8436903953552246, 9.874739646911621]","[-1.3490989208221436, 5.227938652038574]",1113,"[1.5148943662643433, 7.173300743103027, 7.251238822937012]","[-1.7755640745162964, 2.970025062561035, 4.92719841003418]",-8.565841,-5.1927776,incorrect,False,-17.131681,-15.578333,incorrect,False,-12.477985,-9.1194,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,12,5.8952208,14505,"[-2.427669048309326, 10.60560417175293]","[0.05526819825172424, 1.5707266330718994]",2130,"[0.6473656296730042, 7.625423908233643, 8.449931144714355]","[1.2154107093811035, 0.3690028190612793, 1.736769676208496]",-8.515377,-5.090116,incorrect,False,-17.030754,-15.270348,incorrect,False,-13.412846,-10.337811,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,13,5.204248,11131,"[-1.939064621925354, 10.416374206542969]","[0.6664199829101562, 1.608909249305725]",1384,"[1.178608775138855, 7.047659873962402, 8.335029602050781]","[2.4650192260742188, 2.0325822830200195, -3.2580513954162598]",-8.334933,-5.213104,incorrect,False,-16.669867,-15.639311,incorrect,False,-13.171716,-10.054043,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,14,5.44911,8474,"[-1.5619406700134277, 10.354650497436523]","[-1.3017926216125488, 3.6980042457580566]",574,"[2.0881857872009277, 6.98646354675293, 7.343716144561768]","[-0.7734906673431396, 2.5191893577575684, 9.352937698364258]",-7.7680197,-5.2453146,incorrect,False,-15.536039,-15.735944,correct,True,-12.719419,-9.069293,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,15,5.484842,10116,"[-1.6788029670715332, 10.868762969970703]","[13.423120498657227, 3.8807950019836426]",830,"[1.7599157094955444, 6.87380313873291, 10.386720657348633]","[10.175735473632812, 5.617667198181152, 5.582777500152588]",-7.8818274,-4.551371,incorrect,False,-15.763655,-13.654113,incorrect,False,-12.877771,-9.439054,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,16,5.1923933,95,"[4.3970232009887695, 10.922418594360352]","[1.0018748044967651, 0.06805071234703064]",24,"[6.066483497619629, 8.184757232666016, 12.018819808959961]","[2.794753074645996, 2.1980161666870117, 8.514808654785156]",-5.207238,-2.6213894,incorrect,False,-10.414476,-7.864168,incorrect,False,-7.019862,-5.350402,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,17,4.219384,235,"[3.286688804626465, 10.28636360168457]","[-2.549618721008301, 0.8539819717407227]",26,"[5.973743438720703, 8.230365753173828, 13.788627624511719]","[-3.6996350288391113, 3.3488223552703857, 13.132192611694336]",-5.972471,-2.6403217,incorrect,False,-11.944942,-7.920965,incorrect,False,-8.398751,-5.711696,incorrect,False
