task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,11,0.28891513,13626,[25.972017288208008],[-5.020111560821533],14565,[25.401630401611328],[6.345186233520508],-68.423996,-68.994385,correct,True,-68.423996,-68.994385,correct,True,-68.423996,-68.994385,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,12,0.07182536,17828,[20.569244384765625],[-5.01438045501709],13418,[22.694364547729492],[-4.384458065032959],-63.17066,-61.045536,incorrect,False,-63.17066,-61.045536,incorrect,False,-63.17066,-61.045536,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,13,3.3488772e-07,22053,[15.399928092956543],[-29.287704467773438],16749,[17.272905349731445],[-22.113906860351562],-66.70619,-64.83321,incorrect,False,-66.70619,-64.83321,incorrect,False,-66.70619,-64.83321,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,14,3.8747004e-07,42380,[9.515283584594727],[3.312979221343994],28967,[12.260232925415039],[2.870122194290161],-69.05596,-66.31101,incorrect,False,-69.05596,-66.31101,incorrect,False,-69.05596,-66.31101,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,15,1.1248183e-10,39825,[9.9147367477417],[2.4874892234802246],27639,[12.545838356018066],[4.851866722106934],-77.323395,-74.69229,incorrect,False,-77.323395,-74.69229,incorrect,False,-77.323395,-74.69229,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,16,3.5768308e-10,35701,[9.182906150817871],[4.763399600982666],22991,[11.918118476867676],[-1.3898988962173462],-69.96989,-67.23467,incorrect,False,-69.96989,-67.23467,incorrect,False,-69.96989,-67.23467,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,17,1.6041087e-08,30151,[9.2363920211792],[-3.8709678649902344],23178,[10.722557067871094],[-5.235823154449463],-60.144535,-58.65837,incorrect,False,-60.144535,-58.65837,incorrect,False,-60.144535,-58.65837,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,18,0.035470843,40618,[7.229648113250732],[6.076952934265137],33646,[8.253290176391602],[7.443225383758545],-42.091305,-41.06766,incorrect,False,-42.091305,-41.06766,incorrect,False,-42.091305,-41.06766,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,19,1.0430834,31310,[7.379271030426025],[-3.487673759460449],24223,[8.50790786743164],[-10.965750694274902],-31.251402,-30.122765,incorrect,False,-31.251402,-30.122765,incorrect,False,-31.251402,-30.122765,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,20,1.6231177,31899,[6.193535804748535],[-1.592470407485962],32602,[6.106601238250732],[-4.205366134643555],-28.259514,-28.346447,correct,True,-28.259514,-28.346447,correct,True,-28.259514,-28.346447,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,21,1.2772987,36070,[5.529691696166992],[-2.436593770980835],40020,[5.075332164764404],[-3.4720969200134277],-29.483242,-29.937601,correct,True,-29.483242,-29.937601,correct,True,-29.483242,-29.937601,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,22,1.6008706,38215,[5.3477396965026855],[-7.1768059730529785],43213,[4.713314056396484],[-15.751228332519531],-35.07209,-35.706516,correct,True,-35.07209,-35.706516,correct,True,-35.07209,-35.706516,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,23,1.6221993,47371,[3.486058473587036],[71.13014221191406],69283,[1.424133062362671],[53.497047424316406],-33.722965,-35.78489,correct,True,-33.722965,-35.78489,correct,True,-33.722965,-35.78489,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,24,1.2721167,2847,[14.339804649353027],[21.005447387695312],11170,[9.666015625],[-1.2800861597061157],-23.554316,-28.228106,correct,True,-23.554316,-28.228106,correct,True,-23.554316,-28.228106,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,25,0.06865323,637,[16.33559226989746],[21.357940673828125],9014,[8.513711929321289],[8.471343994140625],-22.555223,-30.377104,correct,True,-22.555223,-30.377104,correct,True,-22.555223,-30.377104,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,26,0.048780464,271,[18.005517959594727],[32.10537338256836],5895,[8.9817533493042],[22.029245376586914],-21.081095,-30.104858,correct,True,-21.081095,-30.104858,correct,True,-21.081095,-30.104858,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,27,0.0063934573,83,[21.13935661315918],[30.703622817993164],2292,[11.25417423248291],[39.748390197753906],-19.926325,-29.811508,correct,True,-19.926325,-29.811508,correct,True,-19.926325,-29.811508,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,28,0.0039401026,44,[25.81390953063965],[37.93280029296875],520,[16.76915168762207],[0.06325466185808182],-23.505571,-32.550327,correct,True,-23.505571,-32.550327,correct,True,-23.505571,-32.550327,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,29,0.013445672,23,[30.312591552734375],[2.6856913566589355],657,[16.877696990966797],[9.106143951416016],-19.509594,-32.94449,correct,True,-19.509594,-32.94449,correct,True,-19.509594,-32.94449,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,30,0.02705351,23,[29.061800003051758],[60.65637969970703],498,[17.129268646240234],[9.006227493286133],-20.129562,-32.062096,correct,True,-20.129562,-32.062096,correct,True,-20.129562,-32.062096,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,31,0.024362175,4,[35.08512878417969],[46.79875946044922],292,[16.453853607177734],[33.97521209716797],-8.716599,-27.347874,correct,True,-8.716599,-27.347874,correct,True,-8.716599,-27.347874,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,32,0.08023326,2,[38.88653564453125],[-15.832865715026855],105,[19.682270050048828],[8.36725902557373],-4.2696877,-23.473953,correct,True,-4.2696877,-23.473953,correct,True,-4.2696877,-23.473953,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,33,0.018490523,2,[36.72020721435547],[7.215001106262207],78,[20.206588745117188],[35.951820373535156],-6.749989,-23.263607,correct,True,-6.749989,-23.263607,correct,True,-6.749989,-23.263607,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,34,0.46441686,3,[37.471839904785156],[124.4832992553711],31,[24.33955955505371],[95.33513641357422],-6.291469,-19.42375,correct,True,-6.291469,-19.42375,correct,True,-6.291469,-19.42375,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,35,0.0030083202,1,[53.00338363647461],[-6.4960761070251465],6,[36.15721130371094],[22.758197784423828],-0.00031799983,-16.84649,correct,True,-0.00031799983,-16.84649,correct,True,-0.00031799983,-16.84649,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,36,0.014518778,1,[50.78597640991211],[82.99250030517578],4,[37.53725051879883],[5.772572994232178],-0.0019163593,-13.250642,correct,True,-0.0019163593,-13.250642,correct,True,-0.0019163593,-13.250642,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,37,3.4004445e-06,1,[58.957332611083984],[17.511621475219727],4,[36.215553283691406],[26.727670669555664],-2.3841855e-07,-22.74178,correct,True,-2.3841855e-07,-22.74178,correct,True,-2.3841855e-07,-22.74178,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,38,2.8336435e-06,1,[59.17961883544922],[51.70613479614258],4,[38.20030975341797],[-12.614324569702148],-1.1920928e-07,-20.97931,correct,True,-1.1920928e-07,-20.97931,correct,True,-1.1920928e-07,-20.97931,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,39,5.3708282e-09,1,[62.19767379760742],[25.989280700683594],4,[34.08436584472656],[3.857954978942871],0.0,-28.113308,correct,True,0.0,-28.113308,correct,True,0.0,-28.113308,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,40,2.8983377e-08,1,[61.50848388671875],[-0.03428119421005249],4,[32.453609466552734],[-7.926093578338623],0.0,-29.054874,correct,True,0.0,-29.054874,correct,True,0.0,-29.054874,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,41,1.3667666e-06,1,[56.81549072265625],[8.108531951904297],6,[28.936058044433594],[17.875764846801758],0.0,-27.879433,correct,True,0.0,-27.879433,correct,True,0.0,-27.879433,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,42,2.0635944e-05,1,[58.10081481933594],[-23.309267044067383],6,[31.556705474853516],[17.782886505126953],-1.4305105e-06,-26.544111,correct,True,-1.4305105e-06,-26.544111,correct,True,-1.4305105e-06,-26.544111,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,43,0.39612666,2,[60.68052673339844],[20.631149291992188],13,[42.26826858520508],[14.576851844787598],-2.077896,-20.490154,correct,True,-2.077896,-20.490154,correct,True,-2.077896,-20.490154,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,44,0.28392062,1,[78.32770538330078],[6.360130786895752],35,[54.731380462646484],[3.5174031257629395],-0.08417738,-23.680502,correct,True,-0.08417738,-23.680502,correct,True,-0.08417738,-23.680502,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,45,0.0011762396,1,[53.02577209472656],,8,[36.54366683959961],,-0.00010442189,-16.48221,correct,True,-0.00010442189,-16.48221,correct,True,-0.00010442189,-16.48221,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,0,9.284725e-05,20101,"[13.799686431884766, -32.271331787109375]","[27.99690818786621, -0.6442645788192749]",51117,"[4.618316173553467, -8.750385284423828, 14.381103515625]","[41.30082702636719, 2.5542333126068115, 25.399951934814453]",-159.3155,-114.38035,incorrect,False,-318.631,-343.14105,correct,True,-96.523384,-105.70473,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,1,0.037937794,14098,"[18.130615234375, -26.290029525756836]","[23.189308166503906, 1.5732102394104004]",25565,"[12.893446922302246, -6.3878607749938965, 18.15550422668457]","[24.815994262695312, 44.227203369140625, 13.567106246948242]",-133.28833,-99.86462,incorrect,False,-266.57666,-299.59384,correct,True,-90.35101,-95.58814,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,2,0.037874065,11417,"[24.604236602783203, -21.802656173706055]","[29.035200119018555, -7.159666538238525]",17622,"[19.996105194091797, 6.834121227264404, 18.734521865844727]","[52.733421325683594, 1.794006586074829, 13.550529479980469]",-124.92538,-96.62275,incorrect,False,-249.85075,-289.86826,correct,True,-103.65369,-108.261795,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,3,0.12169398,9393,"[29.38027000427246, -24.0089168548584]","[-15.557552337646484, 22.108816146850586]",9683,"[29.059036254882812, 7.674610137939453, 23.675840377807617]","[23.94565200805664, 0.9852195978164673, 55.109012603759766]",-135.35602,-108.20593,incorrect,False,-270.71204,-324.6178,correct,True,-106.136314,-106.45752,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,4,0.40411615,14905,"[26.977163314819336, -21.179224014282227]","[-30.577980041503906, 27.232864379882812]",9501,"[32.02814865112305, 7.710346698760986, 34.42431640625]","[4.826364994049072, 11.571920394897461, 34.03123474121094]",-138.2061,-109.014015,incorrect,False,-276.4122,-327.04205,correct,True,-111.40397,-106.353004,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,5,0.49288896,33401,"[19.877613067626953, -15.536210060119629]","[-15.248079299926758, -1.072253704071045]",14480,"[30.3920955657959, 8.996331214904785, 37.60572052001953]","[-6.644969463348389, 10.967156410217285, 14.8118896484375]",-138.82994,-114.96265,incorrect,False,-277.65988,-344.88794,correct,True,-117.22646,-106.71197,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,6,0.00021333236,59970,"[9.368608474731445, -13.357025146484375]","[-13.178518295288086, 10.402124404907227]",22671,"[20.60950469970703, 10.98719596862793, 34.78436279296875]","[3.537564754486084, -27.905315399169922, 19.824459075927734]",-130.19528,-99.67104,incorrect,False,-260.39056,-299.01312,correct,True,-106.95322,-95.712296,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,7,0.029443616,75453,"[6.4667277336120605, -10.168471336364746]","[-12.080438613891602, 7.49277925491333]",25074,"[19.506563186645508, 5.886698246002197, 33.84196853637695]","[10.467985153198242, -15.471017837524414, 16.111677169799805]",-122.42993,-94.407715,incorrect,False,-244.85986,-283.22314,correct,True,-98.57939,-85.53955,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,8,0.5654241,94419,"[4.245835304260254, -8.568239212036133]","[-9.65489673614502, 6.742279529571533]",27262,"[20.457956314086914, 3.259836196899414, 34.37803268432617]","[0.189137801527977, -16.40633201599121, -7.999475002288818]",-123.224106,-96.54836,incorrect,False,-246.44821,-289.64508,correct,True,-98.19927,-81.98717,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,9,0.27199072,124946,"[0.3092004656791687, -5.105869770050049]","[-16.018760681152344, 6.791500091552734]",38867,"[16.25531578063965, -2.670564651489258, 29.070297241210938]","[16.631406784057617, -36.112884521484375, 18.164546966552734]",-116.39151,-93.50681,incorrect,False,-232.78302,-280.52045,correct,True,-97.432304,-81.4862,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,10,0.31285378,154919,"[-2.7949109077453613, -3.3878867626190186]","[4.34918212890625, -5.1612348556518555]",40571,"[17.22802734375, -7.700577259063721, 29.341726303100586]","[-4.8972086906433105, -15.909339904785156, -3.866234302520752]",-123.25362,-102.98394,incorrect,False,-246.50723,-308.9518,correct,True,-105.23799,-85.215034,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,11,0.63948953,146599,"[-1.3552770614624023, -3.9979255199432373]","[-15.419473648071289, 2.110685110092163]",52100,"[13.177645683288574, -9.612075805664062, 24.19020652770996]","[-2.9908828735351562, 9.00076961517334, 9.868836402893066]",-110.713394,-95.56195,incorrect,False,-221.42679,-286.68585,correct,True,-92.29557,-77.762634,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,12,0.007634109,162076,"[-4.549327850341797, -2.7264883518218994]","[-16.226497650146484, -10.416895866394043]",55327,"[10.382246017456055, -5.515792369842529, 21.645069122314453]","[-19.693452835083008, -2.07539701461792, -20.405467987060547]",-95.93678,-79.461174,incorrect,False,-191.87357,-238.38351,correct,True,-87.53576,-72.60416,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,13,1.08465834e-07,179405,"[-7.452238082885742, -4.710471153259277]","[-13.998943328857422, -8.074453353881836]",86222,"[4.072805881500244, -4.95407247543335, 14.865668296813965]","[-15.885262489318848, 5.584670066833496, -16.609947204589844]",-90.418274,-75.94665,incorrect,False,-180.83655,-227.83994,correct,True,-92.07095,-80.545876,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,14,6.60331e-08,189108,"[-8.819111824035645, -5.566421985626221]","[3.1631321907043457, 13.927577018737793]",104658,"[1.3217743635177612, -3.518596649169922, 8.841572761535645]","[-1.2991198301315308, -6.8715996742248535, -9.136815071105957]",-83.57518,-70.79038,incorrect,False,-167.15036,-212.37115,correct,True,-90.159256,-80.01836,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,15,1.477191e-11,180171,"[-8.077499389648438, -3.1463844776153564]","[4.326141357421875, 7.789846420288086]",105032,"[1.0755188465118408, -4.552211761474609, 7.919118404388428]","[10.251570701599121, -4.897887229919434, 2.6998202800750732]",-81.86444,-71.48784,incorrect,False,-163.72888,-214.46352,correct,True,-97.7992,-88.64619,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,16,2.7742544e-10,172092,"[-6.475992202758789, -1.264283537864685]","[0.9212333559989929, 0.3584992289543152]",88621,"[2.651251792907715, -4.8153977394104, 7.4843292236328125]","[2.6612067222595215, 8.4407958984375, -10.107489585876465]",-71.47885,-64.90905,incorrect,False,-142.9577,-194.72716,correct,True,-89.60696,-80.4797,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,17,2.2875264e-08,169075,"[-5.736878395080566, -0.9506820440292358]","[-8.4881010055542, -8.322010040283203]",83297,"[2.865586996078491, -2.62725567817688, 3.189009428024292]","[-1.2829160690307617, -9.05869197845459, -9.740743637084961]",-59.59178,-55.142933,incorrect,False,-119.18356,-165.4288,correct,True,-79.5526,-70.95014,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,18,2.1996824e-05,180977,"[-6.515431880950928, -2.134070873260498]","[3.565469741821289, -2.8544607162475586]",88447,"[2.3021433353424072, -4.124183654785156, 1.4712762832641602]","[-2.2766120433807373, 1.5631685256958008, -2.501561403274536]",-52.173904,-50.208057,incorrect,False,-104.34781,-150.62418,correct,True,-65.07113,-56.25354,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,19,0.03354373,176002,"[-5.194490432739258, -2.3402035236358643]","[-11.963709831237793, -5.095213890075684]",92221,"[1.6719658374786377, -2.9489493370056152, 0.6008423566818237]","[-14.586176872253418, 11.629459381103516, 3.9523963928222656]",-42.20804,-39.6859,incorrect,False,-84.41608,-119.05771,correct,True,-50.18465,-43.318195,incorrect,False
