task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,23,7.450903,2948,[3.9646267890930176],[2.524467706680298],627,[5.530172348022461],[-0.10127893090248108],-10.248428,-8.682883,incorrect,False,-10.248428,-8.682883,incorrect,False,-10.248428,-8.682883,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,24,5.6055174,1420,[4.951552867889404],[-0.272481232881546],807,[5.483202934265137],[0.33544597029685974],-9.907926,-9.376275,incorrect,False,-9.907926,-9.376275,incorrect,False,-9.907926,-9.376275,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,25,6.1035347,864,[4.850658893585205],[3.078173875808716],372,[5.6362223625183105],[0.4776712656021118],-9.273606,-8.488044,incorrect,False,-9.273606,-8.488044,incorrect,False,-9.273606,-8.488044,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,26,7.453143,386,[5.977738857269287],[-1.154000163078308],515,[5.707888603210449],[1.3211174011230469],-8.166955,-8.436806,correct,True,-8.166955,-8.436806,correct,True,-8.166955,-8.436806,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,27,6.8598347,305,[5.828869342803955],[-4.465296268463135],145,[6.467961311340332],[-0.040460728108882904],-8.08267,-7.443578,incorrect,False,-8.08267,-7.443578,incorrect,False,-8.08267,-7.443578,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,28,6.3377438,2440,[4.441030025482178],[-5.711851119995117],245,[6.622345447540283],[-4.993029594421387],-10.25843,-8.077113,incorrect,False,-10.25843,-8.077113,incorrect,False,-10.25843,-8.077113,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,29,6.284985,6733,[2.4917633533477783],[0.0762285441160202],669,[5.025231838226318],[-2.6979362964630127],-11.523071,-8.989602,incorrect,False,-11.523071,-8.989602,incorrect,False,-11.523071,-8.989602,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,30,7.050623,5932,[2.6794040203094482],[0.07553374022245407],1423,[4.259675979614258],[-0.5653800368309021],-11.121891,-9.541618,incorrect,False,-11.121891,-9.541618,incorrect,False,-11.121891,-9.541618,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,31,7.3067474,5434,[2.768582582473755],[-0.7694595456123352],1523,[4.165807247161865],[-2.056947708129883],-10.931855,-9.53463,incorrect,False,-10.931855,-9.53463,incorrect,False,-10.931855,-9.53463,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,32,7.614628,5675,[2.6577517986297607],[1.8678772449493408],2309,[3.700089931488037],[0.0917959213256836],-10.948959,-9.906622,incorrect,False,-10.948959,-9.906622,incorrect,False,-10.948959,-9.906622,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,33,8.02307,2247,[3.316704750061035],[-1.4356786012649536],1517,[3.754467248916626],[0.15391410887241364],-9.786256,-9.348494,incorrect,False,-9.786256,-9.348494,incorrect,False,-9.786256,-9.348494,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,34,7.695348,2807,[2.8128931522369385],[1.0030112266540527],1149,[3.7942075729370117],[2.8947908878326416],-10.11872,-9.137405,incorrect,False,-10.11872,-9.137405,incorrect,False,-10.11872,-9.137405,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,35,7.9108233,2010,[3.2269351482391357],[-0.8859993815422058],382,[4.923666954040527],[-2.1392784118652344],-9.69024,-7.9935083,incorrect,False,-9.69024,-7.9935083,incorrect,False,-9.69024,-7.9935083,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,36,7.809183,1472,[2.9822187423706055],[0.13069099187850952],407,[4.279372215270996],[0.8238469958305359],-9.421291,-8.124138,incorrect,False,-9.421291,-8.124138,incorrect,False,-9.421291,-8.124138,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,37,7.888525,1735,[3.0575461387634277],[2.602959394454956],379,[4.598851203918457],[0.4129864573478699],-9.575596,-8.03429,incorrect,False,-9.575596,-8.03429,incorrect,False,-9.575596,-8.03429,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,38,7.544375,657,[3.964540719985962],[2.0947649478912354],300,[4.796811103820801],[-0.08313452452421188],-8.703661,-7.871391,incorrect,False,-8.703661,-7.871391,incorrect,False,-8.703661,-7.871391,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,39,7.1008863,382,[4.753500938415527],[3.584223508834839],357,[4.82696008682251],[0.4948892593383789],-8.25468,-8.181221,incorrect,False,-8.25468,-8.181221,incorrect,False,-8.25468,-8.181221,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,40,8.181704,111,[5.951056003570557],[-5.4467692375183105],309,[5.015103816986084],[-4.395575046539307],-6.886219,-7.822171,correct,True,-6.886219,-7.822171,correct,True,-6.886219,-7.822171,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,41,8.028925,1428,[3.9492344856262207],[-2.511240243911743],2485,[3.39628267288208],[-2.249715566635132],-9.394901,-9.947853,correct,True,-9.394901,-9.947853,correct,True,-9.394901,-9.947853,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,42,8.002056,1671,[3.0059337615966797],[1.7437341213226318],2569,[2.556036949157715],[1.304810643196106],-9.570557,-10.020453,correct,True,-9.570557,-10.020453,correct,True,-9.570557,-10.020453,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,43,6.082819,783,[3.447587251663208],[2.913886070251465],1329,[2.869185447692871],[4.322456359863281],-9.279048,-9.85745,correct,True,-9.279048,-9.85745,correct,True,-9.279048,-9.85745,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,44,3.8761556,334,[4.203259468078613],[11.661515235900879],349,[4.177305698394775],[8.474967002868652],-9.212326,-9.23828,correct,True,-9.212326,-9.23828,correct,True,-9.212326,-9.23828,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,45,2.989659,39,[7.3845415115356445],[5.919147968292236],79,[6.417724132537842],[6.632557392120361],-7.0318713,-7.9986887,correct,True,-7.0318713,-7.9986887,correct,True,-7.0318713,-7.9986887,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,46,1.2175212,23,[8.69226360321045],[16.62148094177246],40,[8.04006290435791],[15.509815216064453],-7.6398907,-8.292091,correct,True,-7.6398907,-8.292091,correct,True,-7.6398907,-8.292091,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,47,2.3531294,4,[13.776702880859375],[-3.02233624458313],8,[12.78930950164795],[-2.929928779602051],-3.0679858,-4.0553794,correct,True,-3.0679858,-4.0553794,correct,True,-3.0679858,-4.0553794,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,48,2.7410624,5,[12.982563018798828],[10.161402702331543],8,[12.026453971862793],[5.905786991119385],-3.211019,-4.167128,correct,True,-3.211019,-4.167128,correct,True,-3.211019,-4.167128,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,49,2.6654801,2,[14.899867057800293],[27.973716735839844],7,[12.832260131835938],[27.117713928222656],-1.4399785,-3.5075855,correct,True,-1.4399785,-3.5075855,correct,True,-1.4399785,-3.5075855,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,50,0.49945498,1,[21.076255798339844],[9.206988334655762],2,[18.935277938842773],[2.118201971054077],-0.13712798,-2.2781057,correct,True,-0.13712798,-2.2781057,correct,True,-0.13712798,-2.2781057,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,51,0.35520872,1,[22.016630172729492],[21.14373207092285],3,[18.41309928894043],[4.616720199584961],-0.07706693,-3.6805978,correct,True,-0.07706693,-3.6805978,correct,True,-0.07706693,-3.6805978,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,52,0.011213662,1,[26.391523361206055],[25.53959083557129],2,[18.59422492980957],[5.268635272979736],-0.0011831672,-7.7984815,correct,True,-0.0011831672,-7.7984815,correct,True,-0.0011831672,-7.7984815,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,53,0.0002122457,1,[32.045230865478516],[16.77559471130371],5,[18.578643798828125],[14.081417083740234],-1.537788e-05,-13.466602,correct,True,-1.537788e-05,-13.466602,correct,True,-1.537788e-05,-13.466602,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,54,5.8461563e-05,1,[34.237152099609375],[14.6547212600708],2,[20.862411499023438],[17.05362892150879],-3.81469e-06,-13.374744,correct,True,-3.81469e-06,-13.374744,correct,True,-3.81469e-06,-13.374744,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,55,0.000101557256,1,[36.17275619506836],[7.018226146697998],2,[23.910131454467773],[4.449252128601074],-7.3909487e-06,-12.262632,correct,True,-7.3909487e-06,-12.262632,correct,True,-7.3909487e-06,-12.262632,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,56,0.0001164359,1,[36.345977783203125],[5.2208662033081055],2,[23.979856491088867],[5.438261985778809],-8.344616e-06,-12.36613,correct,True,-8.344616e-06,-12.36613,correct,True,-8.344616e-06,-12.36613,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,57,0.0001456127,1,[36.304481506347656],[4.306568145751953],2,[24.398944854736328],[5.2860798835754395],-1.0967195e-05,-11.905547,correct,True,-1.0967195e-05,-11.905547,correct,True,-1.0967195e-05,-11.905547,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,58,0.00031362826,1,[35.010013580322266],[1.111546277999878],2,[24.21466636657715],[-2.1483447551727295],-2.5748875e-05,-10.795373,correct,True,-2.5748875e-05,-10.795373,correct,True,-2.5748875e-05,-10.795373,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,59,0.00026197467,1,[33.446563720703125],[3.121339797973633],2,[22.417863845825195],[3.67529034614563],-2.0980615e-05,-11.028721,correct,True,-2.0980615e-05,-11.028721,correct,True,-2.0980615e-05,-11.028721,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,60,0.0010812486,1,[29.97895622253418],[-5.851292133331299],2,[20.61391258239746],[-3.517345905303955],-0.00010072678,-9.365145,correct,True,-0.00010072678,-9.365145,correct,True,-0.00010072678,-9.365145,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,61,0.010538136,1,[22.80089569091797],[-7.746115207672119],2,[15.84288501739502],[-4.581251621246338],-0.0012354369,-6.959246,correct,True,-0.0012354369,-6.959246,correct,True,-0.0012354369,-6.959246,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,62,0.21557727,1,[14.58667278289795],[-3.41733455657959],2,[10.411251068115234],[0.5647124648094177],-0.030879043,-4.2063007,correct,True,-0.030879043,-4.2063007,correct,True,-0.030879043,-4.2063007,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,63,2.1919312,1,[10.341726303100586],,2,[8.304774284362793],,-0.45246094,-2.489413,correct,True,-0.45246094,-2.489413,correct,True,-0.45246094,-2.489413,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,0,5.077064,68,"[6.0700273513793945, -0.40718987584114075]","[-1.2385499477386475, 3.442106246948242]",19237,"[0.3426755666732788, 4.267043590545654, 4.512763023376465]","[3.2305824756622314, -2.979884386062622, -2.128631591796875]",-11.404814,-11.056377,incorrect,False,-22.809628,-33.169132,correct,True,-7.4011354,-13.128488,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,1,4.537261,123,"[5.58731746673584, 0.9827772974967957]","[-6.789071083068848, 2.008934736251831]",5337,"[2.013364315032959, 3.392289161682129, 3.21232271194458]","[1.0669119358062744, 1.0434037446975708, 2.433540105819702]",-10.79009,-10.950711,correct,True,-21.58018,-32.852135,correct,True,-8.03742,-11.611373,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,2,3.9665036,2283,"[3.0424845218658447, 1.8977222442626953]","[-1.357385277748108, 1.9941260814666748]",4277,"[2.399005889892578, 4.018182277679443, 3.7659199237823486]","[1.8871687650680542, 5.1403279304504395, 0.8387575149536133]",-11.675932,-10.475586,incorrect,False,-23.351864,-31.426758,correct,True,-10.806073,-11.449552,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,3,6.2517924,5397,"[2.2557973861694336, 2.511157274246216]","[-2.507615804672241, -4.061494827270508]",2505,"[3.0838193893432617, 6.047513484954834, 3.980571746826172]","[0.14870215952396393, -6.301131248474121, 1.3228660821914673]",-11.548491,-9.603155,incorrect,False,-23.096981,-28.809465,correct,True,-11.0877695,-10.259747,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,4,7.7873116,19050,"[0.44169917702674866, 1.2618818283081055]","[-0.5625668168067932, -0.223090261220932]",2373,"[2.896091938018799, 4.384702205657959, 4.006201267242432]","[-3.552105665206909, -3.5196967124938965, 5.264255046844482]",-12.284645,-9.789485,incorrect,False,-24.56929,-29.368456,correct,True,-12.293048,-9.8386545,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,5,8.219906,18611,"[0.1356774866580963, 1.278585433959961]","[-2.5416643619537354, -3.221663236618042]",10056,"[0.9550253748893738, 3.5526039600372314, 6.002276420593262]","[0.30476921796798706, -4.272025108337402, 4.802725315093994]",-12.0957,-9.916507,incorrect,False,-24.1914,-29.74952,correct,True,-12.172036,-11.352688,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,6,8.342818,24907,"[-0.7303668260574341, 0.7844739556312561]","[4.673731327056885, 4.293798446655273]",6240,"[1.094393014907837, 2.8761894702911377, 8.381631851196289]","[-0.03410240635275841, -0.9213460683822632, -0.2223213165998459]",-12.599147,-9.35245,incorrect,False,-25.198294,-28.05735,correct,True,-12.601629,-10.77687,incorrect,False
