task,item_id,condition,exemplar,correct,incorrect,human_prop_correct,prefix,question,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_incorrect_first_token,control_logits_incorrect,control_logits_deltas_incorrect,control_mean_logprob_correct,control_mean_logprob_incorrect,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_incorrect,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_incorrect,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,10,6.724259,6254,[4.467540264129639],[3.6560590267181396],22134,[2.4454336166381836],[3.4686174392700195],-11.458312,-13.480418,correct,True,-11.458312,-13.480418,correct,True,-11.458312,-13.480418,correct,True,10.0346775,63326,[0.35040098428726196],[0.9935991168022156],76223,[-0.1489502489566803],[2.5023491382598877],-13.433046,-13.932398,correct,True,-13.433046,-13.932398,correct,True,-13.433046,-13.932398,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,11,7.5743365,2308,[5.37276554107666],[2.0415966510772705],10508,[3.3015124797821045],[0.6661680936813354],-9.969037,-12.04029,correct,True,-9.969037,-12.04029,correct,True,-9.969037,-12.04029,correct,True,10.036574,63218,[0.35516098141670227],[1.3704036474227905],75945,[-0.1370747834444046],[-0.5250705480575562],-13.426619,-13.918854,correct,True,-13.426619,-13.918854,correct,True,-13.426619,-13.918854,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,12,6.8916607,2381,[5.966029644012451],[1.2997819185256958],13457,[3.524191379547119],[3.4461727142333984],-10.173871,-12.615708,correct,True,-10.173871,-12.615708,correct,True,-10.173871,-12.615708,correct,True,10.038237,62989,[0.3619551956653595],[2.3274874687194824],75975,[-0.1396777331829071],[1.2397363185882568],-13.4154625,-13.917095,correct,True,-13.4154625,-13.917095,correct,True,-13.4154625,-13.917095,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,13,6.8041887,1563,[6.2607550621032715],[-4.100910663604736],7326,[4.254806995391846],[0.11405342817306519],-9.706168,-11.712116,correct,True,-9.706168,-11.712116,correct,True,-9.706168,-11.712116,correct,True,10.040095,62776,[0.37199077010154724],[1.663377285003662],75841,[-0.13398729264736176],[0.5871912240982056],-13.405167,-13.911145,correct,True,-13.405167,-13.911145,correct,True,-13.405167,-13.911145,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,14,6.9378147,3249,[5.215445041656494],[-0.011627979576587677],7182,[4.155314922332764],[2.8050453662872314],-10.554262,-11.614391,correct,True,-10.554262,-11.614391,correct,True,-10.554262,-11.614391,correct,True,10.042136,62635,[0.3783607482910156],[1.4770499467849731],75821,[-0.13152813911437988],[-0.18109780550003052],-13.399277,-13.909164,correct,True,-13.399277,-13.909164,correct,True,-13.399277,-13.909164,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,15,7.179265,3459,[5.161762237548828],[-2.016303777694702],5062,[4.674717903137207],[-3.0363755226135254],-10.583818,-11.070863,correct,True,-10.583818,-11.070863,correct,True,-10.583818,-11.070863,correct,True,10.0435705,62450,[0.3834906220436096],[-5.135266304016113],75777,[-0.13214564323425293],[-2.7639951705932617],-13.39025,-13.905887,correct,True,-13.39025,-13.905887,correct,True,-13.39025,-13.905887,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,16,7.048369,6753,[4.52250862121582],[2.7821457386016846],10828,[3.820554256439209],[5.350104331970215],-11.48546,-12.187414,correct,True,-11.48546,-12.187414,correct,True,-11.48546,-12.187414,correct,True,10.044044,62807,[0.36786311864852905],[0.2824232280254364],75962,[-0.14036527276039124],[-2.1448206901550293],-13.403612,-13.91184,correct,True,-13.403612,-13.91184,correct,True,-13.403612,-13.91184,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,17,7.530189,4794,[4.961666107177734],[0.9720837473869324],5544,[4.777886867523193],[0.5159540772438049],-10.863497,-11.047276,correct,True,-10.863497,-11.047276,correct,True,-10.863497,-11.047276,correct,True,10.045578,62660,[0.3685130178928375],[-2.7215752601623535],75975,[-0.1467805802822113],[0.9580245018005371],-13.395653,-13.910946,correct,True,-13.395653,-13.910946,correct,True,-13.395653,-13.910946,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,18,8.044113,2931,[4.778709888458252],[6.686626434326172],3678,[4.49357795715332],[1.1144174337387085],-10.091388,-10.37652,correct,True,-10.091388,-10.37652,correct,True,-10.091388,-10.37652,correct,True,10.047197,62874,[0.35639306902885437],[0.25062674283981323],75834,[-0.1425033062696457],[2.0333800315856934],-13.405733,-13.904629,correct,True,-13.405733,-13.904629,correct,True,-13.405733,-13.904629,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,19,7.129671,667,[5.961154460906982],[11.85938549041748],2617,[4.512874603271484],[9.020727157592773],-8.683903,-10.132183,correct,True,-8.683903,-10.132183,correct,True,-8.683903,-10.132183,correct,True,10.048124,62994,[0.3570576310157776],[-2.4731554985046387],75799,[-0.1366383582353592],[1.29580819606781],-13.408796,-13.902493,correct,True,-13.408796,-13.902493,correct,True,-13.408796,-13.902493,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,20,7.75188,60,[8.453518867492676],[2.444366693496704],516,[6.410984516143799],[6.4726033210754395],-6.2811985,-8.323732,correct,True,-6.2811985,-8.323732,correct,True,-6.2811985,-8.323732,correct,True,10.049206,63184,[0.3484653830528259],[1.8572889566421509],75641,[-0.13214963674545288],[-3.4102611541748047],-13.4151125,-13.895727,correct,True,-13.4151125,-13.895727,correct,True,-13.4151125,-13.895727,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,21,7.744622,66,[8.689501762390137],[4.6462602615356445],284,[7.399552345275879],[3.6751694679260254],-6.4644775,-7.754427,correct,True,-6.4644775,-7.754427,correct,True,-6.4644775,-7.754427,correct,True,10.049888,63060,[0.35287705063819885],[-3.8381922245025635],75843,[-0.1403934359550476],[-1.4940407276153564],-13.409356,-13.902626,correct,True,-13.409356,-13.902626,correct,True,-13.409356,-13.902626,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,22,7.1828194,16,[9.872754096984863],[-2.9443366527557373],82,[8.340489387512207],[-5.362103462219238],-5.111383,-6.6436477,correct,True,-5.111383,-6.6436477,correct,True,-5.111383,-6.6436477,correct,True,10.050617,63358,[0.3384208381175995],[-2.874265670776367],75887,[-0.14603208005428314],[-3.3382959365844727],-13.41979,-13.904243,correct,True,-13.41979,-13.904243,correct,True,-13.41979,-13.904243,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,23,7.5602555,21,[9.076545715332031],[4.779961585998535],178,[7.14343786239624],[1.7805825471878052],-5.4071684,-7.3402767,correct,True,-5.4071684,-7.3402767,correct,True,-5.4071684,-7.3402767,correct,True,10.051281,63546,[0.32898277044296265],[-6.169996738433838],76138,[-0.1567392647266388],[-0.22432854771614075],-13.426059,-13.911781,correct,True,-13.426059,-13.911781,correct,True,-13.426059,-13.911781,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,24,7.940744,16,[9.339530944824219],[1.1568727493286133],241,[6.901763916015625],[5.797296524047852],-5.153676,-7.591443,correct,True,-5.153676,-7.591443,correct,True,-5.153676,-7.591443,correct,True,10.051799,64023,[0.30804139375686646],[-6.042855739593506],76073,[-0.15755493938922882],[-5.138421058654785],-13.444103,-13.9096985,correct,True,-13.444103,-13.9096985,correct,True,-13.444103,-13.9096985,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,25,7.5233135,21,[8.994802474975586],[-0.9755398631095886],108,[7.5857720375061035],[3.8323676586151123],-5.6576204,-7.0666504,correct,True,-5.6576204,-7.0666504,correct,True,-5.6576204,-7.0666504,correct,True,10.053329,64270,[0.2884913980960846],[-2.1245133876800537],76269,[-0.1740611344575882],[4.360595703125],-13.452257,-13.914809,correct,True,-13.452257,-13.914809,correct,True,-13.452257,-13.914809,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,26,7.8082523,46,[8.025620460510254],[10.336494445800781],78,[7.664046287536621],[12.048972129821777],-6.4107018,-6.772276,correct,True,-6.4107018,-6.772276,correct,True,-6.4107018,-6.772276,correct,True,10.053962,64442,[0.2812650799751282],[0.15607774257659912],75846,[-0.15925462543964386],[1.979021430015564],-13.458448,-13.89897,correct,True,-13.458448,-13.89897,correct,True,-13.458448,-13.89897,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,27,7.916576,20,[9.07664680480957],[8.791183471679688],23,[8.960580825805664],[6.063068866729736],-5.5191298,-5.6351957,correct,True,-5.5191298,-5.6351957,correct,True,-5.5191298,-5.6351957,correct,True,10.054093,64354,[0.282157301902771],[-2.209782838821411],75556,[-0.15068034827709198],[3.805508852005005],-13.455146,-13.887983,correct,True,-13.455146,-13.887983,correct,True,-13.455146,-13.887983,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,28,8.175735,8,[10.025839805603027],[-1.0577174425125122],13,[9.46711540222168],[-0.7637854814529419],-4.471328,-5.030052,correct,True,-4.471328,-5.030052,correct,True,-4.471328,-5.030052,correct,True,10.054438,64535,[0.2757255733013153],[-0.41930916905403137],75260,[-0.13951709866523743],[1.8671404123306274],-13.46179,-13.877033,correct,True,-13.46179,-13.877033,correct,True,-13.46179,-13.877033,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,29,8.16503,8,[9.62763786315918],[2.4675824642181396],14,[9.121718406677246],[13.99581241607666],-4.80449,-5.3104095,correct,True,-4.80449,-5.3104095,correct,True,-4.80449,-5.3104095,correct,True,10.054186,64608,[0.27495691180229187],[0.04122612625360489],75219,[-0.13589610159397125],[2.6038970947265625],-13.464864,-13.875716,correct,True,-13.464864,-13.875716,correct,True,-13.464864,-13.875716,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,30,7.622728,13,[9.89692211151123],[0.8945134282112122],2,[11.363661766052246],[3.0082600116729736],-4.7376394,-3.2708998,incorrect,False,-4.7376394,-3.2708998,incorrect,False,-4.7376394,-3.2708998,incorrect,False,10.054498,64616,[0.2752096951007843],[2.1903436183929443],74998,[-0.1266428381204605],[-0.23027242720127106],-13.464803,-13.866655,correct,True,-13.464803,-13.866655,correct,True,-13.464803,-13.866655,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,31,7.7669277,12,[9.656146049499512],[7.569594860076904],1,[11.368247985839844],[4.9150285720825195],-4.8922133,-3.1801114,incorrect,False,-4.8922133,-3.1801114,incorrect,False,-4.8922133,-3.1801114,incorrect,False,10.055101,64501,[0.28120386600494385],[0.2647402584552765],75048,[-0.1272764354944229],[-1.9879070520401],-13.459799,-13.8682785,correct,True,-13.459799,-13.8682785,correct,True,-13.459799,-13.8682785,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,32,7.18489,4,[10.919486045837402],[17.5282039642334],1,[12.053258895874023],[6.916989803314209],-3.6974294,-2.5636566,incorrect,False,-3.6974294,-2.5636566,incorrect,False,-3.6974294,-2.5636566,incorrect,False,10.055508,64296,[0.2831117510795593],[0.660515308380127],75283,[-0.14189065992832184],[0.9867558479309082],-13.451342,-13.876345,correct,True,-13.451342,-13.876345,correct,True,-13.451342,-13.876345,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,33,4.163364,1,[14.525626182556152],[23.488189697265625],3,[12.87231731414795],[18.84552574157715],-0.95355934,-2.6068683,correct,True,-0.95355934,-2.6068683,correct,True,-0.95355934,-2.6068683,correct,True,10.054913,63975,[0.28901737928390503],[0.10836589336395264],74930,[-0.1336033195257187],[0.15222755074501038],-13.441456,-13.864077,correct,True,-13.441456,-13.864077,correct,True,-13.441456,-13.864077,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,34,1.3329041,1,[21.045909881591797],[26.2204532623291],4,[17.94277572631836],[16.896291732788086],-0.5872893,-3.6904235,correct,True,-0.5872893,-3.6904235,correct,True,-0.5872893,-3.6904235,correct,True,10.053754,63867,[0.2909097373485565],[-0.8421049118041992],74747,[-0.1323213130235672],[0.594021737575531],-13.4363575,-13.859589,correct,True,-13.4363575,-13.859589,correct,True,-13.4363575,-13.859589,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,35,0.6345798,1,[26.770061492919922],[7.763315677642822],4,[21.018287658691406],[1.780555009841919],-0.24880128,-6.000575,correct,True,-0.24880128,-6.000575,correct,True,-0.24880128,-6.000575,correct,True,10.051775,64160,[0.2811567187309265],[-0.08540509641170502],74624,[-0.12517958879470825],[2.14612078666687],-13.449947,-13.856283,correct,True,-13.449947,-13.856283,correct,True,-13.449947,-13.856283,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,36,0.7479947,1,[27.370319366455078],[9.566819190979004],8,[19.93824577331543],[2.03607439994812],-0.48911536,-7.921189,correct,True,-0.48911536,-7.921189,correct,True,-0.48911536,-7.921189,correct,True,10.0408945,65206,[0.2810252606868744],[7.346370697021484],74323,[-0.07141691446304321],[7.189342021942139],-13.499653,-13.852095,correct,True,-13.499653,-13.852095,correct,True,-13.499653,-13.852095,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,37,0.6329409,1,[27.7786808013916],[-16.596080780029297],13,[18.45292854309082],[-19.242673873901367],-0.32023948,-9.645991,correct,True,-0.32023948,-9.645991,correct,True,-0.32023948,-9.645991,correct,True,10.033764,61778,[0.6084303855895996],[2.9100656509399414],71250,[0.2419470101594925],[3.53401255607605],-13.376596,-13.74308,correct,True,-13.376596,-13.74308,correct,True,-13.376596,-13.74308,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,38,0.073293634,1,[17.434873580932617],[-21.573036193847656],11,[7.772839069366455],[-21.185354232788086],-0.0118154455,-9.67385,correct,True,-0.0118154455,-9.67385,correct,True,-0.0118154455,-9.67385,correct,True,8.768676,101242,[8.412413597106934],[-12.33741569519043],95597,[8.722248077392578],[-13.225602149963379],-17.198431,-16.888596,incorrect,False,-17.198431,-16.888596,incorrect,False,-17.198431,-16.888596,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,39,1.3363469,1,[-0.21367716789245605],,16,[-6.376962661743164],,-0.28865796,-6.4519434,correct,True,-0.28865796,-6.4519434,correct,True,-0.28865796,-6.4519434,correct,True,6.581292,27212,[-10.53806209564209],,51757,[-12.030468940734863],,-14.374012,-15.866419,correct,True,-14.374012,-15.866419,correct,True,-14.374012,-15.866419,correct,True,An
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,0,8.442575,52007,[-0.6714897155761719],[-0.11247111856937408],1976,[4.093642711639404],[5.772683620452881],-14.316639,-9.551506,incorrect,False,-14.316639,-9.551506,incorrect,False,-14.316639,-9.551506,incorrect,False,6.917197,28989,[1.5853053331375122],[2.6278488636016846],1138,[6.222375869750977],[0.3016785681247711],-13.991734,-9.354664,incorrect,False,-13.991734,-9.354664,incorrect,False,-13.991734,-9.354664,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,1,7.3745513,62000,[-0.5144657492637634],[6.646063804626465],575,[7.272453784942627],[5.082154750823975],-16.177818,-8.390899,incorrect,False,-16.177818,-8.390899,incorrect,False,-16.177818,-8.390899,incorrect,False,10.015799,12698,[2.6339569091796875],[2.1563560962677],60882,[0.42077040672302246],[-3.0478029251098633],-11.140456,-13.353642,correct,True,-11.140456,-13.353642,correct,True,-11.140456,-13.353642,correct,True,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,2,7.292927,13611,[3.776095390319824],[-1.4229726791381836],771,[7.731802463531494],[-0.6849658489227295],-12.653653,-8.697947,incorrect,False,-12.653653,-8.697947,incorrect,False,-12.653653,-8.697947,incorrect,False,10.014575,12664,[2.638479709625244],[3.3686723709106445],61364,[0.4044760763645172],[1.4316821098327637],-11.136862,-13.370865,correct,True,-11.136862,-13.370865,correct,True,-11.136862,-13.370865,correct,True,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,3,7.285372,16933,[2.357595920562744],[1.704528570175171],1316,[5.897444725036621],[3.718095064163208],-12.946228,-9.40638,incorrect,False,-12.946228,-9.40638,incorrect,False,-12.946228,-9.40638,incorrect,False,10.028463,11414,[2.770820140838623],[1.6905417442321777],57263,[0.5822604298591614],[0.40047240257263184],-11.015682,-13.204241,correct,True,-11.015682,-13.204241,correct,True,-11.015682,-13.204241,correct,True,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,4,7.058821,12395,[2.8048062324523926],[2.1364641189575195],507,[6.785521030426025],[4.505300998687744],-12.400771,-8.420055,incorrect,False,-12.400771,-8.420055,incorrect,False,-12.400771,-8.420055,incorrect,False,10.030969,11525,[2.7602288722991943],[0.7759898900985718],57332,[0.5806577801704407],[-1.4056785106658936],-11.023403,-13.202974,correct,True,-11.023403,-13.202974,correct,True,-11.023403,-13.202974,correct,True,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,5,7.487976,11029,[3.4091739654541016],[-1.4919925928115845],218,[7.96375846862793],[2.7141027450561523],-12.0532255,-7.498641,incorrect,False,-12.0532255,-7.498641,incorrect,False,-12.0532255,-7.498641,incorrect,False,10.030866,11493,[2.7584142684936523],[0.36168304085731506],57415,[0.5728934407234192],[-0.937583327293396],-11.020763,-13.206284,correct,True,-11.020763,-13.206284,correct,True,-11.020763,-13.206284,correct,True,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,6,7.482508,15708,[2.8608434200286865],[1.9570914506912231],72,[9.158090591430664],[0.16445674002170563],-12.635164,-6.3379173,incorrect,False,-12.635164,-6.3379173,incorrect,False,-12.635164,-6.3379173,incorrect,False,10.030466,11669,[2.751596212387085],[2.7173192501068115],57892,[0.5654197931289673],[-0.6771419644355774],-11.039497,-13.225674,correct,True,-11.039497,-13.225674,correct,True,-11.039497,-13.225674,correct,True,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,7,6.960679,11359,[3.6419708728790283],[1.5201853513717651],100,[9.238633155822754],[-2.242136001586914],-12.367378,-6.7707157,incorrect,False,-12.367378,-6.7707157,incorrect,False,-12.367378,-6.7707157,incorrect,False,10.033254,11479,[2.757826805114746],[1.677814245223999],57967,[0.5496160984039307],[4.478227138519287],-11.019398,-13.227609,correct,True,-11.019398,-13.227609,correct,True,-11.019398,-13.227609,correct,True,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,8,7.0747905,11246,[3.992631435394287],[6.663464069366455],481,[7.946131706237793],[1.39784574508667],-12.27061,-8.31711,incorrect,False,-12.27061,-8.31711,incorrect,False,-12.27061,-8.31711,incorrect,False,10.03499,11404,[2.7582082748413086],[-3.300607681274414],57070,[0.5807548761367798],[2.1213066577911377],-11.014019,-13.191473,correct,True,-11.014019,-13.191473,correct,True,-11.014019,-13.191473,correct,True,A
