task,item_id,condition,exemplar,correct,incorrect,human_prop_correct,prefix,question,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_incorrect_first_token,control_logits_incorrect,control_logits_deltas_incorrect,control_mean_logprob_correct,control_mean_logprob_incorrect,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_incorrect,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_incorrect,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,1,4.583307e-08,162781,[-10.08117961883545],[12.368182182312012],47952,[-0.022545507177710533],[4.942553520202637],-98.85151,-88.79288,incorrect,False,-98.85151,-88.79288,incorrect,False,-98.85151,-88.79288,incorrect,False,3.423086e-07,212606,[-25.46929931640625],[12.52617359161377],88199,[-9.949394226074219],[8.202642440795898],-185.84073,-170.32083,incorrect,False,-185.84073,-170.32083,incorrect,False,-185.84073,-170.32083,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,2,3.9202882000000005e-16,89221,[1.3019438982009888],[1.0919418334960938],43713,[4.733351230621338],[10.392763137817383],-74.930954,-71.49954,incorrect,False,-74.930954,-71.49954,incorrect,False,-74.930954,-71.49954,incorrect,False,9.639943e-06,219002,[-18.562408447265625],[-9.774101257324219],85354,[-4.756530284881592],[-3.188617706298828],-147.88565,-134.07977,incorrect,False,-147.88565,-134.07977,incorrect,False,-147.88565,-134.07977,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,3,0.10295321,74381,[1.7497423887252808],[-3.351163864135742],5752,[11.09032917022705],[3.141634225845337],-49.44916,-40.108574,incorrect,False,-49.44916,-40.108574,incorrect,False,-49.44916,-40.108574,incorrect,False,6.382363e-06,229452,[-21.90624237060547],[-7.276556968688965],84261,[-5.979613780975342],[-6.651966571807861],-138.92714,-123.00051,incorrect,False,-138.92714,-123.00051,incorrect,False,-138.92714,-123.00051,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,4,1.3191302,126246,[-0.5949615836143494],[-7.708836078643799],6843,[11.596733093261719],[1.4636647701263428],-48.89263,-36.700935,incorrect,False,-48.89263,-36.700935,incorrect,False,-48.89263,-36.700935,incorrect,False,0.0011323782,233449,[-24.556066513061523],[-7.328674793243408],105879,[-9.504183769226074],[-2.012291193008423],-116.86798,-101.81609,incorrect,False,-116.86798,-101.81609,incorrect,False,-116.86798,-101.81609,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,5,0.00066677557,178700,[-4.953304290771484],[14.262407302856445],4937,[11.880489349365234],[-1.7777581214904785],-55.2334,-38.399605,incorrect,False,-55.2334,-38.399605,incorrect,False,-55.2334,-38.399605,incorrect,False,0.00029707712,234363,[-21.878450393676758],[4.1906962394714355],99965,[-8.049480438232422],[4.235353946685791],-106.03748,-92.20852,incorrect,False,-106.03748,-92.20852,incorrect,False,-106.03748,-92.20852,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,6,0.063896075,54248,[4.292928695678711],[-0.15405301749706268],11331,[9.876864433288574],[-2.717229127883911],-36.93109,-31.347153,incorrect,False,-36.93109,-31.347153,incorrect,False,-36.93109,-31.347153,incorrect,False,0.0011794303,236516,[-20.123918533325195],[9.842148780822754],75870,[-5.65199089050293],[-2.388051748275757],-83.95734,-69.48541,incorrect,False,-83.95734,-69.48541,incorrect,False,-83.95734,-69.48541,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,7,0.26322386,38163,[3.7571451663970947],[12.03510570526123],12234,[7.42714786529541],[5.025230407714844],-31.365726,-27.695724,incorrect,False,-31.365726,-27.695724,incorrect,False,-31.365726,-27.695724,incorrect,False,0.0037432592,130109,[-8.557975769042969],[2.860628843307495],65907,[-5.133530139923096],[3.475513219833374],-48.81592,-45.391476,incorrect,False,-48.81592,-45.391476,incorrect,False,-48.81592,-45.391476,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,8,0.5675519,17698,[8.705924034118652],[-9.830629348754883],16727,[8.876663208007812],[5.5460286140441895],-27.647032,-27.476294,incorrect,False,-27.647032,-27.476294,incorrect,False,-27.647032,-27.476294,incorrect,False,0.028270073,131234,[-9.234036445617676],[4.645768165588379],59508,[-4.895033359527588],[0.9874334335327148],-51.50979,-47.170788,incorrect,False,-51.50979,-47.170788,incorrect,False,-51.50979,-47.170788,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,9,0.10708835,40589,[4.65269660949707],[-3.006399154663086],4686,[11.257181167602539],[-0.8820229768753052],-31.085712,-24.481228,incorrect,False,-31.085712,-24.481228,incorrect,False,-31.085712,-24.481228,incorrect,False,0.07571434,56422,[-1.4411882162094116],[5.4341325759887695],61460,[-1.6671141386032104],[2.776519775390625],-32.005856,-32.23178,correct,True,-32.005856,-32.23178,correct,True,-32.005856,-32.23178,correct,True,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,10,0.80130756,57472,[3.454421281814575],[2.6055309772491455],6200,[10.800379753112793],[0.7740920782089233],-31.07451,-23.728552,incorrect,False,-31.07451,-23.728552,incorrect,False,-31.07451,-23.728552,incorrect,False,0.7872673,45017,[1.0567970275878906],[5.424099922180176],69403,[-0.0733165293931961],[4.655880451202393],-31.30103,-32.43114,correct,True,-31.30103,-32.43114,correct,True,-31.30103,-32.43114,correct,True,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,11,0.29908195,38006,[4.27813196182251],[-0.7564527988433838],5194,[10.207928657531738],[-2.2591464519500732],-29.25853,-23.328733,incorrect,False,-29.25853,-23.328733,incorrect,False,-29.25853,-23.328733,incorrect,False,0.0005604995,41971,[2.501753091812134],[1.9673253297805786],62276,[1.460673213005066],[-1.0514609813690186],-38.605038,-39.64612,correct,True,-38.605038,-39.64612,correct,True,-38.605038,-39.64612,correct,True,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,12,0.78293395,42591,[3.924903392791748],[-1.6206037998199463],8238,[9.186413764953613],[-2.181795597076416],-27.650864,-22.389355,incorrect,False,-27.650864,-22.389355,incorrect,False,-27.650864,-22.389355,incorrect,False,0.44861296,39541,[2.6265482902526855],[-6.134016036987305],68329,[1.2178645133972168],[0.5601778626441956],-27.831697,-29.240381,correct,True,-27.831697,-29.240381,correct,True,-27.831697,-29.240381,correct,True,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,13,0.256749,56339,[2.703812599182129],[3.552467107772827],15696,[7.038455009460449],[3.045931339263916],-29.701313,-25.366669,incorrect,False,-29.701313,-25.366669,incorrect,False,-29.701313,-25.366669,incorrect,False,0.0010284781,51136,[1.4524375200271606],[-5.999168872833252],46747,[1.6898490190505981],[-3.231645107269287],-39.686455,-39.449043,incorrect,False,-39.686455,-39.449043,incorrect,False,-39.686455,-39.449043,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,14,0.0060211364,34748,[4.125807762145996],[1.1352155208587646],9796,[7.965269088745117],[-0.08765053749084473],-30.942427,-27.102966,incorrect,False,-30.942427,-27.102966,incorrect,False,-30.942427,-27.102966,incorrect,False,0.0024751078,72767,[-1.4061264991760254],[3.1738345623016357],37888,[0.5966840386390686],[1.510100245475769],-49.095963,-47.09315,incorrect,False,-49.095963,-47.09315,incorrect,False,-49.095963,-47.09315,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,15,0.6825923,44155,[4.045809745788574],[20.426288604736328],19406,[6.703193187713623],[7.634504795074463],-30.595993,-27.93861,incorrect,False,-30.595993,-27.93861,incorrect,False,-30.595993,-27.93861,incorrect,False,0.3504418,49954,[0.6406791806221008],[-4.711251258850098],40453,[1.108049750328064],[1.0965585708618164],-24.691439,-24.224068,incorrect,False,-24.691439,-24.224068,incorrect,False,-24.691439,-24.224068,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,16,1.3683988,2477,[12.480935096740723],[0.16515390574932098],9946,[9.065321922302246],[2.5867156982421875],-18.508547,-21.924158,correct,True,-18.508547,-21.924158,correct,True,-18.508547,-21.924158,correct,True,0.2119753,66725,[-1.1831103563308716],[-8.702122688293457],16668,[1.9494233131408691],[-1.0323166847229004],-29.308533,-26.175999,incorrect,False,-29.308533,-26.175999,incorrect,False,-29.308533,-26.175999,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,17,1.2674894,1448,[12.301243782043457],[17.000009536743164],3811,[9.935527801513672],[20.60354995727539],-18.363323,-20.729038,correct,True,-18.363323,-20.729038,correct,True,-18.363323,-20.729038,correct,True,0.095988475,196144,[-7.834981441497803],[-7.485962390899658],19631,[2.084956407546997],[2.000608444213867],-47.21547,-37.295532,incorrect,False,-47.21547,-37.295532,incorrect,False,-47.21547,-37.295532,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,18,1.819477,242,[17.877670288085938],[15.626949310302734],325,[17.231409072875977],[12.967877388000488],-14.200644,-14.846905,correct,True,-14.200644,-14.846905,correct,True,-14.200644,-14.846905,correct,True,0.44755733,218254,[-11.898147583007812],[-4.373832702636719],11585,[3.1703054904937744],[3.9475059509277344],-53.285732,-38.217278,incorrect,False,-53.285732,-38.217278,incorrect,False,-53.285732,-38.217278,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,19,0.73272353,30,[21.05511474609375],[29.800281524658203],51,[19.49844741821289],[16.866718292236328],-9.868009,-11.424676,correct,True,-9.868009,-11.424676,correct,True,-9.868009,-11.424676,correct,True,0.23071033,223657,[-12.438977241516113],[3.426361560821533],7347,[4.390104293823242],[6.844276428222656],-50.77726,-33.948177,incorrect,False,-50.77726,-33.948177,incorrect,False,-50.77726,-33.948177,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,20,0.17361607,3,[30.968652725219727],[15.413793563842773],14,[24.390522003173828],[14.23019790649414],-5.0821304,-11.660261,correct,True,-5.0821304,-11.660261,correct,True,-5.0821304,-11.660261,correct,True,0.06632196,194480,[-9.25051212310791],[-9.314432144165039],2899,[6.427028656005859],[2.981595993041992],-43.750076,-28.072535,incorrect,False,-43.750076,-28.072535,incorrect,False,-43.750076,-28.072535,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,21,0.9638846,4,[34.255760192871094],[14.085580825805664],13,[27.798221588134766],[12.236430168151855],-3.147427,-9.604966,correct,True,-3.147427,-9.604966,correct,True,-3.147427,-9.604966,correct,True,0.0034828791,213391,[-12.750077247619629],[-10.031454086303711],2732,[7.351328372955322],[-3.0130536556243896],-59.72539,-39.623985,incorrect,False,-59.72539,-39.623985,incorrect,False,-59.72539,-39.623985,incorrect,False,A
