task,item_id,condition,exemplar,correct,incorrect,human_prop_correct,prefix,question,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_incorrect_first_token,control_logits_incorrect,control_logits_deltas_incorrect,control_mean_logprob_correct,control_mean_logprob_incorrect,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_incorrect,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_incorrect,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,10,8.544891,512,[7.005044937133789],[-0.8737162947654724],45747,"[1.3251739740371704, 7.825318813323975]","[3.5283241271972656, 1.076686978340149]",-8.285979,-10.254306,correct,True,-8.285979,-20.508612,correct,True,-8.285979,-13.96585,correct,True,8.251221,16637,[1.7286012172698975],[1.146605372428894],69378,"[-1.3522192239761353, 8.976930618286133]","[-3.454561948776245, -0.09556251019239426]",-12.169039,-10.351242,incorrect,False,-12.169039,-20.702484,correct,True,-12.169039,-15.24986,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,11,8.546864,676,[6.800022125244141],[0.48233097791671753],31065,"[2.2267370223999023, 8.338459014892578]","[1.6157249212265015, -0.8917726874351501]",-8.547273,-9.500996,correct,True,-8.547273,-19.001991,correct,True,-8.547273,-13.120558,correct,True,8.248784,12766,[2.0558412075042725],[-3.5087671279907227],83266,"[-2.34426212310791, 9.386007308959961]","[2.080911159515381, -2.0126309394836426]",-11.777494,-10.848053,incorrect,False,-11.777494,-21.696106,correct,True,-11.777494,-16.177597,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,12,8.55059,1106,[6.444224834442139],[-0.36438819766044617],23057,"[2.7857439517974854, 7.4821343421936035]","[2.3125526905059814, -2.9745330810546875]",-8.972506,-9.902378,correct,True,-8.972506,-19.804756,correct,True,-8.972506,-12.630987,correct,True,8.735795,26983,[0.47150298953056335],[-0.457402765750885],59843,"[-1.3012348413467407, 8.365549087524414]","[1.5833446979522705, -3.306391716003418]",-12.803161,-10.415114,incorrect,False,-12.803161,-20.830229,correct,True,-12.803161,-14.575899,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,13,8.305038,3434,[5.523778438568115],[1.1138222217559814],17373,"[3.446600914001465, 6.7596306800842285]","[-0.5923104882240295, -1.950310230255127]",-10.177042,-9.72154,incorrect,False,-10.177042,-19.44308,correct,True,-10.177042,-12.254219,correct,True,8.805239,28082,[0.39116793870925903],[0.4894087314605713],54224,"[-1.0012364387512207, 7.454998970031738]","[3.5272412300109863, -1.4925843477249146]",-12.817545,-10.414456,incorrect,False,-12.817545,-20.828913,correct,True,-12.817545,-14.2099495,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,14,8.543085,3585,[5.481595993041992],[-2.6341629028320312],24577,"[2.9212405681610107, 6.304505825042725]","[-2.8187034130096436, -1.6114290952682495]",-10.179607,-10.257221,correct,True,-10.179607,-20.514442,correct,True,-10.179607,-12.7399645,correct,True,8.919073,29127,[0.5283680558204651],[-2.7482104301452637],31894,"[0.3587203919887543, 7.221756935119629]","[-1.6558586359024048, -1.506525993347168]",-12.843494,-10.01803,incorrect,False,-12.843494,-20.03606,correct,True,-12.843494,-13.013142,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,15,8.353792,7736,[3.9644510746002197],[-0.11536121368408203],36093,"[1.543384313583374, 6.033608436584473]","[-0.7419507503509521, -1.3369230031967163]",-11.122978,-10.630377,incorrect,False,-11.122978,-21.260754,correct,True,-11.122978,-13.5440445,correct,True,8.985415,34560,[-0.3721528947353363],[-1.6748757362365723],31369,"[-0.18649141490459442, 7.01455545425415]","[-4.005323886871338, -1.898568868637085]",-13.114008,-9.96287,incorrect,False,-13.114008,-19.92574,correct,True,-13.114008,-12.928347,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,16,8.404444,5681,[3.792503833770752],[-0.44126585125923157],32401,"[1.2350577116012573, 5.751805782318115]","[2.71431040763855, -2.816011667251587]",-10.754082,-10.600262,incorrect,False,-10.754082,-21.200523,correct,True,-10.754082,-13.311529,correct,True,8.584413,34227,[-0.7785048484802246],[-3.4082438945770264],42938,"[-1.2358341217041016, 6.554506301879883]","[0.016054706647992134, 0.1896834522485733]",-13.136232,-10.531289,incorrect,False,-13.136232,-21.062578,correct,True,-13.136232,-13.593561,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,17,8.550228,12020,[3.348518133163452],[1.67359459400177],26298,"[2.1420958042144775, 4.889362335205078]","[0.412234902381897, 0.36626997590065]",-11.668865,-11.0206585,incorrect,False,-11.668865,-22.041317,correct,True,-11.668865,-12.87529,correct,True,8.729193,50927,[-1.4905346632003784],[-2.184891939163208],42986,"[-1.106770634651184, 6.652122974395752]","[-3.049694299697876, -1.6682307720184326]",-13.827796,-10.647041,incorrect,False,-13.827796,-21.294083,correct,True,-13.827796,-13.444032,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,18,8.270317,5923,[3.892490863800049],[3.4800376892089844],20221,"[2.2394795417785645, 4.855862140655518]","[1.5245314836502075, 0.021825505420565605]",-10.852361,-10.656935,incorrect,False,-10.852361,-21.31387,correct,True,-10.852361,-12.505374,correct,True,8.294375,55630,[-1.795957088470459],[-3.5312693119049072],52734,"[-1.6601715087890625, 6.329545974731445]","[-0.9251085519790649, -2.6607444286346436]",-13.982203,-10.875889,incorrect,False,-13.982203,-21.751778,correct,True,-13.982203,-13.846416,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,19,8.378105,1892,[5.007038593292236],[0.062207553535699844],13442,"[2.7032482624053955, 4.8731303215026855]","[-0.3825125992298126, -3.3080103397369385]",-9.560279,-10.185931,correct,True,-9.560279,-20.371862,correct,True,-9.560279,-11.864072,correct,True,7.31112,66458,[-2.413361072540283],[-2.0656650066375732],48069,"[-1.5581467151641846, 5.3036112785339355]","[-2.368518352508545, -1.2878328561782837]",-14.585543,-11.257183,incorrect,False,-14.585543,-22.514366,correct,True,-14.585543,-13.730328,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,20,8.42239,4004,[4.739309310913086],[5.574814796447754],23151,"[2.4032373428344727, 3.9570364952087402]","[0.6689895987510681, 6.717379570007324]",-10.353401,-11.338729,correct,True,-10.353401,-22.677458,correct,True,-10.353401,-12.689476,correct,True,6.6580324,68255,[-2.473224401473999],[-0.39957332611083984],53924,"[-1.7972257137298584, 4.915216445922852]","[-0.9164071083068848, 3.7076399326324463]",-14.665324,-11.485626,incorrect,False,-14.665324,-22.971252,correct,True,-14.665324,-13.989326,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,21,8.348539,607,[6.552779197692871],[0.6108596920967102],18545,"[2.6217916011810303, 6.171699047088623]","[3.5345757007598877, -0.5686096549034119]",-8.437279,-10.163215,correct,True,-8.437279,-20.32643,correct,True,-8.437279,-12.368266,correct,True,5.943112,63735,[-2.2095916271209717],[-2.0095489025115967],52670,"[-1.7102229595184326, 5.88328218460083]","[-0.7673282623291016, -6.427181243896484]",-14.48718,-10.874665,incorrect,False,-14.48718,-21.74933,correct,True,-14.48718,-13.987811,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,22,8.314251,584,[6.404140949249268],[1.2705469131469727],7158,"[3.764878273010254, 5.599357604980469]","[4.983915328979492, 3.2056660652160645]",-8.452203,-9.911769,correct,True,-8.452203,-19.823538,correct,True,-8.452203,-11.091467,correct,True,5.1238065,66074,[-2.237022876739502],[-0.4396625757217407],51612,"[-1.5852553844451904, 3.863591432571411]","[0.26074960827827454, -3.7413687705993652]",-14.709372,-11.85215,incorrect,False,-14.709372,-23.7043,correct,True,-14.709372,-14.057605,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,23,8.421913,229,[6.690370082855225],[4.7335686683654785],1076,"[5.287017822265625, 6.491039276123047]","[-2.781273126602173, -3.339792013168335]",-7.5226765,-8.372567,correct,True,-7.5226765,-16.745134,correct,True,-7.5226765,-8.926029,correct,True,3.7727282,63860,[-2.032388687133789],[-0.6351584196090698],48134,"[-1.3554991483688354, 2.903933525085449]","[0.49005579948425293, -3.909848213195801]",-14.869795,-12.16334,incorrect,False,-14.869795,-24.32668,correct,True,-14.869795,-14.192905,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,24,8.065839,13,[8.649240493774414],[8.724381446838379],1895,"[4.202366352081299, 4.816095352172852]","[0.2819232642650604, 0.8548673391342163]",-5.17395,-9.590569,correct,True,-5.17395,-19.181137,correct,True,-5.17395,-9.620825,correct,True,3.5748003,64470,[-1.823309063911438],[0.3281385600566864],46267,"[-1.0466537475585938, 1.849476933479309]","[-0.13666513562202454, -1.4287506341934204]",-14.924904,-12.655367,incorrect,False,-14.924904,-25.310734,correct,True,-14.924904,-14.148249,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,25,6.2975245,1,[12.666013717651367],[-3.5499448776245117],1760,"[4.3958539962768555, 5.039717197418213]","[2.4625041484832764, 0.7126659750938416]",-1.7304037,-9.922014,correct,True,-1.7304037,-19.844028,correct,True,-1.7304037,-10.000563,correct,True,3.449917,58996,[-1.5064630508422852],[1.039957880973816],44710,"[-0.9194527268409729, 1.5762789249420166]","[0.6404705047607422, -0.7470315098762512]",-14.685757,-12.841562,incorrect,False,-14.685757,-25.683125,correct,True,-14.685757,-14.098745,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,26,6.7380385,2,[11.723979949951172],[0.2692292630672455],929,"[5.237795352935791, 5.207555294036865]","[-2.8648438453674316, -4.9278883934021]",-2.7577884,-9.7298565,correct,True,-2.7577884,-19.459713,correct,True,-2.7577884,-9.243971,correct,True,3.542039,55644,[-1.229547381401062],[1.0190826654434204],43809,"[-0.7497576475143433, 1.4365471601486206]","[0.3422718048095703, -2.0731375217437744]",-14.498472,-12.93477,incorrect,False,-14.498472,-25.86954,correct,True,-14.498472,-14.0186825,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,27,5.6315823,1,[12.354496002197266],[-5.442665100097656],1388,"[4.167568206787109, 3.282198905944824]","[-3.398026943206787, 2.0627200603485107]",-1.7150049,-10.915022,correct,True,-1.7150049,-21.830044,correct,True,-1.7150049,-9.901937,correct,True,3.8026507,52677,[-0.9671891331672668],[0.7123975157737732],44106,"[-0.6241927146911621, 0.9849474430084229]","[-0.842662513256073, -2.187490463256836]",-14.2953415,-13.178321,incorrect,False,-14.2953415,-26.356642,correct,True,-14.2953415,-13.952345,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,28,7.4545975,1,[11.21313762664795],[-1.9015005826950073],3204,"[3.1416189670562744, 4.348825454711914]","[-7.071105003356934, 2.6745083332061768]",-2.2562506,-10.779257,correct,True,-2.2562506,-21.558514,correct,True,-2.2562506,-10.327771,correct,True,3.8714285,49543,[-0.8073512315750122],[1.6020463705062866],45640,"[-0.651011049747467, 0.5125767588615417]","[-0.9576368927955627, 1.5974273681640625]",-14.147933,-13.3106785,incorrect,False,-14.147933,-26.621357,correct,True,-14.147933,-13.991593,incorrect,False,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,29,7.2193875,1,[10.846659660339355],[-1.5247362852096558],14311,"[0.7007246017456055, 5.5372419357299805]","[2.5107810497283936, 1.185867190361023]",-2.139176,-10.887363,correct,True,-2.139176,-21.774727,correct,True,-2.139176,-12.285109,correct,True,3.8033566,45399,[-0.6044023036956787],[1.1201587915420532],47392,"[-0.684445321559906, 0.9679520726203918]","[-0.06952878832817078, 3.1730196475982666]",-13.99896,-13.175739,incorrect,False,-13.99896,-26.351479,correct,True,-13.99896,-14.079002,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,30,7.774645,1,[10.953665733337402],[-0.12879207730293274],10843,"[1.5780224800109863, 6.242311000823975]","[-0.5373806357383728, -1.5345098972320557]",-2.366832,-10.409529,correct,True,-2.366832,-20.819057,correct,True,-2.366832,-11.742475,correct,True,3.7361202,42173,[-0.49079644680023193],[2.464061975479126],46051,"[-0.6468141674995422, 1.79961097240448]","[-0.6155787706375122, -0.7483617663383484]",-13.89045,-12.692318,incorrect,False,-13.89045,-25.384636,correct,True,-13.89045,-14.046468,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,31,7.622784,1,[11.067646980285645],[-5.7665510177612305],14036,"[1.4103362560272217, 5.936712741851807]","[-2.6120169162750244, -3.897754430770874]",-2.511456,-10.700695,correct,True,-2.511456,-21.40139,correct,True,-2.511456,-12.168766,correct,True,3.738223,38780,[-0.3356678783893585],[0.9742684960365295],46521,"[-0.6500540971755981, 1.685462474822998]","[0.34116312861442566, -2.28891921043396]",-13.752036,-12.732391,incorrect,False,-13.752036,-25.464783,correct,True,-13.752036,-14.066422,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,32,7.8508964,3,[9.329331398010254],[-1.8421260118484497],24355,"[0.5270287990570068, 4.694283962249756]","[2.4934608936309814, 0.8402500152587891]",-4.1641016,-11.591818,correct,True,-4.1641016,-23.183636,correct,True,-4.1641016,-12.966403,correct,True,3.533162,37159,[-0.2726781666278839],[3.2095792293548584],45312,"[-0.6066747307777405, 1.2673876285552979]","[0.6188911199569702, 3.417022466659546]",-13.743407,-12.983324,incorrect,False,-13.743407,-25.966648,correct,True,-13.743407,-14.077404,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,33,7.8048744,7,[8.809636116027832],[-0.7351711988449097],14793,"[1.3674267530441284, 4.731268882751465]","[1.4761028289794922, 3.1820788383483887]",-4.748351,-11.318939,correct,True,-4.748351,-22.637878,correct,True,-4.748351,-12.190559,correct,True,3.2795877,32696,[-0.10299140959978104],[1.0775518417358398],43437,"[-0.5578786134719849, 1.9572460651397705]","[2.512575626373291, -3.165135145187378]",-13.629432,-12.73547,incorrect,False,-13.629432,-25.47094,correct,True,-13.629432,-14.084319,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,34,7.75179,7,[8.763564109802246],[2.1675407886505127],8910,"[1.884421467781067, 5.778716087341309]","[-0.7411885261535645, -4.700428009033203]",-4.6386576,-10.56498,correct,True,-4.6386576,-21.12996,correct,True,-4.6386576,-11.5178,correct,True,3.2626328,32603,[-0.04826618731021881],[-0.4467431604862213],41355,"[-0.4210186302661896, 1.4890319108963013]","[-4.234039783477783, -0.9943527579307556]",-13.634086,-12.839735,incorrect,False,-13.634086,-25.67947,correct,True,-13.634086,-14.006838,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,35,7.778758,2,[9.426178932189941],[-3.9701902866363525],7630,"[1.6086136102676392, 4.194120407104492]","[0.7560390830039978, 0.2250588983297348]",-3.5233994,-11.012779,correct,True,-3.5233994,-22.025558,correct,True,-3.5233994,-11.340965,correct,True,3.042204,32661,[-0.059477515518665314],[-0.9146535396575928],43636,"[-0.5270952582359314, 1.3698567152023315]","[0.8393203020095825, 2.965362548828125]",-13.706774,-12.8793,incorrect,False,-13.706774,-25.7586,correct,True,-13.706774,-14.174391,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,36,7.8788986,8,[8.302366256713867],[0.897099494934082],5318,"[1.8582463264465332, 4.182631492614746]","[1.8693021535873413, -2.0838208198547363]",-4.4348145,-10.507597,correct,True,-4.4348145,-21.015194,correct,True,-4.4348145,-10.878936,correct,True,2.7379637,31833,[-0.07556373625993729],[-2.344316244125366],42054,"[-0.5147606730461121, 1.8855061531066895]","[-7.545808792114258, 6.098351955413818]",-13.783633,-12.720278,incorrect,False,-13.783633,-25.440556,correct,True,-13.783633,-14.222831,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,37,7.7938395,6,[8.673872947692871],[1.172633171081543],4328,"[2.4037253856658936, 3.354037284851074]","[1.033758521080017, -1.8714040517807007]",-4.3580317,-10.769488,correct,True,-4.3580317,-21.538977,correct,True,-4.3580317,-10.628181,correct,True,2.282194,31654,[-0.15003789961338043],[-4.900053024291992],45953,"[-0.7561583518981934, 2.8010072708129883]","[-4.946994781494141, -1.379399061203003]",-13.96548,-12.530151,incorrect,False,-13.96548,-25.060303,correct,True,-13.96548,-14.571601,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,38,7.74975,7,[9.048494338989258],[2.0758700370788574],4874,"[2.713209867477417, 2.822462558746338]","[2.9818649291992188, -2.1984262466430664]",-4.444994,-10.870963,correct,True,-4.444994,-21.741926,correct,True,-4.444994,-10.780281,correct,True,1.9569602,33267,[-0.29471075534820557],[1.0685855150222778],47967,"[-0.9088568687438965, 2.603778839111328]","[0.6342430710792542, 1.5135120153427124]",-14.203754,-12.531183,incorrect,False,-14.203754,-25.062366,correct,True,-14.203754,-14.8179,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,39,7.5321827,5,[9.642175674438477],[0.7551997303962708],2461,"[3.6308953762054443, 2.050145149230957]","[-1.5638742446899414, 0.3276400864124298]",-4.090631,-10.818277,correct,True,-4.090631,-21.636555,correct,True,-4.090631,-10.101912,correct,True,1.8090713,32892,[-0.238631010055542],[5.185009956359863],48486,"[-0.88422030210495, 2.9295246601104736]","[5.543922424316406, 0.30968642234802246]",-14.265477,-12.567965,incorrect,False,-14.265477,-25.13593,correct,True,-14.265477,-14.911066,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,40,7.1654196,2,[9.79876708984375],[-3.6884236335754395],3769,"[3.1397781372070312, 2.1323440074920654]","[4.639986515045166, 1.8973276615142822]",-4.005475,-11.054601,correct,True,-4.005475,-22.109201,correct,True,-4.005475,-10.664465,correct,True,2.3672845,31179,[0.06607256829738617],[0.37889397144317627],46772,"[-0.5852637887001038, 2.9923624992370605]","[1.3653002977371216, 0.12044444680213928]",-13.884637,-12.140444,incorrect,False,-13.884637,-24.280888,correct,True,-13.884637,-14.535974,correct,True,An
