task,item_id,condition,exemplar,correct,incorrect,human_prop_correct,prefix,question,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_incorrect_first_token,control_logits_incorrect,control_logits_deltas_incorrect,control_mean_logprob_correct,control_mean_logprob_incorrect,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_incorrect,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_incorrect,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,10,9.123237,2219,[3.2643465995788574],[1.1052343845367432],17452,"[0.8688802123069763, -1.3580291271209717, 4.854788303375244]","[-0.4442470073699951, 2.0023610591888428, 0.8820334672927856]",-9.327699,-10.386818,correct,True,-9.327699,-31.160454,correct,True,-9.327699,-11.7231655,correct,True,9.344379,14571,[0.5991324782371521],[1.0458002090454102],23786,"[-0.42283377051353455, -1.4922490119934082, 3.622677803039551]","[-2.996457576751709, 2.5743372440338135, -2.9033923149108887]",-11.1715,-11.406083,correct,True,-11.1715,-34.21825,correct,True,-11.1715,-12.193466,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,11,9.130704,1900,[3.635296583175659],[-3.127596139907837],20801,"[0.6618579626083374, -0.45642149448394775, 4.808825492858887]","[-0.6406362056732178, 2.682171583175659, 1.4471732378005981]",-9.190758,-10.349847,correct,True,-9.190758,-31.049541,correct,True,-9.190758,-12.164196,correct,True,9.352553,12805,[0.8638604283332825],[-0.5287666320800781],28955,"[-1.276395559310913, -0.4008982479572296, 2.178856611251831]","[1.019174575805664, 1.3213331699371338, 3.2817013263702393]",-10.981104,-11.905032,correct,True,-10.981104,-35.715096,correct,True,-10.981104,-13.121361,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,12,9.280594,6463,[2.1711223125457764],[1.8216041326522827],21213,"[0.367703378200531, 0.6133749485015869, 4.960668087005615]","[-0.31910160183906555, 0.9619066119194031, -0.8508849740028381]",-10.2443075,-10.190185,incorrect,False,-10.2443075,-30.570553,correct,True,-10.2443075,-12.047726,correct,True,9.311419,14530,[0.6632744073867798],[-1.2116683721542358],27264,"[-0.9119710326194763, 0.05469231307506561, 3.06536602973938]","[-1.4306697845458984, 1.019230604171753, 1.3872772455215454]",-11.197308,-11.534634,correct,True,-11.197308,-34.6039,correct,True,-11.197308,-12.772553,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,13,9.2143345,3779,[2.731055736541748],[1.825373888015747],22777,"[0.2201642543077469, 0.8877399563789368, 4.450621604919434]","[-1.8616094589233398, 2.406165599822998, 3.531283378601074]",-9.768262,-10.387222,correct,True,-9.768262,-31.161667,correct,True,-9.768262,-12.279154,correct,True,9.30692,18272,[0.29609546065330505],[1.9979126453399658],28957,"[-1.2347525358200073, 0.41050803661346436, 3.3029236793518066]","[0.2006005048751831, 1.4711360931396484, 3.8477001190185547]",-11.595032,-11.340251,incorrect,False,-11.595032,-34.020752,correct,True,-11.595032,-13.12588,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,14,9.262932,2736,[3.1143553256988525],[4.459238052368164],27892,"[-0.4846099615097046, 1.5802556276321411, 5.36882209777832]","[0.38728639483451843, 0.029516296461224556, 1.3101530075073242]",-9.47677,-9.920929,correct,True,-9.47677,-29.762787,correct,True,-9.47677,-13.075737,correct,True,9.375919,14755,[0.8856164216995239],[2.666201114654541],29066,"[-1.0073609352111816, 0.8425630927085876, 4.308004379272461]","[-0.19762608408927917, 2.3222906589508057, 2.0570836067199707]",-11.183697,-10.795419,incorrect,False,-11.183697,-32.386257,correct,True,-11.183697,-13.076674,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,15,9.241304,270,[4.426453113555908],[1.7425487041473389],26048,"[-0.2947092056274414, 1.4954562187194824, 5.283881664276123]","[0.6463356614112854, -1.3980674743652344, 0.25859183073043823]",-7.9503355,-9.751018,correct,True,-7.9503355,-29.253052,correct,True,-7.9503355,-12.671497,correct,True,9.350717,8590,[1.5628467798233032],[1.0728600025177002],28914,"[-0.9902308583259583, 1.534285306930542, 4.530488967895508]","[-3.3656654357910156, 0.9573932886123657, 3.3441383838653564]",-10.50547,-10.604491,correct,True,-10.50547,-31.813475,correct,True,-10.50547,-13.058548,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,16,9.104671,74,[4.635664939880371],[4.489300727844238],20317,"[-0.004431689623743296, 0.8073241710662842, 4.987382411956787]","[1.2170308828353882, 1.403680682182312, -0.3867700397968292]",-7.235317,-9.784965,correct,True,-7.235317,-29.354893,correct,True,-7.235317,-11.875414,correct,True,9.2970495,9580,[1.7072139978408813],[0.8539648056030273],31347,"[-1.8241493701934814, 1.7793065309524536, 5.248658657073975]","[-1.1579090356826782, 2.972123861312866, 0.8876568675041199]",-10.646084,-10.570766,incorrect,False,-10.646084,-31.7123,correct,True,-10.646084,-14.177447,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,17,9.172863,10,[5.776853084564209],[16.940139770507812],16059,"[0.4670450687408447, 1.2013897895812988, 4.526985168457031]","[1.4030534029006958, 0.3236154019832611, 2.5713798999786377]",-6.1176047,-9.578025,correct,True,-6.1176047,-28.734074,correct,True,-6.1176047,-11.427412,correct,True,9.177347,10846,[1.7587945461273193],[-1.3151612281799316],31636,"[-1.945038914680481, 2.5396206378936768, 5.22328519821167]","[-0.6292434334754944, -0.0001275375543627888, 4.156954288482666]",-10.848087,-10.346818,incorrect,False,-10.848087,-31.040455,correct,True,-10.848087,-14.551922,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,18,6.2251873,1,[11.22244930267334],[4.173122882843018],10487,"[0.9191156029701233, 1.201541781425476, 5.067623615264893]","[1.9133024215698242, 4.034122467041016, 0.28329575061798096]",-1.1760244,-9.555419,correct,True,-1.1760244,-28.666258,correct,True,-1.1760244,-11.479358,correct,True,9.251046,15654,[1.2298380136489868],[-1.1574596166610718],31659,"[-1.885881781578064, 2.378040075302124, 6.216391563415527]","[-0.020883560180664062, 1.3069489002227783, 0.9885697364807129]",-11.307426,-10.086182,incorrect,False,-11.307426,-30.258545,correct,True,-11.307426,-14.423145,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,19,5.7541943,1,[11.622130393981934],[3.3657283782958984],7141,"[1.426579236984253, 2.233834981918335, 4.971999645233154]","[1.1241703033447266, 5.201592922210693, 1.7269022464752197]",-0.92633355,-9.013612,correct,True,-0.92633355,-27.040836,correct,True,-0.92633355,-11.121884,correct,True,8.934855,18099,[0.739346981048584],[0.5755009055137634],31164,"[-1.6408735513687134, 2.558526039123535, 6.1887383460998535]","[0.13917703926563263, 2.028510570526123, 1.552797555923462]",-11.660982,-9.8118105,incorrect,False,-11.660982,-29.435432,correct,True,-11.660982,-14.0412035,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,20,5.687517,1,[11.730947494506836],[6.202022075653076],6198,"[1.6673842668533325, 3.6300759315490723, 5.048158645629883]","[0.3757231831550598, 2.603241443634033, 2.748100996017456]",-0.88294876,-8.695103,correct,True,-0.88294876,-26.085308,correct,True,-0.88294876,-10.946512,correct,True,8.8784075,19747,[0.786063551902771],[-0.3211480677127838],31051,"[-1.3494699001312256, 2.8825695514678955, 6.098745822906494]","[-1.1604374647140503, 3.06005859375, 5.230920791625977]",-11.894296,-9.790542,incorrect,False,-11.894296,-29.371624,correct,True,-11.894296,-14.029829,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,21,3.2957246,1,[12.777599334716797],[2.3982717990875244],5320,"[1.6054604053497314, 4.165546417236328, 5.524784564971924]","[2.2625296115875244, 3.556260824203491, 4.19309139251709]",-0.44551867,-8.668088,correct,True,-0.44551867,-26.004265,correct,True,-0.44551867,-11.617658,correct,True,8.42602,19775,[0.5920131802558899],[-0.7611596584320068],30961,"[-1.4433693885803223, 3.448024272918701, 7.176170825958252]","[0.0658874437212944, 2.396289348602295, 5.09595251083374]",-12.030709,-9.249429,incorrect,False,-12.030709,-27.748285,correct,True,-12.030709,-14.066091,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,22,3.6607916,1,[12.424063682556152],[9.38598918914795],2487,"[2.1204581260681152, 4.765672206878662, 6.262275695800781]","[-2.4177474975585938, 3.4439427852630615, 4.21547794342041]",-0.5638386,-7.9266086,correct,True,-0.5638386,-23.779825,correct,True,-0.5638386,-10.867445,correct,True,7.742539,19377,[0.3467569947242737],[-0.4602881968021393],29929,"[-1.2545826435089111, 3.7202372550964355, 8.037675857543945]","[-2.401061773300171, 2.0802345275878906, 5.897703647613525]",-12.274483,-8.838176,incorrect,False,-12.274483,-26.514526,correct,True,-12.274483,-13.875822,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,23,1.4902892,1,[14.233470916748047],[6.641091346740723],7185,"[1.1472760438919067, 5.4432373046875, 7.057151794433594]","[1.448809266090393, 5.168724060058594, 3.6714835166931152]",-0.23864399,-8.572753,correct,True,-0.23864399,-25.718258,correct,True,-0.23864399,-13.324839,correct,True,6.99523,21262,[0.21693585813045502],[-1.0235414505004883],30832,"[-1.5941290855407715, 3.8633270263671875, 9.088122367858887]","[-0.032063934952020645, 4.436570644378662, 6.11265230178833]",-12.7693615,-8.882821,incorrect,False,-12.7693615,-26.648464,correct,True,-12.7693615,-14.580427,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,24,0.8746923,1,[15.268102645874023],[12.555964469909668],5224,"[1.5093841552734375, 6.56425142288208, 7.655109405517578]","[1.0216920375823975, 3.874673366546631, 5.995522975921631]",-0.14850023,-8.239011,correct,True,-0.14850023,-24.717031,correct,True,-0.14850023,-13.907219,correct,True,7.3406677,22251,[0.01857493817806244],[-2.007127523422241],30454,"[-1.4618046283721924, 4.50390100479126, 9.99275016784668]","[0.21184299886226654, 1.5200775861740112, 6.1437554359436035]",-12.788041,-8.372527,incorrect,False,-12.788041,-25.117582,correct,True,-12.788041,-14.26842,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,25,0.37160513,1,[17.589981079101562],[17.172199249267578],4500,"[1.6817870140075684, 7.192900657653809, 8.716938972473145]","[-0.5414391160011292, 7.981343746185303, 7.310192584991455]",-0.08970491,-8.572377,correct,True,-0.08970491,-25.717133,correct,True,-0.08970491,-15.997898,correct,True,7.6651316,24392,[-0.2679039537906647],[-2.14762544631958],30075,"[-1.32351553440094, 4.468715190887451, 10.796189308166504]","[-1.800647497177124, 5.188043117523193, 8.658992767333984]",-12.848637,-8.116024,incorrect,False,-12.848637,-24.348072,correct,True,-12.848637,-13.904249,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,26,0.19676742,1,[21.118661880493164],[-0.9274778366088867],5564,"[1.3587684631347656, 8.911108016967773, 10.120284080505371]","[0.3714289665222168, 7.067241668701172, 11.19546890258789]",-0.046289958,-10.849692,correct,True,-0.046289958,-32.549076,correct,True,-0.046289958,-19.806183,correct,True,7.878892,26531,[-0.5430476069450378],[-0.4752652943134308],30635,"[-1.4730210304260254, 5.198424816131592, 12.078954696655273]","[-1.5854697227478027, 1.4658809900283813, 6.777218341827393]",-13.064906,-7.8078055,incorrect,False,-13.064906,-23.423416,correct,True,-13.064906,-13.994881,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,27,0.26192293,1,[19.670469284057617],[5.041905403137207],5584,"[1.378726601600647, 10.191132545471191, 12.224241256713867]","[2.1973443031311035, 4.918088436126709, 2.156355619430542]",-0.06723146,-9.055628,correct,True,-0.06723146,-27.166883,correct,True,-0.06723146,-18.358974,correct,True,7.070631,25262,[-0.5810295343399048],[-1.1221435070037842],30397,"[-1.6151835918426514, 5.211461544036865, 12.912969589233398]","[0.036791909486055374, 1.029557228088379, 1.8175245523452759]",-13.344058,-7.979074,incorrect,False,-13.344058,-23.937222,correct,True,-13.344058,-14.378212,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,28,0.18656825,1,[20.194852828979492],[-7.821187973022461],3311,"[1.877334475517273, 10.989864349365234, 12.110490798950195]","[-0.4207088053226471, 6.18058443069458, 4.519596576690674]",-0.041936334,-9.128913,correct,True,-0.041936334,-27.386738,correct,True,-0.041936334,-18.359455,correct,True,7.2406673,26501,[-0.6914485096931458],[2.8973686695098877],30382,"[-1.5092722177505493, 4.923709869384766, 12.444372177124023]","[-0.9383037686347961, 1.4862892627716064, 7.157938480377197]",-13.380844,-8.2769985,incorrect,False,-13.380844,-24.830996,correct,True,-13.380844,-14.1986685,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,29,0.34527957,1,[17.2178897857666],[1.6987131834030151],4481,"[1.6817772388458252, 12.07912540435791, 12.656540870666504]","[-0.7496514320373535, 1.802451252937317, 8.24203109741211]",-0.06630927,-6.6225433,correct,True,-0.06630927,-19.86763,correct,True,-0.06630927,-15.602422,correct,True,7.3379984,24272,[-0.34071916341781616],[0.623815655708313],30666,"[-1.5525590181350708, 4.890936851501465, 13.276009559631348]","[0.1404261738061905, 3.03619647026062, 5.173654556274414]",-13.086655,-8.101707,incorrect,False,-13.086655,-24.305122,correct,True,-13.086655,-14.298494,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,30,0.30231512,1,[17.109359741210938],[0.47941190004348755],4806,"[1.450909972190857, 11.978303909301758, 13.919992446899414]","[0.5041568279266357, 2.2448232173919678, 5.440937519073486]",-0.051709093,-6.5741405,correct,True,-0.051709093,-19.722422,correct,True,-0.051709093,-15.710159,correct,True,7.419135,23187,[-0.27342313528060913],[-2.2213099002838135],30418,"[-1.4944416284561157, 5.192705154418945, 13.764592170715332]","[-0.5490161180496216, 2.33661150932312, 4.930315017700195]",-12.898829,-7.91552,incorrect,False,-12.898829,-23.746561,correct,True,-12.898829,-14.119848,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,31,0.35789424,1,[16.667400360107422],[3.378675699234009],4210,"[1.5248409509658813, 12.06617259979248, 14.575467109680176]","[0.40730929374694824, 4.200980186462402, 10.227136611938477]",-0.057068057,-6.161274,correct,True,-0.057068057,-18.483822,correct,True,-0.057068057,-15.199627,correct,True,7.2234287,24312,[-0.48117968440055847],[-0.14986611902713776],30222,"[-1.5017832517623901, 5.320573329925537, 14.178278923034668]","[2.653803586959839, 2.0121262073516846, 7.046687126159668]",-13.107628,-7.821442,incorrect,False,-13.107628,-23.464327,correct,True,-13.107628,-14.128232,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,32,0.30722886,1,[16.96877670288086],[1.2235417366027832],3234,"[1.576255202293396, 12.659634590148926, 16.1289119720459]","[-0.037467293441295624, 5.95077657699585, 9.030801773071289]",-0.054612122,-5.9258857,correct,True,-0.054612122,-17.777657,correct,True,-0.054612122,-15.447134,correct,True,7.29812,23702,[-0.4852270185947418],[0.26080143451690674],28807,"[-1.193676233291626, 5.4596028327941895, 15.021742820739746]","[0.11961165815591812, -0.4019133746623993, 7.194250583648682]",-13.011439,-7.754112,incorrect,False,-13.011439,-23.262335,correct,True,-13.011439,-13.719889,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,33,0.2988794,1,[16.765012741088867],[1.1266578435897827],3261,"[1.5216766595840454, 13.714859008789062, 17.226215362548828]","[0.8847575187683105, 4.99848747253418, 13.158271789550781]",-0.049801297,-5.629741,correct,True,-0.049801297,-16.889223,correct,True,-0.049801297,-15.293137,correct,True,6.7549973,22722,[-0.42019957304000854],[-0.14689120650291443],28126,"[-1.1175835132598877, 5.091724872589111, 15.44592571258545]","[1.1479378938674927, 1.234876275062561, 11.868998527526855]",-13.106448,-7.8672104,incorrect,False,-13.106448,-23.601631,correct,True,-13.106448,-13.803833,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,34,0.32166407,1,[16.562456130981445],[2.3421120643615723],2544,"[1.6857869625091553, 14.463055610656738, 19.800676345825195]","[0.861328661441803, 1.237214207649231, 2.091844081878662]",-0.05096293,-5.390209,correct,True,-0.05096293,-16.170628,correct,True,-0.05096293,-14.927632,correct,True,6.6215873,21936,[-0.42444199323654175],[1.0284218788146973],26658,"[-0.9798676371574402, 5.110873699188232, 17.22586441040039]","[0.5687397718429565, 4.511857986450195, 2.185971736907959]",-13.105219,-7.893992,incorrect,False,-13.105219,-23.681976,correct,True,-13.105219,-13.660645,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,35,0.24203728,1,[16.647981643676758],[-8.05630111694336],1519,"[1.8409672975540161, 14.24351692199707, 19.59380340576172]","[1.2184854745864868, 5.735048294067383, 2.327854871749878]",-0.03463725,-5.373623,correct,True,-0.03463725,-16.120869,correct,True,-0.03463725,-14.841652,correct,True,6.2676277,20130,[-0.3018788695335388],[2.600811719894409],25639,"[-0.8988990783691406, 5.780920028686523, 17.080829620361328]","[3.1424694061279297, 5.663270473480225, -4.701195240020752]",-13.026116,-7.690092,incorrect,False,-13.026116,-23.070276,correct,True,-13.026116,-13.6231365,correct,True,An
animals,1,Atypical,eel,fish,reptile,0.9537037037,An eel is a type of,What kind of animal is an eel?,An eel is a type of,36,1.111875,1,[13.986023902893066],[3.029268503189087],939,"[2.099801778793335, 14.964457511901855, 19.377779006958008]","[3.2116122245788574, 0.3226994276046753, 19.13126564025879]",-0.15482889,-4.3226295,correct,True,-0.15482889,-12.967889,correct,True,-0.15482889,-12.041051,correct,True,6.200691,13711,[0.057330965995788574],[0.9241765737533569],19122,"[-0.44868046045303345, 6.692844867706299, 15.52612018585205]","[3.6249821186065674, 4.563936710357666, 14.310805320739746]",-12.629208,-7.599814,incorrect,False,-12.629208,-22.799442,correct,True,-12.629208,-13.13522,correct,True,An
