task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,10,6.166025,68973,[-3.3000330924987793],[-2.0385866165161133],38940,[-1.7909120321273804],[2.851717472076416],-17.451902,-15.9427805,incorrect,False,-17.451902,-15.9427805,incorrect,False,-17.451902,-15.9427805,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,11,6.253108,75427,[-3.940760612487793],[3.4428396224975586],21485,[-0.6964040398597717],[3.0890190601348877],-17.88969,-14.645334,incorrect,False,-17.88969,-14.645334,incorrect,False,-17.88969,-14.645334,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,12,5.5611496,39607,[-2.344452142715454],[2.646709442138672],11529,[0.49155986309051514],[2.244847059249878],-16.639183,-13.803171,incorrect,False,-16.639183,-13.803171,incorrect,False,-16.639183,-13.803171,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,13,1.8406891,14955,[-0.870999276638031],[15.382585525512695],5514,[1.3248937129974365],[8.07946491241455],-17.089605,-14.893711,incorrect,False,-17.089605,-14.893711,incorrect,False,-17.089605,-14.893711,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,14,1.7965026,171,[7.167529582977295],[34.91172790527344],605,[5.145173072814941],[30.623199462890625],-10.642191,-12.664547,correct,True,-10.642191,-12.664547,correct,True,-10.642191,-12.664547,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,15,0.7755097,1,[24.70913314819336],[4.900699138641357],5,[20.85230255126953],[8.432413101196289],-0.24383605,-4.1006665,correct,True,-0.24383605,-4.1006665,correct,True,-0.24383605,-4.1006665,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,16,1.2304177,1,[23.75231170654297],[1.0165256261825562],2,[22.385074615478516],[-1.5463213920593262],-0.51998985,-1.8872269,correct,True,-0.51998985,-1.8872269,correct,True,-0.51998985,-1.8872269,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,17,1.9033933,1,[14.078965187072754],,2,[11.520858764648438],,-0.38407448,-2.9421809,correct,True,-0.38407448,-2.9421809,correct,True,-0.38407448,-2.9421809,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,0,4.948661,95301,"[-5.7044782638549805, 1.225037932395935]","[0.5732825994491577, -1.3952667713165283]",11627,"[1.3389956951141357, 5.871355056762695, 2.523672103881836]","[-0.7887936234474182, 3.976696729660034, 7.894351959228516]",-17.11185,-12.819324,incorrect,False,-34.2237,-38.45797,correct,True,-21.526535,-14.483061,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,1,4.4768414,76160,"[-3.7391180992126465, 0.509519636631012]","[-0.4532029628753662, 6.913554668426514]",18365,"[0.48672255873680115, 6.510642051696777, 7.662804126739502]","[3.759768009185791, -2.2668075561523438, 2.8636693954467773]",-16.482952,-10.728507,incorrect,False,-32.965904,-32.18552,incorrect,False,-20.173336,-15.947494,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,2,5.2778707,70890,"[-2.9970815181732178, 3.221674680709839]","[7.107915878295898, 1.0463666915893555]",10584,"[2.3643546104431152, 4.348243713378906, 7.616279602050781]","[2.686594009399414, -0.30062732100486755, -0.8457098007202148]",-15.236584,-11.056304,incorrect,False,-30.473167,-33.16891,correct,True,-19.970806,-14.60937,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,3,4.6152744,7435,"[2.563844680786133, 3.1913692951202393]","[-1.8975043296813965, 1.6600213050842285]",5056,"[3.2264180183410645, 3.551967144012451, 5.82882022857666]","[-3.6088688373565674, 2.7306904792785645, 6.954983711242676]",-11.69362,-11.209015,incorrect,False,-23.38724,-33.627045,correct,True,-13.086025,-12.42345,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,4,5.252269,12534,"[1.5224838256835938, 3.927654266357422]","[-1.4783331155776978, 0.3274097144603729]",13832,"[1.3317115306854248, 4.815423011779785, 8.726673126220703]","[-3.5972111225128174, 5.436351776123047, -0.7315936088562012]",-12.00292,-10.709736,incorrect,False,-24.00584,-32.129208,correct,True,-14.145054,-14.335825,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,5,4.9761353,14422,"[0.811821699142456, 3.8976430892944336]","[-0.16494695842266083, -4.5415239334106445]",23946,"[-0.2952249050140381, 6.874687671661377, 7.905972003936768]","[2.8123397827148438, -0.7239002585411072, 1.7372682094573975]",-12.541236,-10.329162,incorrect,False,-25.082472,-30.987484,correct,True,-14.30719,-15.414238,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,6,4.930033,23695,"[0.636210560798645, 1.6201251745224]","[-6.948389053344727, -0.44031238555908203]",19614,"[1.0823923349380493, 5.737051963806152, 7.830605506896973]","[-1.6309670209884644, 3.219597816467285, -0.48254474997520447]",-14.198381,-10.691174,incorrect,False,-28.396763,-32.07352,correct,True,-15.508739,-15.062557,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,7,4.970996,57938,"[-2.2474255561828613, 1.3835958242416382]","[-0.8177443146705627, 3.0169789791107178]",20449,"[0.4384220242500305, 6.6764960289001465, 7.317368507385254]","[-2.597839117050171, 0.07694342732429504, 0.401561439037323]",-15.319303,-10.196396,incorrect,False,-30.638605,-30.589188,incorrect,False,-17.89466,-15.208813,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,8,6.2870445,62765,"[-2.3790066242218018, 2.243590831756592]","[1.9042203426361084, -5.242088317871094]",31456,"[-0.5743727684020996, 6.407464504241943, 6.891726016998291]","[0.873137891292572, -1.729943037033081, -0.3245902359485626]",-14.817788,-10.7406435,incorrect,False,-29.635576,-32.22193,correct,True,-17.343122,-15.538488,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,9,6.1603794,40056,"[-1.5740716457366943, 0.7896873950958252]","[0.05599740520119667, 1.8576616048812866]",23050,"[-0.22582370042800903, 5.728867530822754, 6.8097124099731445]","[4.574351787567139, 3.699699640274048, -1.9570388793945312]",-15.267987,-10.895966,incorrect,False,-30.535975,-32.687897,correct,True,-16.211971,-14.863722,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,10,6.270418,34693,"[-1.5017541646957397, 1.2406377792358398]","[3.6139516830444336, -1.9679676294326782]",9680,"[1.3086693286895752, 6.569024085998535, 6.31153678894043]","[3.5704185962677, 6.668221950531006, -1.2113186120986938]",-14.804596,-10.129893,incorrect,False,-29.609192,-30.389679,correct,True,-15.859483,-13.049059,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,11,6.1110406,18384,"[-0.19364364445209503, 0.7382262349128723]","[-5.791445732116699, 6.1142683029174805]",4993,"[2.514275312423706, 8.433876037597656, 5.973974227905273]","[-2.269047498703003, 0.9919918775558472, 5.426658630371094]",-14.54936,-9.592946,incorrect,False,-29.09872,-28.778837,incorrect,False,-14.633946,-11.926028,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,12,5.2210016,41484,"[-2.272372245788574, 2.648460626602173]","[-1.747249960899353, 8.393322944641113]",8421,"[1.4605380296707153, 7.617681503295898, 7.290078163146973]","[5.004483222961426, 5.497642517089844, 10.01250171661377]",-14.914925,-10.01373,incorrect,False,-29.82985,-30.041191,correct,True,-17.023838,-13.29093,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,13,1.1488594,33302,"[-2.6307551860809326, 5.827050685882568]","[7.457544326782227, 16.638708114624023]",2268,"[3.2711236476898193, 8.362892150878906, 10.172303199768066]","[0.050361111760139465, 0.15961892902851105, 7.275099277496338]",-15.118477,-8.652399,incorrect,False,-30.236954,-25.957197,incorrect,False,-19.603493,-13.701617,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,14,0.65728885,5481,"[1.7270710468292236, 12.627545356750488]","[19.309040069580078, 9.839245796203613]",3358,"[2.6143972873687744, 7.037761688232422, 12.233745574951172]","[18.847393035888672, 22.31827735900879, 15.718119621276855]",-11.14428,-9.263426,incorrect,False,-22.28856,-27.790277,correct,True,-17.42239,-16.535063,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,15,0.9506665,26,"[13.052566528320312, 15.247246742248535]","[7.497852802276611, 11.289918899536133]",23,"[13.363076210021973, 18.48244857788086, 19.31528663635254]","[11.106529235839844, 10.81326675415039, 8.97248363494873]",-6.271227,-2.966524,incorrect,False,-12.542454,-8.899571,incorrect,False,-9.082208,-8.771698,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,16,0.03412939,8,"[15.27037239074707, 19.868349075317383]","[5.79165506362915, 1.2836476564407349]",2,"[17.658130645751953, 21.7665958404541, 21.12398910522461]","[3.0065741539001465, 3.2924349308013916, 5.91322660446167]",-4.644405,-2.2801826,incorrect,False,-9.28881,-6.8405476,incorrect,False,-9.220987,-6.8332343,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,17,2.4986234,2,"[13.188709259033203, 15.810946464538574]",,3,"[12.693619728088379, 17.32530403137207, 18.87839126586914]",,-0.7375344,-0.6620347,incorrect,False,-1.4750688,-1.9861041,correct,True,-1.4256663,-1.9207584,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,0,5.25164,96039,[-5.739513397216797],[-1.422420620918274],79614,[-4.601785659790039],[-7.247790336608887],-21.404669,-20.266941,incorrect,False,-21.404669,-20.266941,incorrect,False,-21.404669,-20.266941,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,1,4.546623,91944,[-4.940038204193115],[3.4198970794677734],118927,[-7.599179267883301],[2.2296202182769775],-21.065296,-23.724438,correct,True,-21.065296,-23.724438,correct,True,-21.065296,-23.724438,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,2,5.4727645,47844,[-1.9046584367752075],[4.304201602935791],92582,[-4.512571334838867],[3.287362813949585],-18.09496,-20.702873,correct,True,-18.09496,-20.702873,correct,True,-18.09496,-20.702873,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,3,4.9155245,12336,[1.687208890914917],[2.54087495803833],34316,[-0.579784631729126],[2.690541982650757],-13.819984,-16.086979,correct,True,-13.819984,-16.086979,correct,True,-13.819984,-16.086979,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,4,5.422924,5654,[2.8756988048553467],[-0.3576706051826477],17048,[0.754277229309082],[1.3212597370147705],-12.511742,-14.633163,correct,True,-12.511742,-14.633163,correct,True,-12.511742,-14.633163,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,5,5.210344,5413,[2.6064293384552],[-3.096233367919922],11175,[1.2979810237884521],[1.088068962097168],-12.444211,-13.752659,correct,True,-12.444211,-13.752659,correct,True,-12.444211,-13.752659,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,6,4.731805,20392,[0.8626594543457031],[-0.7882816195487976],14095,[1.6789060831069946],[0.4470973014831543],-15.183361,-14.367114,incorrect,False,-15.183361,-14.367114,incorrect,False,-15.183361,-14.367114,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,7,5.561895,18768,[0.5466535687446594],[0.9096279144287109],10033,[1.9150224924087524],[0.08378066122531891],-14.957567,-13.589197,incorrect,False,-14.957567,-13.589197,incorrect,False,-14.957567,-13.589197,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,8,6.216744,16919,[0.8612502813339233],[-0.7991195917129517],10733,[1.8087064027786255],[0.25873759388923645],-14.094676,-13.14722,incorrect,False,-14.094676,-13.14722,incorrect,False,-14.094676,-13.14722,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,9,6.0402617,17205,[0.5050721168518066],[3.503999710083008],8881,[1.8179993629455566],[1.6581679582595825],-14.262447,-12.94952,incorrect,False,-14.262447,-12.94952,incorrect,False,-14.262447,-12.94952,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,10,6.0429106,7997,[1.6549986600875854],[1.6292121410369873],5448,[2.3201470375061035],[0.8772318959236145],-12.617138,-11.95199,incorrect,False,-12.617138,-11.95199,incorrect,False,-12.617138,-11.95199,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,11,5.7811975,5247,[2.177363157272339],[-0.20316870510578156],4225,[2.5401535034179688],[-1.522348403930664],-11.974628,-11.611839,incorrect,False,-11.974628,-11.611839,incorrect,False,-11.974628,-11.611839,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,12,5.2758493,5866,[1.8966206312179565],[6.8169474601745605],6337,[1.7405070066452026],[8.42931842803955],-12.480458,-12.636572,correct,True,-12.480458,-12.636572,correct,True,-12.480458,-12.636572,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,13,1.9699628,983,[4.40512752532959],[15.690608978271484],686,[4.955829620361328],[9.347121238708496],-11.84743,-11.296728,incorrect,False,-11.84743,-11.296728,incorrect,False,-11.84743,-11.296728,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,14,1.996793,16,[11.500415802001953],[33.10388946533203],79,[8.635798454284668],[36.5628547668457],-6.219161,-9.083778,correct,True,-6.219161,-9.083778,correct,True,-6.219161,-9.083778,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,15,1.1106662,1,[26.4510498046875],[4.517125606536865],2,[26.328350067138672],[2.2340247631073],-0.79303885,-0.9157386,correct,True,-0.79303885,-0.9157386,correct,True,-0.79303885,-0.9157386,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,16,0.61562896,1,[25.399206161499023],[-0.440874308347702],2,[24.0654296875],[-2.8376386165618896],-0.25065747,-1.5844339,correct,True,-0.25065747,-1.5844339,correct,True,-0.25065747,-1.5844339,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,17,1.9583406,1,[14.085942268371582],,2,[11.708161354064941],,-0.40010014,-2.7778811,correct,True,-0.40010014,-2.7778811,correct,True,-0.40010014,-2.7778811,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,0,5.0236692,29515,"[-1.184012770652771, 0.5648953318595886]","[-6.2948408126831055, -7.321133613586426]",81763,[-4.711085796356201],[-3.833975076675415],-16.297,-20.623003,correct,True,-32.594,-20.623003,incorrect,False,-17.09593,-20.623003,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,1,4.587467,88891,"[-4.57028341293335, -3.655909776687622]","[-0.6028785705566406, 0.12399385124444962]",101734,[-5.536675930023193],[-1.7816047668457031],-19.6692,-22.256924,correct,True,-39.3384,-22.256924,incorrect,False,-21.290531,-22.256924,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,2,5.2716503,83272,"[-3.7683403491973877, -2.6805579662323]","[2.316652536392212, -3.775197744369507]",101219,[-5.1009674072265625],[0.7488048076629639],-19.077255,-22.01345,correct,True,-38.15451,-22.01345,incorrect,False,-20.680824,-22.01345,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,3,5.532091,36833,"[-0.9107622504234314, -3.8743464946746826]","[-0.017818890511989594, 3.134545087814331]",69571,[-2.7479465007781982],[0.30400994420051575],-17.096409,-18.189487,correct,True,-34.192818,-18.189487,incorrect,False,-16.352304,-18.189487,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,4,5.583855,33498,"[-0.8993209600448608, -2.1250596046447754]","[1.0319344997406006, -0.3071952760219574]",61493,[-2.5455472469329834],[-1.2311218976974487],-16.471363,-17.945715,correct,True,-32.942726,-17.945715,incorrect,False,-16.299488,-17.945715,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,5,5.39038,23153,"[-0.40506434440612793, -2.1349689960479736]","[-2.401031732559204, 3.3688933849334717]",62937,[-2.943772792816162],[1.5416302680969238],-16.052973,-17.73415,correct,True,-32.105946,-17.73415,incorrect,False,-15.195441,-17.73415,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,6,4.292821,50434,"[-1.5036972761154175, -0.4212040305137634]","[3.180032730102539, 2.3429369926452637]",55983,[-1.8266596794128418],[-2.6029088497161865],-16.673014,-18.274376,correct,True,-33.346027,-18.274376,incorrect,False,-17.951412,-18.274376,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,7,4.7712784,26368,"[-0.21292665600776672, 0.47260889410972595]","[4.530513763427734, 4.45059061050415]",69013,[-2.9838995933532715],[-2.25787091255188],-15.471843,-18.96101,correct,True,-30.943686,-18.96101,incorrect,False,-16.190037,-18.96101,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,8,5.6962266,12611,"[1.543146014213562, 1.9396132230758667]","[3.9798531532287598, 4.390323638916016]",82615,[-3.619490385055542],[7.604915142059326],-13.719663,-18.876242,correct,True,-27.439325,-18.876242,incorrect,False,-13.713606,-18.876242,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,9,5.5740037,4268,"[3.016719102859497, 3.2471134662628174]","[5.817744255065918, 0.25420400500297546]",25217,[-0.479960173368454],[2.4148356914520264],-12.32427,-15.210722,correct,True,-24.64854,-15.210722,incorrect,False,-11.714043,-15.210722,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,10,5.976098,1016,"[4.895010948181152, 3.2293851375579834]","[1.7766793966293335, 6.12138557434082]",15174,[0.3607294261455536],[3.869961977005005],-11.123951,-13.9473505,correct,True,-22.247902,-13.9473505,incorrect,False,-9.413069,-13.9473505,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,11,6.004511,850,"[5.345836162567139, 5.013351917266846]","[4.704270362854004, 3.627440929412842]",7728,[1.7433773279190063],[-4.182756423950195],-9.634882,-12.732748,correct,True,-19.269764,-12.732748,incorrect,False,-9.13029,-12.732748,correct,True
