task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,10,10.44,3313,[2.83984375],[2.728515625],11695,[1.8583984375],[3.98828125],-10.0,-10.984,correct,True,-10.0,-10.984,correct,True,-10.0,-10.984,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,11,10.43,1181,[3.572265625],[2.91015625],2221,[3.13671875],[4.109375],-9.3,-9.734,correct,True,-9.3,-9.734,correct,True,-9.3,-9.734,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,12,10.43,437,[4.24609375],[0.525390625],358,[4.35546875],[2.080078125],-8.664,-8.555,incorrect,False,-8.664,-8.555,incorrect,False,-8.664,-8.555,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,13,10.35,677,[3.943359375],[-1.2861328125],219,[4.61328125],[-3.248046875],-8.91,-8.24,incorrect,False,-8.91,-8.24,incorrect,False,-8.91,-8.24,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,14,10.32,2449,[3.052734375],[-1.8603515625],3039,[2.90234375],[-3.203125],-9.766,-9.914,correct,True,-9.766,-9.914,correct,True,-9.766,-9.914,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,15,10.234,7386,[2.17578125],[-3.6640625],14238,[1.5888671875],[1.953125],-10.62,-11.21,correct,True,-10.62,-11.21,correct,True,-10.62,-11.21,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,16,10.23,27798,[0.94384765625],[2.18359375],8618,[2.09375],[1.1396484375],-11.91,-10.76,incorrect,False,-11.91,-10.76,incorrect,False,-11.91,-10.76,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,17,10.24,16517,[1.513671875],[1.5498046875],7008,[2.27734375],[-0.252685546875],-11.35,-10.586,incorrect,False,-11.35,-10.586,incorrect,False,-11.35,-10.586,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,18,10.21,12029,[1.8896484375],[2.375],9629,[2.083984375],[-0.2218017578125],-11.06,-10.87,incorrect,False,-11.06,-10.87,incorrect,False,-11.06,-10.87,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,19,10.2,6208,[2.462890625],[0.305419921875],11912,[1.8837890625],[-0.05450439453125],-10.49,-11.07,correct,True,-10.49,-11.07,correct,True,-10.49,-11.07,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,20,10.25,6427,[2.46875],[7.05078125],13423,[1.8173828125],[1.384765625],-10.51,-11.164,correct,True,-10.51,-11.164,correct,True,-10.51,-11.164,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,21,10.21,554,[4.3125],[2.943359375],10516,[2.080078125],[3.208984375],-8.72,-10.945,correct,True,-8.72,-10.945,correct,True,-8.72,-10.945,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,22,10.12,241,[4.85546875],[0.666015625],4673,[2.806640625],[-0.047393798828125],-8.23,-10.27,correct,True,-8.23,-10.27,correct,True,-8.23,-10.27,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,23,10.02,335,[4.78125],[-2.44140625],6012,[2.646484375],[-1.3212890625],-8.37,-10.5,correct,True,-8.37,-10.5,correct,True,-8.37,-10.5,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,24,10.02,1437,[3.837890625],[-2.048828125],11545,[2.1328125],[-0.60791015625],-9.37,-11.08,correct,True,-9.37,-11.08,correct,True,-9.37,-11.08,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,25,10.01,3646,[3.1328125],[-2.4296875],15235,[1.8828125],[-3.498046875],-10.086,-11.336,correct,True,-10.086,-11.336,correct,True,-10.086,-11.336,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,26,10.02,9432,[2.328125],[0.84814453125],37217,[0.85693359375],[0.347412109375],-10.88,-12.35,correct,True,-10.88,-12.35,correct,True,-10.88,-12.35,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,27,10.03,8667,[2.423828125],[-0.724609375],35804,[0.9013671875],[1.6982421875],-10.79,-12.31,correct,True,-10.79,-12.31,correct,True,-10.79,-12.31,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,28,10.02,12544,[2.046875],[2.865234375],24384,[1.3486328125],[3.03515625],-11.15,-11.84,correct,True,-11.15,-11.84,correct,True,-11.15,-11.84,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,29,9.99,5529,[2.736328125],[-4.33203125],10661,[2.1484375],[0.05035400390625],-10.414,-11.0,correct,True,-10.414,-11.0,correct,True,-10.414,-11.0,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,30,10.0,23916,[1.283203125],[-2.7734375],11212,[2.072265625],[-3.650390625],-11.83,-11.04,incorrect,False,-11.83,-11.04,incorrect,False,-11.83,-11.04,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,31,9.945,46266,[0.38037109375],[0.1339111328125],33041,[0.86083984375],[-1.2138671875],-12.734,-12.25,incorrect,False,-12.734,-12.25,incorrect,False,-12.734,-12.25,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,32,9.95,45157,[0.397705078125],[-1.2646484375],43746,[0.455810546875],[0.349853515625],-12.695,-12.63,incorrect,False,-12.695,-12.63,incorrect,False,-12.695,-12.63,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,33,9.78,57107,[-0.0249481201171875],[3.443359375],40488,[0.53076171875],[1.7138671875],-13.125,-12.57,incorrect,False,-13.125,-12.57,incorrect,False,-13.125,-12.57,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,34,9.664,23701,[1.22265625],[1.359375],26650,[1.091796875],[-0.61376953125],-11.91,-12.04,correct,True,-11.91,-12.04,correct,True,-11.91,-12.04,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,35,9.586,17386,[1.5986328125],[2.22265625],34613,[0.79443359375],[-0.89208984375],-11.57,-12.375,correct,True,-11.57,-12.375,correct,True,-11.57,-12.375,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,36,9.766,7958,[2.28515625],[1.4443359375],41650,[0.443359375],[0.1572265625],-10.79,-12.63,correct,True,-10.79,-12.63,correct,True,-10.79,-12.63,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,37,9.3,5301,[2.583984375],[1.1943359375],38930,[0.45849609375],[1.283203125],-10.5,-12.625,correct,True,-10.5,-12.625,correct,True,-10.5,-12.625,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,38,9.76,4591,[2.798828125],[-2.005859375],30559,[0.880859375],[0.802734375],-10.28,-12.2,correct,True,-10.28,-12.2,correct,True,-10.28,-12.2,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,39,9.875,11764,[1.9140625],[-0.42578125],24922,[1.115234375],[-1.876953125],-11.12,-11.914,correct,True,-11.12,-11.914,correct,True,-11.12,-11.914,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,40,9.984,14679,[1.65625],[1.4423828125],43347,[0.337646484375],[-1.296875],-11.32,-12.64,correct,True,-11.32,-12.64,correct,True,-11.32,-12.64,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,41,10.016,8757,[2.1328125],[-5.59765625],56291,[-0.1201171875],[-1.072265625],-10.805,-13.055,correct,True,-10.805,-13.055,correct,True,-10.805,-13.055,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,42,9.945,50489,[0.05560302734375],[0.1756591796875],68361,[-0.50927734375],[-1.677734375],-12.9,-13.47,correct,True,-12.9,-13.47,correct,True,-12.9,-13.47,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,43,9.98,48860,[0.11761474609375],[4.60546875],87233,[-1.1142578125],[4.84375],-12.82,-14.055,correct,True,-12.82,-14.055,correct,True,-12.82,-14.055,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,44,10.0,10864,[1.8935546875],[-2.908203125],30112,[0.81982421875],[0.52978515625],-11.02,-12.1,correct,True,-11.02,-12.1,correct,True,-11.02,-12.1,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,45,10.07,31984,[0.68896484375],[3.943359375],25916,[0.96875],[2.6328125],-12.164,-11.88,incorrect,False,-12.164,-11.88,incorrect,False,-12.164,-11.88,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,46,10.08,9066,[2.17578125],[0.425048828125],12357,[1.912109375],[1.1328125],-10.83,-11.09,correct,True,-10.83,-11.09,correct,True,-10.83,-11.09,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,47,10.12,8786,[2.15234375],[5.1953125],9191,[2.1328125],[4.6484375],-10.8,-10.82,correct,True,-10.8,-10.82,correct,True,-10.8,-10.82,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,48,10.1,1200,[3.7890625],[-1.7236328125],1643,[3.576171875],[2.171875],-9.25,-9.46,correct,True,-9.25,-9.46,correct,True,-9.25,-9.46,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,49,10.14,3325,[3.07421875],[0.2578125],1017,[3.97265625],[1.810546875],-10.016,-9.12,incorrect,False,-10.016,-9.12,incorrect,False,-10.016,-9.12,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,50,10.11,3800,[2.978515625],[2.775390625],705,[4.22265625],[4.12890625],-10.13,-8.89,incorrect,False,-10.13,-8.89,incorrect,False,-10.13,-8.89,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,51,10.086,2091,[3.498046875],[2.642578125],231,[5.01171875],[1.0380859375],-9.67,-8.16,incorrect,False,-9.67,-8.16,incorrect,False,-9.67,-8.16,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,52,10.09,1196,[3.935546875],[5.39453125],234,[5.03125],[4.3203125],-9.25,-8.15,incorrect,False,-9.25,-8.15,incorrect,False,-9.25,-8.15,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,53,10.04,262,[4.99609375],[-1.708984375],90,[5.796875],[1.12890625],-8.25,-7.45,incorrect,False,-8.25,-7.45,incorrect,False,-8.25,-7.45,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,54,10.08,644,[4.39453125],[-2.2890625],82,[5.77734375],[1.0185546875],-8.86,-7.477,incorrect,False,-8.86,-7.477,incorrect,False,-8.86,-7.477,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,55,10.09,1644,[3.775390625],[-2.927734375],81,[5.7578125],[-2.2109375],-9.49,-7.508,incorrect,False,-9.49,-7.508,incorrect,False,-9.49,-7.508,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,56,10.09,4117,[3.08984375],[2.955078125],234,[5.14453125],[1.982421875],-10.19,-8.13,incorrect,False,-10.19,-8.13,incorrect,False,-10.19,-8.13,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,57,10.1,2195,[3.58203125],[1.470703125],191,[5.33203125],[-1.3037109375],-9.71,-7.96,incorrect,False,-9.71,-7.96,incorrect,False,-9.71,-7.96,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,58,10.07,1667,[3.76171875],[5.3828125],339,[4.89453125],[7.421875],-9.51,-8.375,incorrect,False,-9.51,-8.375,incorrect,False,-9.51,-8.375,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,59,9.98,509,[4.66015625],[1.69921875],49,[6.14453125],[0.576171875],-8.63,-7.152,incorrect,False,-8.63,-7.152,incorrect,False,-8.63,-7.152,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,60,10.01,363,[4.8515625],[7.125],56,[6.09375],[1.43359375],-8.414,-7.176,incorrect,False,-8.414,-7.176,incorrect,False,-8.414,-7.176,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,61,9.91,51,[6.16015625],[2.865234375],53,[6.1796875],[1.5546875],-7.17,-7.152,incorrect,False,-7.17,-7.152,incorrect,False,-7.17,-7.152,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,62,9.88,30,[6.46875],[5.04296875],56,[6.21875],[1.9775390625],-6.902,-7.152,correct,True,-6.902,-7.152,correct,True,-6.902,-7.152,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,63,9.664,18,[7.16015625],[1.49609375],54,[6.2734375],[-0.99267578125],-6.258,-7.145,correct,True,-6.258,-7.145,correct,True,-6.258,-7.145,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,64,9.51,19,[7.15234375],[3.80859375],112,[5.875],[0.59326171875],-6.32,-7.598,correct,True,-6.32,-7.598,correct,True,-6.32,-7.598,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,65,9.26,10,[7.56640625],[-0.208740234375],123,[5.80859375],[5.25390625],-5.93,-7.688,correct,True,-5.93,-7.688,correct,True,-5.93,-7.688,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,66,8.83,17,[7.34765625],[1.68359375],48,[6.51953125],[0.67236328125],-6.207,-7.035,correct,True,-6.207,-7.035,correct,True,-6.207,-7.035,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,67,8.77,15,[7.4296875],[5.140625],61,[6.453125],[-3.927734375],-6.17,-7.15,correct,True,-6.17,-7.15,correct,True,-6.17,-7.15,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,68,7.805,9,[8.0234375],[1.8720703125],217,[5.59765625],[-0.9306640625],-5.81,-8.234,correct,True,-5.81,-8.234,correct,True,-5.81,-8.234,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,69,7.37,6,[8.1328125],[1.0703125],303,[5.3046875],[0.71630859375],-5.754,-8.586,correct,True,-5.754,-8.586,correct,True,-5.754,-8.586,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,70,8.016,6,[8.171875],[2.96875],290,[5.33203125],[-0.32470703125],-5.582,-8.42,correct,True,-5.582,-8.42,correct,True,-5.582,-8.42,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,71,7.32,6,[8.4375],[3.9765625],364,[5.171875],[1.783203125],-5.47,-8.734,correct,True,-5.47,-8.734,correct,True,-5.47,-8.734,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,72,7.76,5,[8.828125],[5.58984375],314,[5.32421875],[2.212890625],-5.008,-8.51,correct,True,-5.008,-8.51,correct,True,-5.008,-8.51,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,73,6.55,5,[9.453125],[2.001953125],232,[5.50390625],[2.591796875],-4.59,-8.54,correct,True,-4.59,-8.54,correct,True,-4.59,-8.54,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,74,6.812,5,[9.578125],[1.4365234375],176,[5.76953125],[-2.205078125],-4.426,-8.234,correct,True,-4.426,-8.234,correct,True,-4.426,-8.234,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,75,6.79,5,[9.6015625],[-1.0048828125],283,[5.34765625],[-1.990234375],-4.387,-8.64,correct,True,-4.387,-8.64,correct,True,-4.387,-8.64,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,76,6.543,5,[9.3515625],[0.7763671875],447,[5.01953125],[-0.95751953125],-4.727,-9.06,correct,True,-4.727,-9.06,correct,True,-4.727,-9.06,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,77,6.402,5,[9.3515625],[4.3984375],601,[4.8515625],[2.880859375],-4.773,-9.27,correct,True,-4.773,-9.27,correct,True,-4.773,-9.27,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,78,5.836,4,[9.7734375],[5.19140625],410,[5.1484375],[7.9609375],-4.484,-9.11,correct,True,-4.484,-9.11,correct,True,-4.484,-9.11,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,79,5.93,3,[10.2578125],[0.88818359375],125,[6.13671875],[0.331787109375],-3.98,-8.1,correct,True,-3.98,-8.1,correct,True,-3.98,-8.1,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,80,5.766,3,[10.1875],[4.19921875],140,[6.06640625],[4.12109375],-4.145,-8.266,correct,True,-4.145,-8.266,correct,True,-4.145,-8.266,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,81,5.242,2,[10.5625],[1.6796875],97,[6.484375],[-1.244140625],-3.932,-8.01,correct,True,-3.932,-8.01,correct,True,-3.932,-8.01,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,82,4.91,2,[10.65625],[-0.92138671875],127,[6.27734375],[-0.173828125],-3.947,-8.33,correct,True,-3.947,-8.33,correct,True,-3.947,-8.33,correct,True
