task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,3,1.99625,4782,"[-10.295819282531738, -0.6305750012397766]","[-14.46394157409668, -19.546207427978516]",9366,"[-11.757829666137695, -4.772329330444336, -13.295077323913574]","[-10.24591064453125, -19.499755859375, -19.666271209716797]",-9.509867,-7.301384,incorrect,False,-19.019733,-21.904152,correct,True,-15.460886,-16.922897,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,4,1.934238,3774,"[-11.350459098815918, -3.5357666015625]","[-30.328964233398438, -20.558673858642578]",4521,"[-11.6917724609375, -8.584843635559082, -15.271852493286133]","[-25.06430435180664, -57.02611541748047, -6.904371738433838]",-8.793852,-5.7834287,incorrect,False,-17.587704,-17.350286,incorrect,False,-14.664774,-15.006087,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,5,2.0026143,2767,"[-16.172306060791016, -5.810842990875244]","[-23.201465606689453, -5.491088390350342]",1822,"[-15.349525451660156, -17.720123291015625, -13.20142650604248]","[-20.944297790527344, -12.602201461791992, 2.6100823879241943]",-8.872733,-5.400327,incorrect,False,-17.745466,-16.200981,incorrect,False,-15.607285,-14.784504,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,6,2.519584,1890,"[-19.696821212768555, -5.146507740020752]","[-36.780616760253906, -17.93647003173828]",896,"[-18.32757568359375, -18.130374908447266, -8.540865898132324]","[-32.134456634521484, -40.47920608520508, -26.92466163635254]",-7.8345942,-4.2865973,incorrect,False,-15.6691885,-12.859792,incorrect,False,-13.085669,-11.716423,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,7,1.6350558,2478,"[-25.88727378845215, -7.004121780395508]","[-21.383359909057617, -14.06278133392334]",662,"[-23.454975128173828, -24.538654327392578, -12.727395057678223]","[-12.371317863464355, -24.278379440307617, -7.479137420654297]",-8.053978,-4.977394,incorrect,False,-16.107956,-14.932182,incorrect,False,-14.775191,-12.342893,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,8,2.3231013,1106,"[-26.068572998046875, -8.286820411682129]","[-3.423079490661621, -29.60329818725586]",60,"[-21.394651412963867, -26.56236457824707, -11.280981063842773]","[-5.9927263259887695, -14.841127395629883, 6.472317218780518]",-7.0091915,-3.3156097,incorrect,False,-14.018383,-9.946829,incorrect,False,-12.3558445,-7.681923,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,9,0.7079103,8,"[-20.065671920776367, -14.06710147857666]","[-82.18024444580078, -56.19475555419922]",2,"[-17.406097412109375, -25.41655731201172, -5.01513147354126]","[-85.90866088867188, -50.04826736450195, -43.82447052001953]",-4.0654907,-1.4827081,incorrect,False,-8.130981,-4.4481244,incorrect,False,-5.8589497,-3.1993752,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,10,2.2908287,2,"[-52.705108642578125, -32.09688186645508]","[-118.35106658935547, -101.10786437988281]",4,"[-53.130287170410156, -36.42809295654297, -21.377958297729492]","[-116.91024780273438, -72.96866607666016, -90.23882293701172]",-1.5939449,-1.0302713,incorrect,False,-3.1878898,-3.0908139,incorrect,False,-2.2304616,-2.6556401,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,11,6.015609,14,"[-99.84228515625, -75.22113037109375]",,9,"[-99.36628723144531, -64.78707122802734, -64.3402099609375]",,-2.3881843,-1.4582196,incorrect,False,-4.7763686,-4.374659,incorrect,False,-4.5757694,-4.0997715,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,0,3.7130942,15746,[-7.58165979385376],[-21.474220275878906],8301,[-6.193692207336426],[-20.58211326599121],-15.587618,-14.19965,incorrect,False,-15.587618,-14.19965,incorrect,False,-15.587618,-14.19965,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,1,2.8177805,13625,[-9.923600196838379],[-14.858370780944824],7488,[-8.489768981933594],[-13.651561737060547],-17.262167,-15.828336,incorrect,False,-17.262167,-15.828336,incorrect,False,-17.262167,-15.828336,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,2,2.6341107,9777,[-10.823369026184082],[-19.152612686157227],4917,[-9.333569526672363],[-21.766523361206055],-16.863342,-15.373543,incorrect,False,-16.863342,-15.373543,incorrect,False,-16.863342,-15.373543,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,3,2.2598584,11663,[-13.081546783447266],[-17.65711784362793],9133,[-12.497772216796875],[-15.229138374328613],-17.362753,-16.778978,incorrect,False,-17.362753,-16.778978,incorrect,False,-17.362753,-16.778978,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,4,2.0238314,7805,[-14.552068710327148],[-23.590063095092773],4927,[-13.573064804077148],[-30.174150466918945],-16.284197,-15.305192,incorrect,False,-16.284197,-15.305192,incorrect,False,-16.284197,-15.305192,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,5,2.1125696,4266,[-17.739927291870117],[-16.597396850585938],6078,[-18.497478485107422],[-14.882542610168457],-16.441477,-17.199028,correct,True,-16.441477,-17.199028,correct,True,-16.441477,-17.199028,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,6,2.3884182,1869,[-18.8790283203125],[-31.601463317871094],2069,[-19.101333618164062],[-29.652517318725586],-13.388921,-13.611226,correct,True,-13.388921,-13.611226,correct,True,-13.388921,-13.611226,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,7,1.7624551,1533,[-23.38003158569336],[-26.597644805908203],1340,[-23.124652862548828],[-21.90450668334961],-13.821203,-13.5658245,incorrect,False,-13.821203,-13.5658245,incorrect,False,-13.821203,-13.5658245,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,8,2.8897917,1191,[-25.58311653137207],[-16.873750686645508],490,[-24.003612518310547],[-20.412960052490234],-12.402572,-10.823068,incorrect,False,-12.402572,-10.823068,incorrect,False,-12.402572,-10.823068,incorrect,False
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,9,0.8333081,5,[-24.078336715698242],[-95.0392837524414],6,[-24.110427856445312],[-95.25984954833984],-5.347182,-5.379273,correct,True,-5.347182,-5.379273,correct,True,-5.347182,-5.379273,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,10,2.929089,3,[-60.07254409790039],[-119.4978256225586],4,[-60.257598876953125],[-117.40592956542969],-3.4853272,-3.670382,correct,True,-3.4853272,-3.670382,correct,True,-3.4853272,-3.670382,correct,True
capitals-recall,3,country,Canada,has_competitor,Ottawa,Toronto,What is the capital of Canada?,The capital of Canada is,1.465,6.491,4.430716724,The capital of Canada is,11,5.893832,23,[-103.49528503417969],,12,[-102.64222717285156],,-5.250285,-4.3972273,incorrect,False,-5.250285,-4.3972273,incorrect,False,-5.250285,-4.3972273,incorrect,False
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,0,3.8385277,1934,"[-2.9940152168273926, 7.032820701599121]","[-21.010805130004883, -25.455677032470703]",20592,[-7.583390235900879],[-27.493440628051758],-8.104345,-16.23132,correct,True,-16.20869,-16.23132,correct,True,-11.641945,-16.23132,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,1,2.8296676,2783,"[-6.031777381896973, 2.0085983276367188]","[-19.45883560180664, -6.997809886932373]",24715,[-11.199548721313477],[-15.665667533874512],-10.29722,-18.94141,correct,True,-20.59444,-18.94141,incorrect,False,-13.77364,-18.94141,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,2,2.5376081,2695,"[-8.299792289733887, 1.5905344486236572]","[-14.127885818481445, -21.760774612426758]",15124,[-12.089705467224121],[-12.271622657775879],-10.336677,-17.94939,correct,True,-20.673353,-17.94939,incorrect,False,-14.159477,-17.94939,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,3,2.0539212,5026,"[-10.053674697875977, -1.737715721130371]","[-7.429940700531006, -17.512495040893555]",13739,[-12.394617080688477],[-12.333883285522461],-11.194783,-18.039894,correct,True,-22.389566,-18.039894,incorrect,False,-15.698953,-18.039894,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,4,2.1159825,2167,"[-9.9160795211792, -4.520244598388672]","[-32.86973190307617, -35.500762939453125]",8671,[-12.657240867614746],[-35.7580451965332],-10.163481,-16.435284,correct,True,-20.326962,-16.435284,incorrect,False,-13.694122,-16.435284,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,5,2.047171,3221,"[-15.962924003601074, -10.29005241394043]","[-16.405426025390625, 9.822083473205566]",9587,[-18.487825393676758],[-16.13697624206543],-12.102512,-18.5978,correct,True,-24.205025,-18.5978,incorrect,False,-16.072897,-18.5978,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,6,2.1029663,1393,"[-17.807985305786133, -5.589552879333496]","[-30.471363067626953, -3.5772621631622314]",2817,[-19.174327850341797],[-33.33672332763672],-10.189053,-14.538111,correct,True,-20.378105,-14.538111,incorrect,False,-13.171768,-14.538111,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,7,1.4029496,1121,"[-22.472055435180664, -4.468995094299316]","[-23.133380889892578, -9.265599250793457]",2381,[-23.956836700439453],[-20.383769989013672],-9.925246,-15.078779,correct,True,-19.850492,-15.078779,incorrect,False,-13.593998,-15.078779,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,8,2.2520754,414,"[-24.122812271118164, -4.97029447555542]","[-22.485286712646484, 15.276627540588379]",416,[-24.13212776184082],[-6.0598835945129395],-7.6868224,-11.104593,correct,True,-15.373645,-11.104593,incorrect,False,-11.095278,-11.104593,correct,True
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,9,0.3497396,207,"[-25.16802406311035, 1.684295415878296]","[-92.75497436523438, -49.96397399902344]",9,[-19.4440975189209],[-91.0581283569336],-6.137822,-6.431345,correct,True,-12.275644,-6.431345,incorrect,False,-12.155272,-6.431345,incorrect,False
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,10,2.438127,99,"[-60.61846160888672, -19.913217544555664]","[-111.4654769897461, -77.24964141845703]",4,[-56.11962890625],[-115.67723846435547],-4.0556765,-3.6017995,incorrect,False,-8.111353,-3.6017995,incorrect,False,-8.100633,-3.6017995,incorrect,False
capitals-recall,4,country,India,has_competitor,New Delhi,Mumbai,What is the capital of India?,The capital of India is,0.206,22.1,107.2815534,The capital of India is,11,5.767765,46,"[-100.9273452758789, -58.525203704833984]",,14,[-99.59070587158203],,-3.0495112,-4.719903,correct,True,-6.0990224,-4.719903,incorrect,False,-6.0565424,-4.719903,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,0,3.4398756,35300,"[-13.19481086730957, 6.1039862632751465]","[-18.538631439208984, -27.594003677368164]",5775,"[-8.337858200073242, -2.582012414932251, 11.81095027923584]","[-26.09296226501465, -23.200010299682617, -22.822586059570312]",-14.292648,-13.78799,incorrect,False,-28.585297,-41.363968,correct,True,-18.676365,-13.819412,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,1,2.711886,26893,"[-14.804370880126953, 0.6182679533958435]","[-25.38343048095703, -15.200279235839844]",8717,"[-11.664777755737305, -6.294287204742432, 5.982755661010742]","[-21.96445655822754, -18.430706024169922, -13.026272773742676]",-13.96396,-13.206912,incorrect,False,-27.92792,-39.620735,correct,True,-19.080492,-15.940899,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,2,2.343156,25758,"[-17.18754005432129, -1.7436528205871582]","[-13.932083129882812, -9.705662727355957]",7332,"[-13.838163375854492, -8.60579776763916, 4.16223669052124]","[-6.614076614379883, -27.37510108947754, -23.7222957611084]",-13.986586,-12.183141,incorrect,False,-27.973171,-36.549423,correct,True,-19.188204,-15.838827,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,3,1.8238347,24158,"[-17.64225196838379, -2.2867605686187744]","[-23.911663055419922, -14.388527870178223]",3320,"[-12.966178894042969, -12.087981224060059, -0.028329111635684967]","[-18.687578201293945, -17.86353874206543, -37.681663513183594]",-13.79269,-10.3373995,incorrect,False,-27.58538,-31.012197,correct,True,-19.2248,-14.548727,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,4,1.6578304,16507,"[-20.836557388305664, -4.330206871032715]","[-24.060192108154297, -7.870571136474609]",972,"[-15.525763511657715, -14.12985610961914, -8.307628631591797]","[-22.202552795410156, -19.573179244995117, -11.464675903320312]",-12.265636,-9.189523,incorrect,False,-24.531273,-27.56857,correct,True,-17.25249,-11.941693,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,5,1.5478891,16549,"[-24.427274703979492, -4.622284412384033]","[-13.885375022888184, -10.632072448730469]",1367,"[-19.03974151611328, -15.542133331298828, -8.919266700744629]","[-7.564216136932373, -3.3204798698425293, -43.272560119628906]",-13.258979,-9.620357,incorrect,False,-26.517958,-28.86107,correct,True,-19.369081,-13.981549,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,6,1.6734152,12469,"[-23.78108024597168, -5.3139848709106445]","[-31.21241569519043, -22.736385345458984]",481,"[-17.42193603515625, -13.98335075378418, -18.43863296508789]","[-26.725521087646484, -14.09827995300293, -9.563813209533691]",-12.603717,-8.278625,incorrect,False,-25.207434,-24.835875,incorrect,False,-17.400026,-11.040882,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,7,1.3644379,12473,"[-27.919349670410156, -9.111995697021484]","[-35.23762893676758, -1.4430912733078003]",579,"[-21.440946578979492, -14.582414627075195, -18.003551483154297]","[-29.273090362548828, -21.062232971191406, -29.939687728881836]",-13.313937,-8.693832,incorrect,False,-26.627874,-26.081497,incorrect,False,-18.697529,-12.219125,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,8,0.98529744,10838,"[-31.793363571166992, -7.479473114013672]","[-24.417097091674805, -16.37885093688965]",430,"[-25.007450103759766, -17.18839454650879, -24.337858200073242]","[-18.136341094970703, -27.496753692626953, -32.67189025878906]",-12.778232,-7.8970566,incorrect,False,-25.556463,-23.69117,incorrect,False,-18.811241,-12.025328,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,9,1.8549744,6424,"[-31.48725700378418, -10.084909439086914]","[-91.5109634399414, -50.77997589111328]",158,"[-24.363313674926758, -21.51134490966797, -31.60771369934082]","[-88.29896545410156, -53.04359436035156, -63.970855712890625]",-11.971552,-8.277561,incorrect,False,-23.943104,-24.832684,correct,True,-16.319468,-9.195525,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,10,4.651682,4564,"[-62.943359375, -29.200368881225586]","[-120.51205444335938, -86.21015167236328]",78,"[-57.339744567871094, -36.43467330932617, -53.569007873535156]","[-119.3866958618164, -82.09877014160156, -113.04490661621094]",-8.485311,-5.4490943,incorrect,False,-16.970621,-16.347282,incorrect,False,-12.43417,-6.8305545,incorrect,False
capitals-recall,5,country,Morrocco,has_competitor,Rabat,Marrakesh,What is the capital of Morrocco?,The capital of Morrocco is,2.02,1.085,0.5371287129,The capital of Morrocco is,11,5.9319487,2523,"[-107.36549377441406, -70.06796264648438]",,87,"[-103.53727722167969, -73.20365905761719, -107.79705810546875]",,-5.9158,-4.343673,incorrect,False,-11.8316,-13.03102,correct,True,-10.610428,-6.782211,incorrect,False
capitals-recall,6,country,New Zealand,has_competitor,Wellington,Auckland,What is the capital of New Zealand?,The capital of New Zealand is,0.428,1.711,3.997663551,The capital of New Zealand is,0,3.9751527,37498,[-9.906037330627441],[-27.260986328125],38127,[-10.021377563476562],[-27.567935943603516],-18.451736,-18.567078,correct,True,-18.451736,-18.567078,correct,True,-18.451736,-18.567078,correct,True
capitals-recall,6,country,New Zealand,has_competitor,Wellington,Auckland,What is the capital of New Zealand?,The capital of New Zealand is,0.428,1.711,3.997663551,The capital of New Zealand is,1,2.9408598,39156,[-13.356799125671387],[-12.96805191040039],39881,[-13.511960983276367],[-13.159067153930664],-21.130959,-21.28612,correct,True,-21.130959,-21.28612,correct,True,-21.130959,-21.28612,correct,True
capitals-recall,6,country,New Zealand,has_competitor,Wellington,Auckland,What is the capital of New Zealand?,The capital of New Zealand is,0.428,1.711,3.997663551,The capital of New Zealand is,2,2.7349281,29045,[-13.704975128173828],[-9.168768882751465],30157,[-13.872153282165527],[-18.950584411621094],-19.735233,-19.902412,correct,True,-19.735233,-19.902412,correct,True,-19.735233,-19.902412,correct,True
capitals-recall,6,country,New Zealand,has_competitor,Wellington,Auckland,What is the capital of New Zealand?,The capital of New Zealand is,0.428,1.711,3.997663551,The capital of New Zealand is,3,2.421897,18047,[-13.168628692626953],[-10.693655967712402],33239,[-15.683808326721191],[-11.381623268127441],-18.353367,-20.868546,correct,True,-18.353367,-20.868546,correct,True,-18.353367,-20.868546,correct,True
