task,item_id,entity_type,entity,condition,correct,incorrect,question,prefix,population_correct,population_incorrect,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,11,8.804364,10551,[-0.5134328603744507],[1.421133041381836],11968,[-0.6894299387931824],[3.905740261077881],-11.211731,-11.387728,correct,True,-11.211731,-11.387728,correct,True,-11.211731,-11.387728,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,12,8.67441,7793,[-0.13749168813228607],[-0.4508058726787567],6644,[0.06533857434988022],[2.3156840801239014],-10.898797,-10.695967,incorrect,False,-10.898797,-10.695967,incorrect,False,-10.898797,-10.695967,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,13,8.586752,6794,[-0.07049921154975891],[2.3917078971862793],4008,[0.5261877775192261],[0.8467140793800354],-10.743637,-10.14695,incorrect,False,-10.743637,-10.14695,incorrect,False,-10.743637,-10.14695,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,14,8.563277,3709,[0.5763086676597595],[2.3069097995758057],3067,[0.7752783298492432],[6.511537075042725],-10.029037,-9.830068,incorrect,False,-10.029037,-9.830068,incorrect,False,-10.029037,-9.830068,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,15,8.565456,2888,[1.0703786611557007],[-0.27477604150772095],1196,[1.938425064086914],[0.8910524249076843],-9.762215,-8.894168,incorrect,False,-9.762215,-8.894168,incorrect,False,-9.762215,-8.894168,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,16,8.561197,2730,[1.1268575191497803],[-1.3214937448501587],972,[2.101315975189209],[-1.2870113849639893],-9.678141,-8.703682,incorrect,False,-9.678141,-8.703682,incorrect,False,-9.678141,-8.703682,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,17,8.374465,3009,[1.0014218091964722],[-0.4971860349178314],1252,[1.8927642107009888],[4.031849384307861],-9.836344,-8.945002,incorrect,False,-9.836344,-8.945002,incorrect,False,-9.836344,-8.945002,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,18,8.436943,3830,[0.9849774241447449],[0.6239984631538391],594,[2.692521095275879],[4.084691047668457],-10.0577965,-8.350253,incorrect,False,-10.0577965,-8.350253,incorrect,False,-10.0577965,-8.350253,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,19,8.428238,3056,[1.2094141244888306],[-0.5246296525001526],245,[3.39862060546875],[2.478146553039551],-9.828575,-7.6393685,incorrect,False,-9.828575,-7.6393685,incorrect,False,-9.828575,-7.6393685,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,20,8.164606,3664,[1.174952745437622],[7.358928203582764],213,[3.7292513847351074],[8.765432357788086],-10.0824585,-7.5281596,incorrect,False,-10.0824585,-7.5281596,incorrect,False,-10.0824585,-7.5281596,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,21,7.9866366,922,[2.658419609069824],[0.2397325038909912],41,[5.237454891204834],[-0.20658841729164124],-8.722745,-6.1437097,incorrect,False,-8.722745,-6.1437097,incorrect,False,-8.722745,-6.1437097,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,22,7.970244,746,[2.6640915870666504],[9.0922212600708],56,[4.98015832901001],[5.687337875366211],-8.597242,-6.2811756,incorrect,False,-8.597242,-6.2811756,incorrect,False,-8.597242,-6.2811756,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,23,7.6393423,146,[4.19812536239624],[1.1932729482650757],25,[5.750943183898926],[-0.5110203623771667],-7.228459,-5.675641,incorrect,False,-7.228459,-5.675641,incorrect,False,-7.228459,-5.675641,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,24,7.673567,123,[4.3341498374938965],[3.1092159748077393],31,[5.506117820739746],[4.453792095184326],-7.010787,-5.8388195,incorrect,False,-7.010787,-5.8388195,incorrect,False,-7.010787,-5.8388195,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,25,7.5140524,104,[4.682217597961426],[4.782241344451904],23,[5.961026191711426],[3.334892511367798],-6.7449465,-5.466138,incorrect,False,-6.7449465,-5.466138,incorrect,False,-6.7449465,-5.466138,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,26,7.0973763,47,[5.307248115539551],[6.733793258666992],19,[6.255117893218994],[4.609180450439453],-6.160494,-5.2126236,incorrect,False,-6.160494,-5.2126236,incorrect,False,-6.160494,-5.2126236,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,27,6.899592,22,[6.1447553634643555],[6.243959903717041],11,[6.684006690979004],[5.60041618347168],-5.3949323,-4.855681,incorrect,False,-5.3949323,-4.855681,incorrect,False,-5.3949323,-4.855681,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,28,6.9243946,9,[6.80770206451416],[17.56663703918457],6,[7.1964850425720215],[11.7289457321167],-4.7347746,-4.3459916,incorrect,False,-4.7347746,-4.3459916,incorrect,False,-4.7347746,-4.3459916,incorrect,False
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,29,6.2183347,1,[9.407110214233398],[11.810636520385742],3,[8.742603302001953],[7.220003128051758],-2.5442946,-3.2088015,correct,True,-2.5442946,-3.2088015,correct,True,-2.5442946,-3.2088015,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,30,5.022945,1,[10.949596405029297],[18.58916473388672],2,[9.53530216217041],[14.180283546447754],-1.3265629,-2.7408571,correct,True,-1.3265629,-2.7408571,correct,True,-1.3265629,-2.7408571,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,31,2.313035,1,[13.37399673461914],[6.383127212524414],2,[11.292308807373047],[3.6627767086029053],-0.47731078,-2.5589986,correct,True,-0.47731078,-2.5589986,correct,True,-0.47731078,-2.5589986,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,32,2.115921,1,[13.528817176818848],[27.02471351623535],2,[11.181939125061035],[25.225858688354492],-0.4063579,-2.753236,correct,True,-0.4063579,-2.753236,correct,True,-0.4063579,-2.753236,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,33,0.7728382,1,[16.91286277770996],[15.424139022827148],2,[14.378421783447266],[10.97518539428711],-0.17723984,-2.711681,correct,True,-0.17723984,-2.711681,correct,True,-0.17723984,-2.711681,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,34,0.48186025,1,[18.223909378051758],[21.59880256652832],2,[15.13553524017334],[20.786067962646484],-0.09709923,-3.1854734,correct,True,-0.09709923,-3.1854734,correct,True,-0.09709923,-3.1854734,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,35,0.38844198,1,[20.60150909423828],[3.524416923522949],2,[17.49488639831543],[-0.3087768256664276],-0.081227496,-3.1878502,correct,True,-0.081227496,-3.1878502,correct,True,-0.081227496,-3.1878502,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,36,0.36924046,1,[20.194591522216797],[8.516417503356934],2,[16.689619064331055],[11.130816459655762],-0.072654106,-3.5776265,correct,True,-0.072654106,-3.5776265,correct,True,-0.072654106,-3.5776265,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,37,0.4048862,1,[20.36000633239746],[8.173882484436035],2,[17.310075759887695],[7.07267951965332],-0.08659903,-3.1365297,correct,True,-0.08659903,-3.1365297,correct,True,-0.08659903,-3.1365297,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,38,0.3649189,1,[20.474361419677734],[-2.7648332118988037],2,[17.401853561401367],[1.2972415685653687],-0.07798873,-3.1504965,correct,True,-0.07798873,-3.1504965,correct,True,-0.07798873,-3.1504965,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,39,0.5305961,1,[19.2530574798584],[6.473968982696533],2,[16.763347625732422],[8.871674537658691],-0.13162318,-2.6213331,correct,True,-0.13162318,-2.6213331,correct,True,-0.13162318,-2.6213331,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,40,0.66323906,1,[18.86138343811035],[0.04878736659884453],2,[16.786865234375],[1.3984506130218506],-0.18890655,-2.2634249,correct,True,-0.18890655,-2.2634249,correct,True,-0.18890655,-2.2634249,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,41,0.7611345,1,[18.013164520263672],[6.1024322509765625],2,[16.160127639770508],[5.0552239418029785],-0.23113953,-2.0841763,correct,True,-0.23113953,-2.0841763,correct,True,-0.23113953,-2.0841763,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,42,0.77704346,1,[17.63646125793457],[-8.09061050415039],2,[15.752178192138672],[-5.457276344299316],-0.23412082,-2.118404,correct,True,-0.23412082,-2.118404,correct,True,-0.23412082,-2.118404,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,43,0.955021,1,[15.791088104248047],[-2.2358789443969727],2,[14.295341491699219],[-4.020657062530518],-0.3104467,-1.8061934,correct,True,-0.3104467,-1.8061934,correct,True,-0.3104467,-1.8061934,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,44,1.0815425,1,[14.459094047546387],[-4.8842878341674805],2,[12.818533897399902],[-4.316035270690918],-0.30292818,-1.9434884,correct,True,-0.30292818,-1.9434884,correct,True,-0.30292818,-1.9434884,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,45,2.068307,1,[12.27978515625],[-8.478521347045898],2,[10.872739791870117],[-8.39791488647461],-0.49078843,-1.8978338,correct,True,-0.49078843,-1.8978338,correct,True,-0.49078843,-1.8978338,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,46,3.1184826,1,[11.317666053771973],[-14.890296936035156],2,[9.908919334411621],[-12.9922513961792],-0.74337393,-2.1521206,correct,True,-0.74337393,-2.1521206,correct,True,-0.74337393,-2.1521206,correct,True
capitals-recall,1,country,Australia,has_competitor,Canberra,Sydney,What is the capital of Australia?,The capital of Australia is,0.483,5.249,10.86749482,The capital of Australia is,47,4.650618,1,[10.052391052246094],,2,[8.775619506835938],,-1.4009435,-2.677715,correct,True,-1.4009435,-2.677715,correct,True,-1.4009435,-2.677715,correct,True
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,0,9.130458,7240,"[0.05194343999028206, 4.677152633666992]","[-0.4440464675426483, 2.4159178733825684]",1469,"[1.5263360738754272, 6.807832717895508, 9.88941478729248]","[0.12777698040008545, 5.465051174163818, 4.577938079833984]",-9.914272,-6.519329,incorrect,False,-19.828545,-19.557987,incorrect,False,-10.557657,-9.083265,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,1,9.463469,7530,"[-0.14987877011299133, 4.402177810668945]","[-1.6801155805587769, 2.8776183128356934]",2173,"[0.9486151933670044, 7.046890735626221, 8.06965160369873]","[1.042650580406189, 4.916714668273926, -0.9429563283920288]",-9.462671,-6.4126854,incorrect,False,-18.925343,-19.238056,correct,True,-10.484884,-9.386391,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,2,9.434514,9206,"[-0.4719770848751068, 4.5115203857421875]","[-1.935880422592163, 8.717350959777832]",1804,"[1.0175706148147583, 7.070307731628418, 6.157541275024414]","[0.3627622425556183, 4.384537696838379, 6.908027172088623]",-9.102447,-6.447908,incorrect,False,-18.204893,-19.343723,correct,True,-10.722395,-9.232847,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,3,9.439856,9960,"[-0.6875706911087036, 6.020838737487793]","[-2.4898266792297363, 3.583949089050293]",1593,"[0.9808327555656433, 7.1105828285217285, 7.07425594329834]","[2.9468581676483154, 3.9765138626098633, -0.322979211807251]",-8.224661,-5.97629,incorrect,False,-16.449322,-17.928871,correct,True,-10.800747,-9.132343,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,4,9.347087,11345,"[-0.8786280751228333, 6.472140789031982]","[-0.5481513142585754, 6.708122730255127]",1046,"[1.3132668733596802, 7.318861961364746, 6.469705581665039]","[-3.435314416885376, 4.198025703430176, 6.096722602844238]",-7.9876375,-5.947958,incorrect,False,-15.975275,-17.843874,correct,True,-11.008034,-8.816139,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,5,9.216755,10702,"[-0.8433787822723389, 7.45927619934082]","[2.9930644035339355, 3.4095613956451416]",1789,"[0.9261860251426697, 7.737191200256348, 7.228061199188232]","[5.5934624671936035, 3.587796449661255, 5.8261518478393555]",-7.55466,-5.5959144,incorrect,False,-15.10932,-16.787743,correct,True,-11.021553,-9.251989,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,6,9.211767,7902,"[-0.4054684042930603, 7.876527309417725]","[-1.6346086263656616, 5.308225154876709]",774,"[1.648215413093567, 8.053071975708008, 8.063104629516602]","[-1.9030232429504395, 1.5233274698257446, 9.102341651916504]",-7.211019,-5.0895333,incorrect,False,-14.422038,-15.2685995,correct,True,-10.674805,-8.621121,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,7,9.066944,9313,"[-0.5266588926315308, 8.511988639831543]","[2.9951956272125244, 4.0457329750061035]",1218,"[1.4427218437194824, 8.037633895874023, 9.406344413757324]","[-0.7359510660171509, 1.8631874322891235, 7.466949939727783]",-7.0273533,-4.836722,incorrect,False,-14.054707,-14.510166,correct,True,-10.926857,-8.957477,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,8,8.703339,5931,"[0.009790278971195221, 8.925714492797852]","[1.5746487379074097, -6.040820121765137]",1527,"[1.3827056884765625, 7.9577460289001465, 10.306254386901855]","[-0.9319446682929993, 2.2242789268493652, 3.300992250442505]",-6.7482867,-4.683333,incorrect,False,-13.496573,-14.049999,correct,True,-10.574378,-9.201463,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,9,8.845841,5283,"[0.263601154088974, 7.953861713409424]","[-0.7323018312454224, 0.9935290217399597]",1859,"[1.2773456573486328, 7.995849132537842, 10.600030899047852]","[-0.5220205187797546, 0.35898178815841675, 6.772708415985107]",-6.948421,-4.5485845,incorrect,False,-13.896842,-13.645753,incorrect,False,-10.396236,-9.382492,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,10,8.747044,4982,"[0.23529210686683655, 7.922242164611816]","[4.435500144958496, 5.085443496704102]",1808,"[1.2218776941299438, 7.800687313079834, 11.41635513305664]","[-0.2663712203502655, -0.10947389155626297, 7.140394687652588]",-6.938108,-4.4265113,incorrect,False,-13.876216,-13.279534,incorrect,False,-10.35214,-9.365555,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,11,8.760569,2913,"[0.8339149355888367, 8.380053520202637]","[0.3210361897945404, 0.6065050959587097]",1974,"[1.2125813961029053, 7.5745649337768555, 12.343694686889648]","[0.8031260967254639, 2.840202569961548, 0.38561636209487915]",-6.507737,-4.416474,incorrect,False,-13.015474,-13.249421,correct,True,-9.7930565,-9.41439,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,12,8.665051,2808,"[0.9354196190834045, 8.409682273864746]","[-0.9066050052642822, -0.2497101128101349]",1828,"[1.3529402017593384, 7.715970039367676, 12.256739616394043]","[-0.7849855422973633, 3.8066301345825195, 7.586709499359131]",-6.5330205,-4.4112673,incorrect,False,-13.066041,-13.233802,correct,True,-9.770944,-9.353423,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,13,8.592033,2676,"[0.8819394111633301, 8.378816604614258]","[1.0363205671310425, -0.4574306309223175]",1776,"[1.2843456268310547, 7.9890666007995605, 13.210665702819824]","[3.9275450706481934, 3.5768516063690186, 6.7676100730896]",-6.6140795,-4.2758107,incorrect,False,-13.228159,-12.827433,incorrect,False,-9.721767,-9.319361,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,14,8.504129,2033,"[1.1882294416427612, 8.333191871643066]","[6.818874359130859, 0.07162175327539444]",720,"[2.1168832778930664, 8.256346702575684, 13.779755592346191]","[5.49416446685791, 2.70743727684021, 7.195212364196777]",-6.453625,-3.7792804,incorrect,False,-12.90725,-11.337841,incorrect,False,-9.435467,-8.506813,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,15,8.455576,710,"[2.3651089668273926, 8.16252613067627]","[1.3956345319747925, -0.874936044216156]",306,"[3.0092060565948486, 8.346680641174316, 14.47082233428955]","[-1.5265674591064453, -0.4344967305660248, 5.893425941467285]",-6.050757,-3.5068414,incorrect,False,-12.101514,-10.520524,incorrect,False,-8.4733925,-7.829295,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,16,8.461182,488,"[2.619553804397583, 8.09532356262207]","[-0.3664458394050598, 0.7961993217468262]",395,"[2.794978141784668, 8.083529472351074, 14.6356840133667]","[-0.7165392637252808, 1.9066563844680786, 10.435680389404297]",-5.827582,-3.6380434,incorrect,False,-11.655164,-10.91413,incorrect,False,-8.185722,-8.010299,incorrect,False
capitals-recall,2,country,Brazil,has_competitor,Brasilia,Rio de Janeiro,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,The capital of Brazil is,17,8.36619,479,"[2.6044132709503174, 8.119787216186523]","[3.1894125938415527, 1.9893665313720703]",429,"[2.695477247238159, 8.139853477478027, 15.451526641845703]","[7.503632068634033, 1.0136545896530151, 11.383761405944824]",-5.8368397,-3.6531737,incorrect,False,-11.673679,-10.959521,incorrect,False,-8.200288,-8.109224,incorrect,False
