task,item_id,condition,exemplar,correct,incorrect,human_prop_correct,prefix,question,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_incorrect_first_token,control_logits_incorrect,control_logits_deltas_incorrect,control_mean_logprob_correct,control_mean_logprob_incorrect,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_incorrect,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_incorrect,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,4,5.670864,1605,[-18.01528549194336],[-30.033979415893555],16,[-12.335707664489746],[-24.201091766357422],-10.547531,-4.8679533,incorrect,False,-10.547531,-4.8679533,incorrect,False,-10.547531,-4.8679533,incorrect,False,8.42416,23327,[-10.357646942138672],[-10.929046630859375],4658,[-8.752047538757324],[-9.454981803894043],-12.187526,-10.581926,incorrect,False,-12.187526,-10.581926,incorrect,False,-12.187526,-10.581926,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,5,5.1935396,661,[-22.625568389892578],[-14.28005313873291],2,[-16.08378791809082],[-20.78024673461914],-9.306523,-2.7647426,incorrect,False,-9.306523,-2.7647426,incorrect,False,-9.306523,-2.7647426,incorrect,False,8.448863,23127,[-10.376480102539062],[-12.259498596191406],4607,[-8.774760246276855],[-10.597095489501953],-12.164324,-10.562605,incorrect,False,-12.164324,-10.562605,incorrect,False,-12.164324,-10.562605,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,6,4.5063853,160,[-22.72051239013672],[-1.0658659934997559],6,[-18.626264572143555],[-4.232686519622803],-7.5429544,-3.4487066,incorrect,False,-7.5429544,-3.4487066,incorrect,False,-7.5429544,-3.4487066,incorrect,False,8.461482,23098,[-10.413405418395996],[-17.29800796508789],4570,[-8.81017017364502],[-15.363602638244629],-12.155068,-10.551833,incorrect,False,-12.155068,-10.551833,incorrect,False,-12.155068,-10.551833,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,7,4.1213284,96,[-17.559568405151367],[-25.636768341064453],13,[-15.480270385742188],[-23.230016708374023],-6.8910646,-4.8117666,incorrect,False,-6.8910646,-4.8117666,incorrect,False,-6.8910646,-4.8117666,incorrect,False,8.464338,23016,[-10.496540069580078],[-26.370758056640625],4531,[-8.88900375366211],[-23.904401779174805],-12.149235,-10.541698,incorrect,False,-12.149235,-10.541698,incorrect,False,-12.149235,-10.541698,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,8,4.449911,60,[-21.033592224121094],[-9.952528953552246],8,[-18.75117301940918],[-11.526073455810547],-6.194968,-3.9125488,incorrect,False,-6.194968,-3.9125488,incorrect,False,-6.194968,-3.9125488,incorrect,False,8.456658,23001,[-10.628474235534668],[-52.40935134887695],4507,[-9.013352394104004],[-48.393516540527344],-12.1527,-10.53758,incorrect,False,-12.1527,-10.53758,incorrect,False,-12.1527,-10.53758,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,9,5.0692706,13,[-18.01692008972168],[-81.93753051757812],5,[-16.987979888916016],[-81.95533752441406],-4.432948,-3.404008,incorrect,False,-4.432948,-3.404008,incorrect,False,-4.432948,-3.404008,incorrect,False,8.445553,23100,[-10.856202125549316],[-113.44889831542969],4484,[-9.22739028930664],[-109.9262466430664],-12.161474,-10.532662,incorrect,False,-12.161474,-10.532662,incorrect,False,-12.161474,-10.532662,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,10,6.089477,9,[-46.64800262451172],[-98.21436309814453],5,[-46.099605560302734],[-97.02013397216797],-4.1824617,-3.634065,incorrect,False,-4.1824617,-3.634065,incorrect,False,-4.1824617,-3.634065,incorrect,False,8.42029,23004,[-11.55715560913086],[-13.12166690826416],4425,[-9.913402557373047],[-12.1260347366333],-12.169747,-10.525994,incorrect,False,-12.169747,-10.525994,incorrect,False,-12.169747,-10.525994,incorrect,False,A
animals,2,Atypical,bat,mammal,bird,0.7777777778,A bat is a type of,What kind of animal is a bat?,A bat is a type of,11,7.20755,10,[-86.04255676269531],,3,[-85.25574493408203],,-4.927802,-4.1409903,incorrect,False,-4.927802,-4.1409903,incorrect,False,-4.927802,-4.1409903,incorrect,False,8.127364,24177,[-39.29060363769531],,4610,[-37.424129486083984],,-12.4439745,-10.5775,incorrect,False,-12.4439745,-10.5775,incorrect,False,-12.4439745,-10.5775,incorrect,False,A
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,0,2.9915628,3581,[-7.5290703773498535],[-12.467095375061035],4340,[-7.853525638580322],[-14.273119926452637],-12.082073,-12.406528,correct,True,-12.082073,-12.406528,correct,True,-12.082073,-12.406528,correct,True,7.8352985,14462,[-4.6362762451171875],[-9.264816284179688],8495,[-3.673464298248291],[-8.63083267211914],-12.528939,-11.566128,incorrect,False,-12.528939,-11.566128,incorrect,False,-12.528939,-11.566128,incorrect,False,A
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,1,2.8203394,2333,[-8.245136260986328],[-7.263784885406494],3888,[-9.089059829711914],[-6.732068061828613],-11.66959,-12.513514,correct,True,-11.66959,-12.513514,correct,True,-11.66959,-12.513514,correct,True,7.1938124,5376,[-8.299351692199707],[-8.871325492858887],2902,[-7.588325023651123],[-8.380817413330078],-11.139582,-10.428555,incorrect,False,-11.139582,-10.428555,incorrect,False,-11.139582,-10.428555,incorrect,False,A
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,2,4.5355387,716,[-7.749764919281006],[-27.405254364013672],1101,[-8.45941162109375],[-29.857450485229492],-9.40682,-10.1164665,correct,True,-9.40682,-10.1164665,correct,True,-9.40682,-10.1164665,correct,True,8.425602,4691,[-8.696980476379395],[-9.194228172302246],2653,[-8.142108917236328],[-8.673760414123535],-10.587269,-10.032397,incorrect,False,-10.587269,-10.032397,incorrect,False,-10.587269,-10.032397,incorrect,False,A
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,3,5.579723,106,[-13.060765266418457],[-9.656357765197754],329,[-14.478389739990234],[-11.055505752563477],-6.592,-8.0096245,correct,True,-6.592,-8.0096245,correct,True,-6.592,-8.0096245,correct,True,8.413478,4691,[-8.731525421142578],[-9.127115249633789],2654,[-8.179009437561035],[-8.61165714263916],-10.5907755,-10.0382595,incorrect,False,-10.5907755,-10.0382595,incorrect,False,-10.5907755,-10.0382595,incorrect,False,A
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,4,5.8368664,14,[-12.881972312927246],[-25.38079261779785],101,[-14.628230094909668],[-28.89613151550293],-4.5912704,-6.337528,correct,True,-4.5912704,-6.337528,correct,True,-4.5912704,-6.337528,correct,True,8.42416,4658,[-8.752047538757324],[-9.454981803894043],2644,[-8.201436042785645],[-9.234904289245605],-10.581926,-10.031315,incorrect,False,-10.581926,-10.031315,incorrect,False,-10.581926,-10.031315,incorrect,False,A
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,5,5.1512384,3,[-17.075332641601562],[-22.88128662109375],38,[-19.736366271972656],[-24.849422454833984],-2.9207397,-5.5817733,correct,True,-2.9207397,-5.5817733,correct,True,-2.9207397,-5.5817733,correct,True,8.448863,4607,[-8.774760246276855],[-10.597095489501953],2627,[-8.234878540039062],[-10.508737564086914],-10.562605,-10.022722,incorrect,False,-10.562605,-10.022722,incorrect,False,-10.562605,-10.022722,incorrect,False,A
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,6,4.014621,4,[-20.04778480529785],[-0.5096868872642517],46,[-23.086130142211914],[-3.29264235496521],-3.090058,-6.1284037,correct,True,-3.090058,-6.1284037,correct,True,-3.090058,-6.1284037,correct,True,8.461482,4570,[-8.81017017364502],[-15.363602638244629],2631,[-8.279022216796875],[-15.661186218261719],-10.551833,-10.020685,incorrect,False,-10.551833,-10.020685,incorrect,False,-10.551833,-10.020685,incorrect,False,A
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,7,3.0769892,5,[-15.314590454101562],[-18.79926300048828],68,[-18.976171493530273],[-20.459896087646484],-3.5592732,-7.2208543,correct,True,-3.5592732,-7.2208543,correct,True,-3.5592732,-7.2208543,correct,True,8.464338,4531,[-8.88900375366211],[-23.904401779174805],2637,[-8.367743492126465],[-24.058387756347656],-10.541698,-10.020438,incorrect,False,-10.541698,-10.020438,incorrect,False,-10.541698,-10.020438,incorrect,False,A
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,8,2.5605109,3,[-17.278139114379883],[-10.071562767028809],28,[-20.87692642211914],[-8.480081558227539],-2.515511,-6.1142983,correct,True,-2.515511,-6.1142983,correct,True,-2.515511,-6.1142983,correct,True,8.456658,4507,[-9.013352394104004],[-48.393516540527344],2635,[-8.497568130493164],[-50.22196578979492],-10.53758,-10.021795,incorrect,False,-10.53758,-10.021795,incorrect,False,-10.53758,-10.021795,incorrect,False,A
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,9,2.7997458,3,[-15.432694435119629],[-75.2886734008789],10,[-17.543033599853516],[-74.07980346679688],-2.279841,-4.39018,correct,True,-2.279841,-4.39018,correct,True,-2.279841,-4.39018,correct,True,8.445553,4484,[-9.22739028930664],[-109.9262466430664],2656,[-8.724187850952148],[-111.7811508178711],-10.532662,-10.02946,incorrect,False,-10.532662,-10.02946,incorrect,False,-10.532662,-10.02946,incorrect,False,A
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,10,2.3406973,4,[-43.07927322387695],[-94.90579986572266],5,[-43.894371032714844],[-94.96624755859375],-2.860227,-3.675325,correct,True,-2.860227,-3.675325,correct,True,-2.860227,-3.675325,correct,True,8.42029,4425,[-9.913402557373047],[-12.1260347366333],2676,[-9.425796508789062],[-11.804043769836426],-10.525994,-10.038388,incorrect,False,-10.525994,-10.038388,incorrect,False,-10.525994,-10.038388,incorrect,False,A
animals,3,Atypical,penguin,bird,fish,0.9259259259,A penguin is a type of,What kind of animal is a penguin?,A penguin is a type of,11,6.526206,2,[-82.50623321533203],,4,[-83.09965515136719],,-3.4164033,-4.009825,correct,True,-3.4164033,-4.009825,correct,True,-3.4164033,-4.009825,correct,True,8.127364,4610,[-37.424129486083984],,4145,[-37.305511474609375],,-10.5775,-10.458882,incorrect,False,-10.5775,-10.458882,incorrect,False,-10.5775,-10.458882,incorrect,False,A
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,0,2.8639166,27630,[-13.33474063873291],[-11.15672779083252],2886,[-8.216931343078613],[-10.74752426147461],-16.940586,-11.822777,incorrect,False,-16.940586,-11.822777,incorrect,False,-16.940586,-11.822777,incorrect,False,7.8352985,44619,[-8.712611198425293],[-10.546405792236328],14462,[-4.6362762451171875],[-9.264816284179688],-16.605276,-12.528939,incorrect,False,-16.605276,-12.528939,incorrect,False,-16.605276,-12.528939,incorrect,False,A
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,1,2.8128679,21406,[-13.754142761230469],[-7.866190433502197],2053,[-8.582457542419434],[-9.926366806030273],-16.704996,-11.533311,incorrect,False,-16.704996,-11.533311,incorrect,False,-16.704996,-11.533311,incorrect,False,7.1938124,24504,[-10.18529987335205],[-9.836508750915527],5376,[-8.299351692199707],[-8.871325492858887],-13.02553,-11.139582,incorrect,False,-13.02553,-11.139582,incorrect,False,-13.02553,-11.139582,incorrect,False,A
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,2,4.655754,7392,[-12.756855964660645],[-35.67802047729492],892,[-8.896475791931152],[-25.337249755859375],-13.593844,-9.733464,incorrect,False,-13.593844,-9.733464,incorrect,False,-13.593844,-9.733464,incorrect,False,8.425602,15852,[-9.910374641418457],[-10.285400390625],4691,[-8.696980476379395],[-9.194228172302246],-11.800664,-10.587269,incorrect,False,-11.800664,-10.587269,incorrect,False,-11.800664,-10.587269,incorrect,False,A
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,3,5.7186804,6459,[-19.684354782104492],[-8.66790771484375],147,[-13.453001976013184],[-8.262140274047852],-13.16749,-6.9361377,incorrect,False,-13.16749,-6.9361377,incorrect,False,-13.16749,-6.9361377,incorrect,False,8.413478,15679,[-9.936482429504395],[-10.162464141845703],4691,[-8.731525421142578],[-9.127115249633789],-11.7957325,-10.5907755,incorrect,False,-11.7957325,-10.5907755,incorrect,False,-11.7957325,-10.5907755,incorrect,False,A
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,4,5.764436,1630,[-18.45392417907715],[-37.322509765625],19,[-12.83349895477295],[-25.582599639892578],-10.53326,-4.912835,incorrect,False,-10.53326,-4.912835,incorrect,False,-10.53326,-4.912835,incorrect,False,8.42416,15472,[-9.948269844055176],[-10.182435989379883],4658,[-8.752047538757324],[-9.454981803894043],-11.778149,-10.581926,incorrect,False,-11.778149,-10.581926,incorrect,False,-11.778149,-10.581926,incorrect,False,A
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,5,5.260502,2105,[-25.157150268554688],[-21.922475814819336],3,[-16.98927879333496],[-27.053524017333984],-11.269251,-3.1013796,incorrect,False,-11.269251,-3.1013796,incorrect,False,-11.269251,-3.1013796,incorrect,False,8.448863,15151,[-9.956048965454102],[-11.468170166015625],4607,[-8.774760246276855],[-10.597095489501953],-11.743893,-10.562605,incorrect,False,-11.743893,-10.562605,incorrect,False,-11.743893,-10.562605,incorrect,False,A
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,6,4.792104,671,[-27.12631607055664],[1.3947757482528687],4,[-21.057682037353516],[-1.2040820121765137],-9.621099,-3.552466,incorrect,False,-9.621099,-3.552466,incorrect,False,-9.621099,-3.552466,incorrect,False,8.461482,15003,[-9.98572826385498],[-16.263036727905273],4570,[-8.81017017364502],[-15.363602638244629],-11.727391,-10.551833,incorrect,False,-11.727391,-10.551833,incorrect,False,-11.727391,-10.551833,incorrect,False,A
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,7,4.067802,181,[-20.394269943237305],[-14.094901084899902],8,[-16.3729305267334],[-17.409807205200195],-7.8536253,-3.832286,incorrect,False,-7.8536253,-3.832286,incorrect,False,-7.8536253,-3.832286,incorrect,False,8.464338,14805,[-10.061577796936035],[-24.24749183654785],4531,[-8.88900375366211],[-23.904401779174805],-11.7142725,-10.541698,incorrect,False,-11.7142725,-10.541698,incorrect,False,-11.7142725,-10.541698,incorrect,False,A
animals,4,Atypical,butterfly,insect,bird,0.9814814815,A butterfly is a type of,What kind of animal is a butterfly?,A butterfly is a type of,8,4.0338874,12,[-19.865461349487305],[3.509387731552124],3,[-17.679834365844727],[-1.8108702898025513],-4.5759845,-2.3903575,incorrect,False,-4.5759845,-2.3903575,incorrect,False,-4.5759845,-2.3903575,incorrect,False,8.456658,14606,[-10.179523468017578],[-48.564762115478516],4507,[-9.013352394104004],[-48.393516540527344],-11.703751,-10.53758,incorrect,False,-11.703751,-10.53758,incorrect,False,-11.703751,-10.53758,incorrect,False,A
