subject_id,Session,trial,rt,object_response,category,condition,item_id,response_correct,rt_zscore,output_entropy,output_rank_correct,output_logprob_correct,auc_entropy,layer_biggest_change_entropy,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct
subject-01,1,11,1.3359100818634,car,boat,8-10-10,8-10-10_boat_10_n03662601_10278.png,False,2.04582907704717,2.5215001106262207,0.3333333333333333,-2.157772365048564,30.735371351242065,10,5.166666666666666,4,26.77470137894348,0
subject-01,1,12,1.07602500915527,bear,truck,32-10-10,32-10-10_truck_10_n04467665_76958.png,False,0.7825894412515845,2.3906447887420654,0.125,-3.185176770051045,30.063936471939087,9,1.13525641025641,2,34.424451987473056,0
subject-01,1,13,0.869771003723145,cat,dog,16-10-10,16-10-10_dog_10_n02088238_12552.png,False,-0.21996230975288086,2.1529784202575684,1.0,-1.0701487559869978,30.01123309135437,10,3.903968253968254,8,29.679298348962313,10
subject-01,1,14,0.923352003097534,boat,dog,8-10-10,8-10-10_dog_10_n02102040_994.png,False,0.04048220685574555,1.3212311267852783,1.0,-0.4144900077939806,28.445958375930786,10,3.221428571428571,9,29.672688589451052,9
subject-01,1,15,0.902994871139526,cat,bear,128-10-10,128-10-10_bear_10_n02133161_1944.png,False,-0.058468978345097025,2.226743221282959,0.3333333333333333,-2.5011531304445627,30.62393856048584,10,9.583333333333334,2,23.092010944813296,4
subject-01,1,16,0.736793041229248,car,car,16-10-10,16-10-10_car_10_n02814533_43040.png,True,-0.8663366134370586,2.328220844268799,0.125,-3.4262700749554904,30.29985547065735,9,0.17170329670329648,10,45.76428941070998,7
subject-01,1,17,1.20865201950073,oven,oven,128-10-10,128-10-10_oven_10_n04111531_18592.png,True,1.4272578498662474,2.413649082183838,0.125,-3.1625223837700025,30.739556074142456,10,0.46848845598845584,7,40.10599787935536,6
subject-01,1,18,1.37067413330078,airplane,chair,16-10-10,16-10-10_chair_10_n02791124_4294.png,False,2.214808877306244,2.469489097595215,0.0769230769230769,-3.880857090997785,30.685916900634766,4,0.9745421245421242,0,38.5204231505112,6
subject-01,1,19,0.914475917816162,oven,knife,32-10-10,32-10-10_knife_10_n03041632_2630.png,False,-0.0026623363120856815,2.570796251296997,0.25,-2.4062883608843313,30.9143807888031,4,1.5828144078144075,9,32.98772677071957,5
subject-01,1,20,0.792237043380737,elephant,elephant,1-10-10,1-10-10_elephant_10_n02504458_723.png,True,-0.5968364826482635,0.0808828100562095,1.0,-0.009840828811168273,24.603722617030144,9,6.3428571428571425,6,21.516425735709554,9
subject-01,1,21,1.18988704681396,keyboard,chair,4-10-10,4-10-10_chair_10_n03376595_6107.png,False,1.3360457728679984,0.3818833529949188,1.0,-0.07023729211298112,28.183694809675217,10,3.8475940725940725,8,29.4747914109006,9
subject-01,1,22,0.825675010681152,cat,clock,32-10-10,32-10-10_clock_10_n03196217_1337.png,False,-0.434302462536382,2.3659849166870117,0.5,-1.9099225716122523,30.3945472240448,10,0.8566239316239312,10,38.94317858536373,6
subject-01,1,23,1.10373997688293,bottle,boat,128-10-10,128-10-10_boat_10_n02951358_9550.png,False,0.9173053192108196,2.671231269836426,0.1666666666666666,-2.728979097608215,31.119104623794556,4,3.342857142857143,4,29.42248031236183,0
subject-01,1,24,1.27160501480103,bird,bird,128-10-10,128-10-10_bird_10_n01616318_2334.png,True,1.7332574135453218,2.1644644737243652,0.0714285714285714,-4.255964009115408,30.372013807296753,10,0.11739926739926687,7,45.104145544766,6
subject-01,1,25,1.08963108062744,clock,bottle,32-10-10,32-10-10_bottle_10_n03937543_1658.png,False,0.8487253242863741,2.5873026847839355,0.5,-1.8900363455091957,30.790616273880005,4,2.8555666555666557,8,33.39795509551384,0
subject-01,1,26,1.08706307411194,elephant,elephant,2-10-10,2-10-10_elephant_10_n02504013_6731.png,True,0.8362428543177961,0.023000381886959,1.0,-0.0023686902982458223,24.81213491410017,9,6.116666666666666,1,21.675609693193298,9
subject-01,1,27,0.772952795028687,keyboard,keyboard,4-10-10,4-10-10_keyboard_10_n04505470_4447.png,True,-0.6905726353675621,0.0652252808213234,1.0,-0.007694024910638848,25.436960941180587,9,4.9914141414141415,6,25.851732321479815,6
subject-01,1,28,0.928697824478149,airplane,airplane,1-10-10,1-10-10_airplane_10_n02690373_4839.png,True,0.06646697536709649,0.0146312117576599,1.0,-0.001445861343283812,24.050957911647856,9,7.644022644022644,3,20.844216246479853,3
subject-01,1,29,1.39457392692566,clock,keyboard,64-10-10,64-10-10_keyboard_10_n04505470_1651.png,False,2.3309800997611414,2.140716791152954,0.0833333333333333,-4.1740371902142055,29.966533184051514,10,1.1600288600288597,6,36.984189687784735,6
subject-01,1,30,1.14040589332581,boat,keyboard,32-10-10,32-10-10_keyboard_10_n03085013_20601.png,False,1.095529633715538,2.3932955265045166,0.5,-1.7945187655126897,30.47849416732788,9,4.456060606060606,6,31.91194548033385,6
subject-01,1,31,,na,airplane,64-10-10,64-10-10_airplane_10_n02690373_2217.png,False,,2.6902356147766113,0.3333333333333333,-2.3772754138777774,31.14454436302185,4,3.4384670884670885,4,31.786855623669375,7
subject-01,1,32,0.658030033111572,oven,bicycle,4-10-10,4-10-10_bicycle_10_n03792782_25019.png,False,-1.249184895764069,1.493346929550171,1.0,-0.5866435768685864,29.961053371429443,10,6.15,8,24.986001522255002,10
subject-01,1,33,0.473824977874756,cat,cat,8-10-10,8-10-10_cat_10_n02123597_13890.png,True,-2.144561934792374,0.1607489883899688,1.0,-0.02199151384288841,25.246986359357834,9,3.7825396825396824,8,28.801587512128666,9
subject-01,1,34,1.14561295509338,boat,boat,1-10-10,1-10-10_boat_10_n04612504_214.png,True,1.1208399246925709,0.0417698174715042,1.0,-0.004684316075668927,24.992440402507782,9,7.351190476190476,4,20.72454490279203,8
subject-01,1,35,1.48520302772522,cat,chair,128-10-10,128-10-10_chair_10_n02791124_2555.png,False,2.771506641333977,2.471299886703491,0.1428571428571428,-2.984316471889878,30.844969034194946,10,1.0794011544011541,0,36.62643120874245,6
subject-01,1,36,0.659149885177612,car,car,4-10-10,4-10-10_car_10_n04285008_2081.png,True,-1.243741560749449,0.169406846165657,1.0,-0.023618631018621647,25.427173778414726,9,3.0081709956709957,8,35.073184603233166,8
subject-01,1,37,0.998796939849854,bicycle,dog,32-10-10,32-10-10_dog_10_n02094114_8202.png,False,0.4072021320615163,1.72661554813385,1.0,-0.556994684509147,29.339171528816223,10,3.28015873015873,9,29.680316377912554,9
subject-01,1,38,1.09865593910217,boat,chair,64-10-10,64-10-10_chair_10_n04099969_4541.png,False,0.892593018624972,2.5658187866210938,0.0625,-4.122718371018784,30.38036847114563,4,0.4846361971361969,6,42.01882735743345,6
subject-01,1,39,0.866456985473633,chair,boat,128-10-10,128-10-10_boat_10_n04612504_12864.png,False,-0.2360709656403047,2.305264711380005,0.1666666666666666,-3.0002787899033425,30.26771593093872,10,3.033333333333333,7,29.902973289185347,2
subject-01,1,40,0.874287128448486,airplane,airplane,4-10-10,4-10-10_airplane_10_n02690373_18460.png,True,-0.19801049969392337,0.0134415114298462,1.0,-0.0013126998404175698,25.048946634866297,9,5.338467088467088,7,23.19175982116084,9
subject-01,1,41,1.17604207992554,cat,bottle,64-10-10,64-10-10_bottle_10_n03983396_8982.png,False,1.2687486759340334,2.582515239715576,0.125,-3.047982300425314,31.026255130767822,4,0.47689810189810167,0,37.90296502926435,0
subject-01,1,42,0.940145969390869,boat,dog,16-10-10,16-10-10_dog_10_n02099601_10407.png,False,0.12211368973734114,2.0047788619995117,0.2,-3.2597476376947654,29.60695719718933,10,1.317460317460317,7,35.01564882915282,6
subject-01,1,43,0.739727020263672,boat,airplane,32-10-10,32-10-10_airplane_10_n02690373_5253.png,False,-0.8520752379442074,2.6185050010681152,0.25,-2.4536626004403495,30.695820808410645,4,1.7808913308913306,8,33.966165244302665,3
subject-01,1,44,0.869636058807373,elephant,elephant,2-10-10,2-10-10_elephant_10_n02504013_2832.png,True,-0.22061824494945004,0.067689761519432,1.0,-0.008147498433615867,25.705356553196907,9,5.457575757575757,1,24.56907446225143,9
subject-01,1,45,0.513876914978027,clock,clock,1-10-10,1-10-10_clock_10_n02708093_8002.png,True,-1.949878977775963,0.0392024889588356,1.0,-0.004333634015832964,25.637702509760857,9,4.845833333333333,6,30.74488009057483,9
subject-01,1,46,0.657395124435425,chair,chair,2-10-10,2-10-10_chair_10_n03376595_1766.png,True,-1.2522710360970315,0.2969445884227752,1.0,-0.049470314542915686,25.336476784199476,9,4.15261544011544,8,28.772681784121556,6
subject-01,1,47,0.989163160324097,truck,truck,2-10-10,2-10-10_truck_10_n03417042_17616.png,True,0.3603746170656099,0.2383599281311035,1.0,-0.03458222990931284,26.094980537891388,9,4.385714285714286,8,24.538018256896194,9
subject-01,1,48,1.24484205245972,car,bear,16-10-10,16-10-10_bear_10_n02134418_2804.png,False,1.603169007741359,1.5841560363769531,0.2,-3.303589178200794,28.67322063446045,10,8.116666666666665,2,22.488690415861573,4
subject-01,1,49,1.46058297157288,dog,car,64-10-10,64-10-10_car_10_n04285008_12101.png,False,2.6518343937398354,2.0260777473449707,0.0833333333333333,-4.044762178781988,29.817511558532715,10,0.060714285714285485,10,48.22717353021127,7
subject-01,1,50,0.800395965576172,bear,bear,16-10-10,16-10-10_bear_10_n02134418_3828.png,True,-0.5571778989703122,2.39475679397583,1.0,-1.0953207107359761,30.311489582061768,9,10.75,2,19.536060861576008,10
subject-01,1,51,0.734286785125732,bird,bird,2-10-10,2-10-10_bird_10_n01530575_5747.png,True,-0.8785189293139376,0.6441701054573059,1.0,-0.1184087821418035,26.478500872850418,9,3.930927405927406,7,32.638975907341134,8
subject-01,1,52,1.00006914138794,cat,truck,128-10-10,128-10-10_truck_10_n03796401_3386.png,False,0.4133860016885154,2.5398850440979004,0.0769230769230769,-3.6505159043565265,30.770710468292236,10,0.9050366300366297,0,36.369899007165,0
subject-01,1,53,1.13001894950867,keyboard,keyboard,16-10-10,16-10-10_keyboard_10_n04505470_3234.png,True,1.0450411659175847,2.563504695892334,0.3333333333333333,-2.405513430967204,30.67047142982483,9,3.267929292929293,6,33.9136302784263,6
subject-01,1,54,0.776087999343872,truck,truck,1-10-10,1-10-10_truck_10_n04467665_72639.png,True,-0.6753331515603986,0.579836368560791,1.0,-0.22528249983691337,26.575253129005432,9,3.2095238095238092,10,26.96960058449037,10
subject-01,1,55,1.1074481010437,bear,chair,32-10-10,32-10-10_chair_10_n04429376_27524.png,False,0.9353296303631452,2.2973780632019043,0.1,-3.500627986261132,30.61366057395935,10,1.013690476190476,0,38.23588321001597,6
subject-01,1,56,0.795408010482788,boat,bottle,64-10-10,64-10-10_bottle_10_n04557648_11440.png,False,-0.581423164425045,1.795280694961548,0.1666666666666666,-3.6934207313046787,30.023520946502686,10,0.7822510822510819,0,37.216365268775405,0
subject-01,1,57,1.40327095985413,oven,keyboard,32-10-10,32-10-10_keyboard_10_n03085013_20216.png,False,2.3732543119526244,2.5158729553222656,0.0666666666666666,-3.900513825533584,30.785391807556152,10,1.2731601731601727,6,37.246342811987475,6
subject-01,1,58,0.665127992630005,boat,boat,8-10-10,8-10-10_boat_10_n02951358_34653.png,True,-1.2146833997623077,0.5900698900222778,0.2,-4.65004119203908,27.915477633476257,10,3.8027777777777776,4,30.832926252815287,2
subject-01,1,59,0.669102907180786,keyboard,keyboard,2-10-10,2-10-10_keyboard_10_n03085013_8932.png,True,-1.1953622838662574,0.3195432722568512,1.0,-0.057772824910033986,26.888416439294815,10,4.531060606060606,7,28.472263254683376,9
subject-01,1,60,1.21475315093994,chair,cat,1-10-10,1-10-10_cat_10_n02125311_35338.png,False,1.4569140012446087,0.0382655784487724,1.0,-0.004261560947119064,26.684518449008465,9,4.698290598290598,7,28.49880478056303,9
subject-01,1,61,1.05440711975098,bird,bicycle,16-10-10,16-10-10_bicycle_10_n03792782_5449.png,False,0.6775100134369122,2.2322447299957275,0.125,-3.322112741011259,30.440317630767822,10,2.0706349206349204,3,30.910412300208254,6
subject-01,1,62,0.816334962844849,bicycle,bicycle,4-10-10,4-10-10_bicycle_10_n03792782_9432.png,True,-0.4797022175284497,0.158917486667633,1.0,-0.02190091509569097,27.085879027843475,10,4.183333333333334,9,24.623084283810208,9
subject-01,1,63,1.21808791160583,car,bottle,1-10-10,1-10-10_bottle_10_n04591713_4291.png,False,1.473123481093324,0.3861259222030639,1.0,-0.07737770240552973,28.19341003894806,10,3.782911532911533,8,29.82187227569942,9
subject-01,1,64,0.755951166152954,truck,truck,4-10-10,4-10-10_truck_10_n04467665_67057.png,True,-0.7732135167583645,0.0938960090279579,1.0,-0.011679099565400957,25.91462830454111,9,4.426190476190476,8,24.114723947044613,9
subject-01,1,65,0.987732172012329,bird,keyboard,1-10-10,1-10-10_keyboard_10_n03085013_22790.png,False,0.3534189226313408,0.0432649925351142,1.0,-0.00490830921546814,25.84153438359499,9,5.024747474747475,6,26.709080763522795,9
subject-01,1,66,0.881647109985352,dog,dog,4-10-10,4-10-10_dog_10_n02086079_2896.png,True,-0.16223537687055697,0.8729145526885986,1.0,-0.18204588754933954,27.6162588596344,9,3.18015873015873,9,27.84479158607913,9
subject-01,1,67,0.831305980682373,boat,knife,8-10-10,8-10-10_knife_10_n03041632_40508.png,False,-0.4069316542810458,2.0798134803771973,0.0833333333333333,-4.085873972888101,29.4361355304718,9,1.4928321678321677,5,34.87517088926823,5
subject-01,1,68,1.18108701705933,car,boat,1-10-10,1-10-10_boat_10_n03344393_7942.png,False,1.2932709175583446,0.0611752569675445,1.0,-0.007243278523210376,25.418789319694042,9,7.160714285714286,3,21.309754176336973,9
subject-01,1,69,0.809026956558228,bear,bear,2-10-10,2-10-10_bear_10_n02134418_4352.png,True,-0.5152247010004839,0.0213965587317943,1.0,-0.0022047607194926803,23.996409691870213,9,10.083333333333332,4,14.90255277163009,9
subject-01,1,70,0.930731058120728,dog,cat,16-10-10,16-10-10_cat_10_n02123045_5157.png,False,0.07635004136767211,1.5960445404052734,1.0,-0.6262988774227919,29.177436113357544,10,2.7027777777777775,9,32.17832021989819,9
subject-01,1,71,1.18455910682678,dog,dog,16-10-10,16-10-10_dog_10_n02109047_14287.png,True,1.310147921564685,2.4980623722076416,0.5,-1.816396035651444,30.462292671203613,4,3.246825396825397,8,31.115701906663215,6
subject-01,1,72,0.922544956207275,truck,truck,2-10-10,2-10-10_truck_10_n03417042_14274.png,True,0.03655934353351958,0.0814091861248016,1.0,-0.009887179341941539,25.472613975405693,9,4.992857142857143,7,23.87059680331346,9
subject-01,1,73,0.934284925460815,airplane,airplane,2-10-10,2-10-10_airplane_10_n02690373_5885.png,True,0.09362454673874143,0.0797078758478164,1.0,-0.00997242177061737,27.463786140084267,10,2.7640262515262513,9,32.48926876634736,9
subject-01,1,74,0.970005989074707,cat,cat,32-10-10,32-10-10_cat_10_n02123394_571.png,True,0.2672561559713417,1.8714807033538816,0.2,-2.945779816178336,29.539746284484863,10,0.8468364968364965,7,38.40024243610743,7
subject-01,1,75,1.13007283210754,cat,cat,32-10-10,32-10-10_cat_10_n02123045_10171.png,True,1.0453030764377342,2.488842487335205,1.0,-1.8036760473530857,30.37528133392334,4,3.154761904761904,9,33.425940273184075,5
subject-01,1,76,0.679734945297241,bottle,bottle,8-10-10,8-10-10_bottle_10_n04560804_4909.png,True,-1.1436824708703062,1.847428798675537,1.0,-0.748377554039345,29.833735704421997,10,3.491244866244866,8,31.431037106946842,0
subject-01,1,77,0.667834043502808,keyboard,keyboard,8-10-10,8-10-10_keyboard_10_n03085013_7971.png,True,-1.2015299289477563,2.224792957305908,1.0,-0.8973949485972961,29.517453908920288,9,5.17550505050505,6,27.56532531376307,6
subject-01,1,78,0.655058145523071,keyboard,keyboard,16-10-10,16-10-10_keyboard_10_n03085013_21397.png,True,-1.2636305357379347,1.8626865148544312,0.5,-1.5150048527443902,29.81886351108551,10,2.8123737373737376,8,33.78326567845034,10
subject-01,1,79,1.09133815765381,boat,elephant,32-10-10,32-10-10_elephant_10_n02504458_4187.png,False,0.8570230204125704,2.458465099334717,0.1111111111111111,-3.1605831361794894,30.672685384750366,9,2.640415140415141,1,32.645485804125556,0
subject-01,1,80,0.672982931137085,cat,clock,8-10-10,8-10-10_clock_10_n03196217_6689.png,False,-1.1765024086207951,2.16414737701416,0.0909090909090909,-3.8521053762637014,30.13779926300049,10,0.10771312021311988,4,44.631440295417306,6
subject-01,1,81,0.742294073104858,knife,knife,4-10-10,4-10-10_knife_10_n03041632_26236.png,True,-0.839597403560046,0.1212112456560134,1.0,-0.020120157075449317,26.92701669037342,9,3.99563492063492,9,24.627555467409394,9
subject-01,1,82,0.518115043640137,car,car,8-10-10,8-10-10_car_10_n03100240_1262.png,True,-1.929278440577771,1.3192436695098877,0.1428571428571428,-4.406591146461439,29.535011768341064,10,0.5042790542790541,9,44.05076770121155,0
subject-01,1,83,0.724296092987061,clock,keyboard,64-10-10,64-10-10_keyboard_10_n04505470_5059.png,False,-0.9270813117820313,2.509019374847412,0.0714285714285714,-3.8205454466371402,30.627790451049805,5,0.8588023088023087,6,37.94883883203617,6
subject-01,1,84,1.11187410354614,bird,bird,1-10-10,1-10-10_bird_10_n01537544_26417.png,True,0.9568433776936496,0.0408749245107173,1.0,-0.004754083959743713,24.98613515868783,9,3.9350940725940724,7,30.840800423519994,8
subject-01,1,85,1.50014495849609,oven,bird,32-10-10,32-10-10_bird_10_n02009912_5714.png,False,2.8441358192563078,2.4978175163269043,0.1111111111111111,-3.2055238831174515,30.22707724571228,4,0.256299256299256,10,43.03858588130959,6
subject-01,1,86,0.947460889816284,bottle,chair,128-10-10,128-10-10_chair_10_n03376595_5972.png,False,0.15766978119647856,2.4312570095062256,0.0769230769230769,-3.957394708143851,30.42533588409424,10,0.7620171495171493,0,40.70086812304368,6
subject-01,1,87,0.747545957565308,clock,chair,2-10-10,2-10-10_chair_10_n04429376_805.png,False,-0.8140692401148517,0.0293861217796802,1.0,-0.0031626114492445535,25.752157662063837,9,4.6147186147186146,7,26.568513031364194,9
subject-01,1,88,,na,bicycle,128-10-10,128-10-10_bicycle_10_n03792782_4083.png,False,,2.247556686401367,0.0833333333333333,-4.0796876706917224,30.293754816055298,10,2.1595238095238094,0,31.45449698214212,6
subject-01,1,89,0.629324197769165,clock,clock,1-10-10,1-10-10_clock_10_n02708093_798.png,True,-1.3887171459440384,0.0195196419954299,1.0,-0.0019829847891441646,26.36156590282917,9,4.24120879120879,6,31.26156445717992,9
subject-01,1,90,0.823009967803955,bear,bear,1-10-10,1-10-10_bear_10_n02133161_1660.png,True,-0.44725660322052563,0.0757497102022171,1.0,-0.009148535386989854,25.10000565648079,9,8.916666666666666,4,16.605589261093044,9
subject-01,1,91,0.834322929382324,car,car,8-10-10,8-10-10_car_10_n04285008_9464.png,True,-0.39226698294295714,2.499959945678711,0.0833333333333333,-3.5227912269550727,30.55065631866455,10,0.1565226440226437,8,45.711824666629546,0
subject-01,1,92,0.884393930435181,chair,oven,16-10-10,16-10-10_oven_10_n04111531_3314.png,False,-0.14888373482170877,2.341851234436035,0.2,-3.0085983793503126,30.437446117401123,10,2.18271312021312,8,36.614186647391286,6
subject-01,1,93,1.0841121673584,knife,cat,128-10-10,128-10-10_cat_10_n02123394_5753.png,False,0.8218991972013479,1.8740241527557373,0.25,-2.9559984410577727,29.994131326675415,10,1.3562271062271058,7,35.06651703960462,4
subject-01,1,94,0.680179834365845,boat,boat,2-10-10,2-10-10_boat_10_n02951358_34042.png,True,-1.1415199707346255,0.1063194721937179,1.0,-0.014119113752518248,25.84409026801586,9,6.517857142857142,3,21.741380354166353,9
subject-01,1,95,0.709867000579834,boat,truck,64-10-10,64-10-10_truck_10_n03417042_7588.png,False,-0.997217704178208,2.567816972732544,0.0666666666666666,-3.3862228079908405,30.72263216972351,4,0.8535464535464532,0,35.609356207711535,0
subject-01,1,96,0.955595016479492,bird,truck,32-10-10,32-10-10_truck_10_n03417042_4200.png,False,0.19720783967929884,2.165396213531494,0.1111111111111111,-3.7763230635958016,30.19539475440979,10,0.9591630591630589,0,36.27080093823386,0
subject-01,1,97,0.835479974746704,airplane,airplane,4-10-10,4-10-10_airplane_10_n02690373_4335.png,True,-0.38664286013564275,0.0229686144739389,1.0,-0.0024090794078894112,25.57870360650122,9,5.288034188034188,7,24.940513604683552,9
subject-01,1,98,0.855570077896118,car,elephant,128-10-10,128-10-10_elephant_10_n02504458_6823.png,False,-0.2889896385746506,2.543394088745117,0.0769230769230769,-3.7004365493256985,31.077494382858276,10,3.3114219114219114,1,32.055574588131606,0
subject-01,1,99,0.602923154830933,boat,boat,4-10-10,4-10-10_boat_10_n03344393_4214.png,True,-1.5170463474575526,0.0600932724773883,1.0,-0.00704343217431092,25.090469036251307,9,8.18452380952381,3,20.391700598521552,9
subject-01,1,100,0.575103044509888,keyboard,keyboard,4-10-10,4-10-10_keyboard_10_n03085013_22949.png,True,-1.652273298599985,0.0636551603674888,1.0,-0.007500754376214174,24.569583386182785,9,5.233008658008658,6,23.801156830881865,6
subject-01,1,101,0.826666116714478,chair,bear,64-10-10,64-10-10_bear_10_n02132136_31664.png,False,-0.42948493141954247,2.601139545440674,0.1428571428571428,-2.808977612380844,30.44356632232666,4,5.276190476190475,6,25.10759899084305,3
subject-01,1,102,0.86435604095459,bottle,bottle,8-10-10,8-10-10_bottle_10_n03983396_1985.png,True,-0.24628315813526705,1.9126105308532717,0.5,-1.3370611090496496,29.8064866065979,10,1.796403596403596,8,33.302923446418646,0
subject-01,1,103,0.730192899703979,airplane,airplane,2-10-10,2-10-10_airplane_10_n02690373_9266.png,True,-0.8984183343673863,0.0115601038560271,1.0,-0.0011037120269524955,25.22649459168315,9,7.687301587301587,3,22.657338359443173,8
subject-01,1,104,0.796041011810303,elephant,bottle,128-10-10,128-10-10_bottle_10_n02823428_5961.png,False,-0.578346295260935,2.4927356243133545,0.25,-2.1543718274019943,30.596233129501343,9,0.6773920523920522,10,36.710728162808834,0
subject-01,1,105,0.791881084442139,bottle,bottle,4-10-10,4-10-10_bottle_10_n04579145_1856.png,True,-0.5985667145360245,0.0990379378199577,1.0,-0.012387691375964231,26.199548237025738,9,4.941666666666666,7,24.807949870723636,0
subject-01,1,106,1.017826795578,car,clock,64-10-10,64-10-10_clock_10_n02708093_7810.png,False,0.49970174263462397,2.6006155014038086,1.0,-1.8192870511904247,30.59570050239563,5,1.4414585414585412,10,39.462742163302316,6
subject-01,1,107,0.715456008911133,dog,dog,1-10-10,1-10-10_dog_10_n02100735_4949.png,True,-0.9700508616377058,0.8205838203430176,1.0,-0.16392747419917256,26.625097155570984,9,3.8206349206349204,8,27.762418808283726,9
subject-01,1,108,0.821612119674683,bear,chair,32-10-10,32-10-10_chair_10_n03376595_7275.png,False,-0.45405121109591623,2.7102866172790527,0.0714285714285714,-3.1416314344235388,31.093021869659424,4,0.6987484737484735,0,38.63867841186164,10
subject-01,1,109,0.606955051422119,bottle,bottle,2-10-10,2-10-10_bottle_10_n03983396_16741.png,True,-1.4974482553919284,0.0958244130015373,1.0,-0.01193096435225379,25.01764389127493,9,5.426190476190476,6,22.948665176553728,0
subject-01,1,110,0.707011938095093,boat,boat,32-10-10,32-10-10_boat_10_n04612504_8719.png,True,-1.0110954850596376,2.589887857437134,0.0909090909090909,-3.1805154299875658,30.717145919799805,4,2.808766233766234,2,30.015207544966394,2
subject-01,1,111,1.3626880645752,chair,chair,1-10-10,1-10-10_chair_10_n02791124_3570.png,True,2.1759904933059055,0.0097097354009747,1.0,-0.0009192876192705586,25.36974206753075,9,3.894047619047619,8,27.969180838646473,9
subject-01,1,112,0.890607833862305,elephant,bear,32-10-10,32-10-10_bear_10_n02132136_9557.png,False,-0.11867942558473761,2.4321084022521973,0.25,-2.506190529780728,30.40289878845215,10,8.533333333333331,2,22.572657365467578,4
subject-01,1,113,0.722338199615479,bicycle,bird,64-10-10,64-10-10_bird_10_n02002556_5730.png,False,-0.9365981666127878,2.415951728820801,0.0769230769230769,-4.03022865885409,30.456456184387207,10,0.19995004995004959,3,43.11103804855821,7
subject-01,1,114,1.02623581886292,bicycle,oven,4-10-10,4-10-10_oven_10_n04111531_8959.png,False,0.5405760083288632,2.353635311126709,0.3333333333333333,-1.8084785018206089,30.54644227027893,10,1.213131313131313,9,36.26561229687777,6
subject-01,1,115,0.889865159988403,car,cat,128-10-10,128-10-10_cat_10_n02123159_8101.png,False,-0.12228938695807336,1.9695568084716797,0.5,-2.1772215608962338,30.05566930770874,10,2.7484848484848485,5,31.45266873884222,4
subject-01,1,116,0.655789136886597,cat,cat,8-10-10,8-10-10_cat_10_n02123597_8890.png,True,-1.2600773602738424,0.0908789932727813,1.0,-0.011524369280600785,25.302180349826813,9,3.5976190476190473,8,29.291472892006276,9
subject-01,1,117,0.793623208999634,elephant,elephant,1-10-10,1-10-10_elephant_10_n02504458_220.png,True,-0.5900986606821115,0.105384424328804,1.0,-0.013356075280373489,24.83803929761052,9,7.783333333333333,1,20.22398250900618,9
