model,item_id,condition,entity,correct,intuitive,population_ratio,auc_boost_neg,auc_boost_pos,layer_argmax_boost,output_entropy,output_rank_correct,output_logprob_correct,output_logprobdiff,auc_entropy,layer_biggest_change_entropy,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,control_auc_entropy,control_layer_biggest_change_entropy,control_auc_rank_correct,control_layer_biggest_change_rank_correct,control_auc_logprob_correct,control_layer_biggest_change_logprob_correct,control_auc_logprobdiff_pos,control_auc_logprobdiff_neg,control_layer_biggest_change_logprobdiff
Llama-2-7b-hf,9,correct_first,Switzerland,Bern,Zurich,3.247767857,34.35567030852409,53.07264571911367,24,3.2270954,1.0,-1.0635002,1.8149348,149.46111786,11,7.7026904604419535,24,246.99533656,19,61.22391804,32.85695200000001,24,171.3938569,15,0.0026106918436400346,30,422.6553765,30,1.921077999999996,63.610861,2
Llama-2-7b-hf,9,intuitive_first,Switzerland,Bern,Zurich,3.247767857,32.30447977100224,61.534013709077,24,3.0833645,1.0,-0.92751396,2.68385604,149.01306615,11,9.020935228110172,23,237.3127247099,19,74.3736648901,25.107558699999995,24,171.3938569,15,0.0026106918436400346,30,422.6553765,30,1.921077999999996,63.610861,2
Llama-2-7b-hf,10,correct_first,Turkey,Ankara,Istanbul,2.926126126,76.53939306557017,80.79430431240793,27,3.2778373,1.0,-1.1269746,1.7515907,155.06028617,17,5.259737797341426,27,277.152132762,24,34.692285138,62.899913881,24,171.39384560000002,15,0.079721994159154,25,342.440376,9,73.2261405,2.390634499999999,16
Llama-2-7b-hf,10,intuitive_first,Turkey,Ankara,Istanbul,2.926126126,57.74038698030602,79.30974704874085,27,3.23327,1.0,-1.0220251,2.5765819,160.77549514,11,6.168868175755247,26,260.358635145,24,43.808396855000005,40.71472155,24,171.39384560000002,15,0.079721994159154,25,342.440376,9,73.2261405,2.390634499999999,16
Llama-2-7b-hf,11,correct_first,United Arab Emirates,Abu Dhabi,Dubai,1.9375,44.670675356513726,65.83087635895242,27,2.0370748,1.0,-0.44248915,3.57547985,153.022342428,22,7.857999120602795,25,227.1744369264,16,41.982999073600006,35.29863088,11,171.39384129999996,15,0.02231466461826773,29,414.34367399999996,23,42.7600265,26.128349999999998,13
Llama-2-7b-hf,11,intuitive_first,United Arab Emirates,Abu Dhabi,Dubai,1.9375,40.4190419122315,70.84235413517273,27,1.8460073,1.0,-0.3945717,4.2374743,153.359925899,11,8.605385182725694,24,219.1617353378,16,48.7503998622,24.77572078,11,171.39384129999996,15,0.02231466461826773,29,414.34367399999996,23,42.7600265,26.128349999999998,13
Llama-2-7b-hf,12,correct_first,Alabama,Montgomery,Birmingham,1.010416667,58.33438498064031,104.57477139911717,25,2.8297238,1.0,-0.9262702,2.3535909999999998,145.17675677,11,8.500029438694229,23,252.873144754,20,98.318681146,26.029123299999995,20,171.39384560000002,15,0.0014678735949749044,30,468.6965875,30,0.0,99.6847741,30
Llama-2-7b-hf,12,intuitive_first,Alabama,Montgomery,Birmingham,1.010416667,55.361543470712604,110.78148413958222,25,3.0434666,1.0,-1.0422369,2.6775254000000004,147.86486045,11,9.222546826216595,22,250.44828791999998,20,107.32096787999998,25.476155400000003,20,171.39384560000002,15,0.0014678735949749044,30,468.6965875,30,0.0,99.6847741,30
Llama-2-7b-hf,13,correct_first,Alaska,Juneau,Anchorage,9.099678457,59.815809126614425,58.51980618422734,24,3.1700954,1.0,-1.0510609,1.8612223,163.74793175,11,6.0704923435246085,25,297.8954383,22,15.183442699999997,44.9103482,24,171.3938569,15,0.001424413415990795,29,436.391054,26,0.0,93.95067799999998,30
Llama-2-7b-hf,13,intuitive_first,Alaska,Juneau,Anchorage,9.099678457,65.09598735514172,70.42832683421909,24,3.2253485,1.0,-1.0093852,2.0330295,158.96883804,11,7.056474567997119,24,295.5781195,24,21.750488100000002,41.91354539999999,24,171.3938569,15,0.001424413415990795,29,436.391054,26,0.0,93.95067799999998,30
Llama-2-7b-hf,14,correct_first,California,Sacramento,Los Angeles,7.210626186,24.563296181409353,84.94972401421552,20,2.6971605,1.0,-0.6649242,3.4029388000000003,140.67789493959998,11,11.184024509893757,20,227.06926136888,19,83.55247963112,33.0719262,20,171.39384560000002,15,0.008984062674527265,29,390.33884950000004,14,46.32437150000001,10.449702999999996,4
Llama-2-7b-hf,14,intuitive_first,California,Sacramento,Los Angeles,7.210626186,21.364890491296162,92.56517291262116,20,2.4607875,1.0,-0.5970942,4.2117232,132.4658533145,11,11.152518840320429,20,231.37414643376002,19,99.42420056624002,29.6230344,20,171.39384560000002,15,0.008984062674527265,29,390.33884950000004,14,46.32437150000001,10.449702999999996,4
Llama-2-7b-hf,15,correct_first,Connecticut,Hartford,Bridgeport,1.243697479,47.84028045933669,72.53507505242004,20,2.7687461,1.0,-0.70819587,2.88284883,134.578110859,11,10.59794397008368,21,261.548496782,19,80.511216518,31.587907499999993,19,171.3938569,15,0.00686900435418105,6,384.27372199999996,26,23.288975,10.496316499999995,2
Llama-2-7b-hf,15,intuitive_first,Connecticut,Hartford,Bridgeport,1.243697479,39.76758471292726,80.3676175627646,20,2.212767,1.0,-0.4555622,4.174116,133.119834796,11,11.099515363471834,20,257.7925721729,19,102.5900301271,29.773522000000003,20,171.3938569,15,0.00686900435418105,6,384.27372199999996,26,23.288975,10.496316499999995,2
Llama-2-7b-hf,16,correct_first,Delaware,Dover,Wilmington,1.791563275,68.88337111358716,81.20326934485023,29,3.9998896,1.0,-1.8723631,0.8602342999999999,144.86942474,11,3.1256941178404225,29,283.67340345,23,26.602817150000003,44.611254159999994,29,171.3938569,15,0.02106486054510847,29,399.9665095,29,71.36811149999998,10.482935000000001,29
Llama-2-7b-hf,16,intuitive_first,Delaware,Dover,Wilmington,1.791563275,57.548905923913516,94.48197232310724,23,3.8085248,1.0,-1.4804951,2.6090249000000005,147.54114356,11,4.939340600269471,27,265.995134834,23,44.949459665999996,15.021081500000001,29,171.3938569,15,0.02106486054510847,29,399.9665095,29,71.36811149999998,10.482935000000001,29
Llama-2-7b-hf,17,correct_first,Florida,Tallahassee,Jacksonville,4.917073171,65.24680252952302,95.9879776280244,28,3.2895057,1.0,-1.1253512,2.5250616,157.62986530900002,11,4.223712053371191,27,314.24214702257,21,41.841905077430006,44.4892715,28,171.3938397,15,0.09215137860836742,29,356.5189696,29,62.6065479,4.6947220000000005,14
Llama-2-7b-hf,17,intuitive_first,Florida,Tallahassee,Jacksonville,4.917073171,64.06347762192806,97.73228214955535,28,3.3305297,1.0,-1.1146246,2.725892,161.80995657,11,4.2285997435017935,27,314.01426769227,21,42.58566740773,41.50949390000001,28,171.3938397,15,0.09215137860836742,29,356.5189696,29,62.6065479,4.6947220000000005,14
Llama-2-7b-hf,18,correct_first,Illinois,Springfield,Chicago,23.53153153,73.38649154708982,77.65153560226933,21,3.366174,1.0,-1.4016601,0.6566018000000002,142.34670277,11,9.056546965910012,22,265.88592582,21,27.89896868,50.01783335,21,171.3938569,15,0.0020162920719924114,29,431.24756749999995,26,17.196906500000004,42.5176705,6
Llama-2-7b-hf,18,intuitive_first,Illinois,Springfield,Chicago,23.53153153,63.95336071941104,95.64282817677856,21,3.3386788,1.0,-1.276473,1.6669980000000002,136.27809489999999,11,9.586382827009498,22,268.24626652,21,51.210239879999996,32.8448768,21,171.3938569,15,0.0020162920719924114,29,431.24756749999995,26,17.196906500000004,42.5176705,6
Llama-2-7b-hf,19,correct_first,Kansas,Topeka,Wichita,3.16,30.70457665605764,52.748715915345855,23,3.4693904,1.0,-1.6651114,0.6347561999999998,145.88529585,11,4.813984340564401,27,279.531010552,24,48.248109647999996,8.084644,20,171.39384560000002,15,0.006760184716895391,29,391.3210775,26,62.09725799999999,3.9854710000000004,7
Llama-2-7b-hf,19,intuitive_first,Kansas,Topeka,Wichita,3.16,25.987237274614344,51.708371072457325,23,3.4272616,1.0,-1.5838938,0.806405,145.39456572,11,4.787166220124702,27,276.405047971,27,51.603360529,6.997823499999999,20,171.39384560000002,15,0.006760184716895391,29,391.3210775,26,62.09725799999999,3.9854710000000004,7
Llama-2-7b-hf,20,correct_first,Kentucky,Frankfort,Louisville,21.95729537,39.40609821069959,59.8984283872968,29,3.135533,1.0,-1.1453626,1.0134287,146.89018141999998,11,6.520052163251919,27,223.087866694,19,45.24996290600001,14.837682099999999,29,171.3938569,15,0.017523429127999222,9,357.493922,4,110.50033199999999,0.6190469999999983,0
Llama-2-7b-hf,20,intuitive_first,Kentucky,Frankfort,Louisville,21.95729537,32.30766190021166,68.80375665451746,24,2.9752812,1.0,-0.9472699,1.7987528000000002,146.64074759,11,9.204758986521398,23,215.667358508,19,63.34683259199999,2.339372170000001,0,171.3938569,15,0.017523429127999222,9,357.493922,4,110.50033199999999,0.6190469999999983,0
Llama-2-7b-hf,21,correct_first,Louisiana,Baton Rouge,New Orleans,1.63255814,54.406434623011435,95.20448129076044,20,3.377295,1.0,-1.2208377,1.0883149,139.047082371,11,11.114363615446308,20,202.08229768900003,20,104.904495611,9.9595654,20,171.3938397,15,0.0010039489480738308,30,454.1729825,7,0.001234999999999431,93.04198900000002,7
Llama-2-7b-hf,21,intuitive_first,Louisiana,Baton Rouge,New Orleans,1.63255814,41.18195158446182,97.10449508135596,20,3.2509665,1.0,-1.0647999,2.1759337,137.345252836,11,11.118102438160953,20,202.0717934585,20,126.37563364149999,9.259293000000001,20,171.3938397,15,0.0010039489480738308,30,454.1729825,7,0.001234999999999431,93.04198900000002,7
Llama-2-7b-hf,22,correct_first,Maine,Augusta,Portland,3.619791667,57.73039565366639,64.40253415089738,24,2.7363052,1.0,-0.70611024,2.09369566,162.3405406,11,4.645864571803079,27,299.60333384,24,8.451289860000003,72.71999681000001,24,171.3938569,15,0.0017885359813306508,29,431.50023799999997,26,1.739717999999998,42.4549485,14
Llama-2-7b-hf,22,intuitive_first,Maine,Augusta,Portland,3.619791667,49.0515482026344,71.46521168426267,24,2.102933,1.0,-0.44539636,2.95499044,152.75458756,11,7.044534627386843,24,285.78145457000005,24,21.41890703,53.625744999999995,24,171.3938569,15,0.0017885359813306508,29,431.50023799999997,26,1.739717999999998,42.4549485,14
Llama-2-7b-hf,23,correct_first,Maryland,Annapolis,Baltimore,13.72208437,59.79835849267466,76.38964475436522,25,2.9282038,1.0,-1.001216,1.3447723,140.407703138,11,6.986967618314556,25,286.38089343499996,25,27.719312565,87.659187045,25,171.3938569,15,0.002519829541585615,29,438.986011,26,3.0355735,40.94117849999999,29
Llama-2-7b-hf,23,intuitive_first,Maryland,Annapolis,Baltimore,13.72208437,53.855946437048615,77.32351893187108,25,2.9062598,1.0,-0.8878659,2.0739661,143.967428584,17,7.01787351801848,25,277.449791574,20,31.813454026,77.49862204,25,171.3938569,15,0.002519829541585615,29,438.986011,26,3.0355735,40.94117849999999,29
Llama-2-7b-hf,24,correct_first,Michigan,Lansing,Detroit,5.625,71.04199110197759,97.97276340861534,27,3.0808613,1.0,-1.0453357,1.4252462999999997,142.48089782,11,5.338183883694318,26,291.9672160905,26,24.105416709500002,78.64068490999999,26,171.39384560000002,15,0.02777930590675451,29,397.3753655,29,21.707655000000003,14.7382375,29
Llama-2-7b-hf,24,intuitive_first,Michigan,Lansing,Detroit,5.625,61.38565749774167,112.16663740776019,27,2.9222488,1.0,-0.8534838,2.2617443999999995,143.858804565,11,5.726039093768199,26,277.4147459368,21,33.3260102632,55.608868969999996,27,171.39384560000002,15,0.02777930590675451,29,397.3753655,29,21.707655000000003,14.7382375,29
Llama-2-7b-hf,25,correct_first,Minnesota,St. Paul,Minneapolis,1.408026756,67.33006827282792,56.64675586630845,29,3.7131257,1.0,-1.8798094,1.4889582999999997,149.29172889,11,2.712343148646352,29,342.98449803,27,15.37949437,98.67061209,29,171.39384560000002,15,0.006678997033657058,29,422.3343015,29,4.930828,50.7277435,11
Llama-2-7b-hf,25,intuitive_first,Minnesota,St. Paul,Minneapolis,1.408026756,69.54112372443322,59.38459919826232,29,3.8237722,1.0,-1.9083421,1.2711201,150.54483545,17,2.9688518077557005,29,334.41224516,27,16.10149564,94.20202303,29,171.39384560000002,15,0.006678997033657058,29,422.3343015,29,4.930828,50.7277435,11
Llama-2-7b-hf,26,correct_first,Montana,Helena,Billings,3.426183844,49.53324066729205,80.84906105545137,23,3.4754515,1.0,-1.2828151,1.8266714999999998,144.10884197000001,11,6.611139324521478,23,290.081080934,19,36.983991165999996,36.030683,19,171.3938569,15,0.000574407911210462,30,466.461023,26,0.0,87.11143349999999,16
Llama-2-7b-hf,26,intuitive_first,Montana,Helena,Billings,3.426183844,46.16539073243671,82.37167791377473,23,3.3217063,1.0,-1.1233859,2.3054028000000004,142.9943976,11,7.107784439405912,23,289.93219045600006,19,41.687381144,36.2125555,19,171.3938569,15,0.000574407911210462,30,466.461023,26,0.0,87.11143349999999,16
Llama-2-7b-hf,27,correct_first,Nebraska,Lincoln,Omaha,1.606060606,72.38533720417024,88.18909920169988,22,3.6545513,1.0,-1.6733999,0.7842045000000002,148.10127548000003,11,8.469884290960332,22,295.1804151,20,82.2226413,43.67331469999999,22,171.3938569,15,0.016293494461012987,26,369.637626,26,36.6220245,7.7074700000000025,12
Llama-2-7b-hf,27,intuitive_first,Nebraska,Lincoln,Omaha,1.606060606,64.79164166141948,92.74640899737135,22,3.5879242,1.0,-1.4242804,1.4390869000000002,145.67236741,11,8.527838185457515,22,293.16660622,20,92.96329088000002,41.52373000000001,22,171.3938569,15,0.016293494461012987,26,369.637626,26,36.6220245,7.7074700000000025,12
Llama-2-7b-hf,28,correct_first,Nevada,Carson City,Las Vegas,11.63194444,89.53345779763433,76.89806787777667,24,3.7562742,1.0,-1.7431798,0.6195192,145.59572062,11,3.2894599802724294,29,357.08869264,24,4.613831059999998,136.522422552,24,171.39384560000002,15,0.008511215716795032,29,432.65865399999996,26,16.615597,68.2160945,14
Llama-2-7b-hf,28,intuitive_first,Nevada,Carson City,Las Vegas,11.63194444,72.91587800322928,82.7502033121107,27,3.58055,1.0,-1.5846224,1.5597991999999998,145.27879166,11,4.746569970496573,27,340.50210697,19,9.462399629999998,105.50019285500001,23,171.39384560000002,15,0.008511215716795032,29,432.65865399999996,26,16.615597,68.2160945,14
Llama-2-7b-hf,29,correct_first,New Hampshire,Concord,Manchester,2.561247216,44.22933946868277,78.21767691703486,28,3.4319668,1.0,-1.3168267,2.3776847,154.75793978000002,11,5.12320932887369,27,284.99676417,19,16.49356603,45.3208665,28,171.3938569,15,0.0032441479536729914,29,419.173333,3,30.002590000000005,21.053632,3
Llama-2-7b-hf,29,intuitive_first,New Hampshire,Concord,Manchester,2.561247216,40.088977044607056,97.85893057651579,28,3.142863,1.0,-0.96862096,3.4835556399999996,146.181912871,11,8.30892964658425,23,267.26484373000005,19,45.12656177,34.725174,19,171.3938569,15,0.0032441479536729914,29,419.173333,3,30.002590000000005,21.053632,3
Llama-2-7b-hf,30,correct_first,New Jersey,Trenton,Newark,3.407572383,53.22488793359591,45.96941375054135,23,3.5832424,1.0,-1.4237874,0.7704782000000001,165.216275,11,7.516581593477667,23,296.90970353,23,13.92468987,76.6051596,23,171.39384560000002,15,0.00416698070155912,29,399.4500225,29,4.853273000000003,43.171066999999994,4
Llama-2-7b-hf,30,intuitive_first,New Jersey,Trenton,Newark,3.407572383,47.030437523183274,52.031557226693295,23,3.477016,1.0,-1.1887096,1.5829631,162.96822482,11,8.027787837050465,23,286.825124676,23,26.412421123999998,65.315958,23,171.39384560000002,15,0.00416698070155912,29,399.4500225,29,4.853273000000003,43.171066999999994,4
Llama-2-7b-hf,31,correct_first,New Mexico,Santa Fe,Albuquerque,6.182019978,53.130501920323184,70.29974086658322,22,3.4605386,1.0,-1.4131315,1.2786579000000002,144.51683126,11,9.486237181461187,22,248.55922127699998,19,103.353481323,5.889078000000001,26,171.3938569,15,0.0038913980054105374,30,429.730324,15,20.209760000000003,14.1361895,15
Llama-2-7b-hf,31,intuitive_first,New Mexico,Santa Fe,Albuquerque,6.182019978,49.06683656099996,75.49777544054014,22,3.4009843,1.0,-1.2952425,1.7339764999999998,143.044724487,11,9.40617778359095,22,248.4752988377,19,113.30664716230001,5.861640500000004,26,171.3938569,15,0.0038913980054105374,30,429.730324,15,20.209760000000003,14.1361895,15
Llama-2-7b-hf,32,correct_first,New York,Albany,New York,77.05825243,76.61833300647629,74.45856731922937,20,2.6930854,1.0,-1.0364975,0.33065409999999984,138.21049209,11,10.584147867860008,20,245.996874592,20,67.408328308,54.08680696999999,20,171.3938569,15,0.0033078063954723167,30,423.291362,30,0.10091000000000072,62.2600435,0
Llama-2-7b-hf,32,intuitive_first,New York,Albany,New York,77.05825243,57.40606024443356,79.49779977510835,20,2.6247654,1.0,-0.68530256,1.53588284,141.139263496,11,11.10689619753417,20,239.889973173,20,94.60574982699998,48.43561089999999,20,171.3938569,15,0.0033078063954723167,30,423.291362,30,0.10091000000000072,62.2600435,0
Llama-2-7b-hf,33,correct_first,North Carolina,Raleigh,Charlotte,1.892712551,64.14239450850806,100.50559755206069,27,3.4243205,1.0,-1.4685991,3.8356125000000003,152.172766184,11,4.529490663419384,27,289.85497913,27,33.00758427,57.970180840000005,27,171.39384560000002,15,0.054777203018704916,29,355.20382670000004,29,41.0674633,12.869587000000003,14
Llama-2-7b-hf,33,intuitive_first,North Carolina,Raleigh,Charlotte,1.892712551,67.96494941164077,100.4697744970428,27,3.5245578,1.0,-1.4743702,3.5266950999999995,154.60516241,11,4.419047819254548,27,292.31602093800007,27,30.618421262,68.29571447000001,27,171.39384560000002,15,0.054777203018704916,29,355.20382670000004,29,41.0674633,12.869587000000003,14
Llama-2-7b-hf,34,correct_first,North Dakota,Bismarck,Fargo,1.815789474,22.778199498006515,59.628100418629536,26,3.6055567,1.0,-1.4300402,1.3216563999999997,157.26007921,11,5.232365219109655,26,261.259990696,3,82.888936404,0.46362200000000087,26,171.3938397,15,0.05297318302287586,29,369.011772,29,42.05549249999999,5.462058000000001,8
Llama-2-7b-hf,34,intuitive_first,North Dakota,Bismarck,Fargo,1.815789474,21.76982936174077,63.535621640339436,26,3.6521506,1.0,-1.5005498,1.6529875,151.88612858,11,4.699298440509494,27,267.893016323,13,88.889310077,0.4488450000000004,26,171.3938397,15,0.05297318302287586,29,369.011772,29,42.05549249999999,5.462058000000001,8
Llama-2-7b-hf,35,correct_first,Oregon,Salem,Portland,3.45505618,70.0203662665439,92.0755511506189,27,3.5336225,1.0,-1.4303088,1.0194302000000002,155.83364957999999,11,3.580426713872271,28,303.8610437560001,27,17.804054744000002,88.10817970000001,27,171.3938569,15,0.030264120663787742,29,370.18804550000004,29,36.65869449999999,16.061732499999998,14
Llama-2-7b-hf,35,intuitive_first,Oregon,Salem,Portland,3.45505618,60.860731069836056,106.10772422412882,27,3.303964,1.0,-1.0940034,2.279439,156.47035069,11,4.25407940323621,27,279.113639589,27,28.585753111,55.557941,27,171.3938569,15,0.030264120663787742,29,370.18804550000004,29,36.65869449999999,16.061732499999998,14
Llama-2-7b-hf,36,correct_first,Pennsylvania,Harrisburg,Philadelphia,30.34,42.35317267580771,76.00871898500525,21,3.3358147,1.0,-1.1406919,1.5173167,141.37113415,11,10.249426308607237,21,215.044470451,20,51.177261349000005,14.822683800000004,21,171.3938569,15,0.004605751540829021,5,393.021162,5,19.647885499999994,28.318078999999997,5
Llama-2-7b-hf,36,intuitive_first,Pennsylvania,Harrisburg,Philadelphia,30.34,42.973684120575285,76.18722223912202,21,3.506347,1.0,-1.2851394,1.7010252,145.6809359,11,10.279287590163,21,218.660173289,20,46.112951810999995,14.277249,21,171.3938569,15,0.004605751540829021,5,393.021162,5,19.647885499999994,28.318078999999997,5
Llama-2-7b-hf,37,correct_first,South Dakota,Pierre,Sioux Falls,15.57971014,40.805230998472766,53.14502218398477,20,3.0946794,1.0,-0.8507725,2.3224972,136.32155146000002,11,11.085217877702295,20,248.24326819,20,52.475048210000004,30.916703,20,171.3938569,15,0.002337753296168934,7,417.53264049999996,7,45.269812,9.717568500000002,7
Llama-2-7b-hf,37,intuitive_first,South Dakota,Pierre,Sioux Falls,15.57971014,39.09068320829589,62.32070318114619,20,2.9099393,1.0,-0.7248335,2.9486905,135.11431707600002,11,11.051206334407052,20,255.095165185,20,66.310534815,32.229383999999996,20,171.3938569,15,0.002337753296168934,7,417.53264049999996,7,45.269812,9.717568500000002,7
Llama-2-7b-hf,38,correct_first,Texas,Austin,Houston,2.349848332,25.112247756495737,71.09898972018702,20,3.1072319,1.0,-0.97818625,3.3848084499999995,137.07318268400002,11,11.381881076199079,20,206.1823254629,19,98.7046484371,5.704774499999999,20,171.3938569,15,0.011442525548805772,3,366.78673050000003,3,15.369558499999997,6.0804680000000015,3
Llama-2-7b-hf,38,intuitive_first,Texas,Austin,Houston,2.349848332,24.9459802935816,74.2855463717504,20,3.105694,1.0,-0.9022915,3.5635345,134.4672962957,11,11.364770179541283,20,206.28926007805,19,102.42637922195001,5.791864799999999,20,171.3938569,15,0.011442525548805772,3,366.78673050000003,3,15.369558499999997,6.0804680000000015,3
Llama-2-7b-hf,39,correct_first,Vermont,Montpelier,Burlington,5.620253165,46.22149969916272,80.76592428942119,25,3.4131932,1.0,-1.307215,0.9799947,158.46305043,11,8.758004764002127,24,242.113104045,20,69.89717765500002,2.4768480000000004,25,171.39384560000002,15,0.0014678735949749044,30,468.6965875,30,4.777037999999999,46.17942499999998,11
