model,item_id,entity,correct,intuitive,population_ratio,auc_boost_neg,auc_boost_pos,layer_argmax_boost,output_entropy,output_rank_correct,output_logprob_correct,output_logprobdiff,auc_entropy,layer_biggest_change_entropy,auc_rank_correct,layer_biggest_change_rank_correct,auc_logprob_correct,layer_biggest_change_logprob_correct,auc_logprobdiff_pos,auc_logprobdiff_neg,layer_biggest_change_logprobdiff,control_auc_entropy,control_layer_biggest_change_entropy,control_auc_rank_correct,control_layer_biggest_change_rank_correct,control_auc_logprob_correct,control_layer_biggest_change_logprob_correct,control_auc_logprobdiff_pos,control_auc_logprobdiff_neg,control_layer_biggest_change_logprobdiff
Llama-2-7b-hf,22,Maine,Augusta,Portland,3.619791667,51.468122445561896,33.880984683674384,29,3.8303738,1.0,-1.5454774,1.1014861999999999,171.43922840000002,16,2.8236667627418153,29,315.5783316,21,4.172846999999999,87.83987640000001,29,171.3938569,15,0.0017885359813306508,29,431.50023799999997,26,1.739717999999998,42.4549485,14
Llama-2-7b-hf,23,Maryland,Annapolis,Baltimore,13.72208437,77.0300063005735,52.338137506810924,26,4.236195,0.1111111111111111,-3.391621,-0.9477228000000002,165.25079738999997,16,3.9893459128644273,28,327.983517,26,3.4682975999999996,123.41028142,26,171.3938569,15,0.002519829541585615,29,438.986011,26,3.0355735,40.94117849999999,29
Llama-2-7b-hf,24,Michigan,Lansing,Detroit,5.625,90.51660144348605,102.41966096414964,27,3.5597267,1.0,-1.1664563,2.50622,163.59852502,16,4.565942544697423,27,311.46311840199996,26,28.539436897999995,99.83017247,26,171.39384560000002,15,0.02777930590675451,29,397.3753655,29,21.707655000000003,14.7382375,29
Llama-2-7b-hf,25,Minnesota,St. Paul,Minneapolis,1.408026756,73.73937587753642,76.54348205798229,29,3.958122,1.0,-1.7549773,1.8313789,163.82701877,16,2.8495773494383156,29,343.318713385,27,33.25870321499999,100.1183587,29,171.39384560000002,15,0.006678997033657058,29,422.3343015,29,4.930828,50.7277435,11
Llama-2-7b-hf,26,Montana,Helena,Billings,3.426183844,20.31486569741643,54.6290439508681,27,4.0766993,1.0,-1.6194949,3.5920533999999993,159.08166126999998,16,6.303907391121369,26,298.53879463000004,26,46.20539747,42.7018975,1,171.3938569,15,0.000574407911210462,30,466.461023,26,0.0,87.11143349999999,16
Llama-2-7b-hf,27,Nebraska,Lincoln,Omaha,1.606060606,49.36775389045289,82.34510098565086,18,3.3647661,1.0,-0.99133784,2.36819836,160.9492967,16,8.892272618320705,22,271.298927084,18,95.51998741599999,15.751474800000002,18,171.3938569,15,0.016293494461012987,26,369.637626,26,36.6220245,7.7074700000000025,12
Llama-2-7b-hf,28,Nevada,Carson City,Las Vegas,11.63194444,112.79961378297486,76.11607322745682,24,3.3206697,1.0,-0.9485677,2.3258523,160.79529975000003,16,2.941075175372157,29,422.76797515000004,24,5.02920805,228.66582083999998,24,171.39384560000002,15,0.008511215716795032,29,432.65865399999996,26,16.615597,68.2160945,14
Llama-2-7b-hf,29,New Hampshire,Concord,Manchester,2.561247216,32.10841333768927,71.18035699292929,28,3.5594919,1.0,-1.2415032,4.7355128,179.08388428,16,5.11264723330268,27,288.44023002,23,42.63497218,21.082349200000003,6,171.3938569,15,0.0032441479536729914,29,419.173333,3,30.002590000000005,21.053632,3
Llama-2-7b-hf,30,New Jersey,Trenton,Newark,3.407572383,49.7041500155138,61.30981420696782,25,3.6823149,1.0,-1.1835388,2.5386964,170.19781617,16,6.367975778697868,25,314.45324000000005,23,18.7399608,101.066494,25,171.39384560000002,15,0.00416698070155912,29,399.4500225,29,4.853273000000003,43.171066999999994,4
Llama-2-7b-hf,31,New Mexico,Santa Fe,Albuquerque,6.182019978,36.24505972681535,71.9186603919632,26,3.8649685,1.0,-1.4621024,1.5716038,160.310520667,16,9.680498461995658,22,283.87676405269997,18,75.00915594729999,47.7368015,15,171.3938569,15,0.0038913980054105374,30,429.730324,15,20.209760000000003,14.1361895,15
Llama-2-7b-hf,32,New York,Albany,New York,77.05825243,54.72217250188487,64.55578328470678,20,4.1065054,1.0,-1.8943146,1.1252081,161.57005957,16,11.18875198220602,20,224.390978152,19,43.66215794800001,51.9749378,20,171.3938569,15,0.0033078063954723167,30,423.291362,30,0.10091000000000072,62.2600435,0
Llama-2-7b-hf,33,North Carolina,Raleigh,Charlotte,1.892712551,86.9548676261603,107.0617387499818,27,3.3875933,1.0,-0.99064267,4.93058833,164.67133153,16,4.46008800178634,27,323.71889038940003,25,31.744525710599994,129.91433722000002,27,171.39384560000002,15,0.054777203018704916,29,355.20382670000004,29,41.0674633,12.869587000000003,14
Llama-2-7b-hf,34,North Dakota,Bismarck,Fargo,1.815789474,13.050155496619956,48.80939231494001,26,3.5588496,1.0,-1.095231,2.2982329999999997,161.86741345000002,16,4.419126591948543,27,302.916457174,26,68.250305726,0.0,26,171.3938397,15,0.05297318302287586,29,369.011772,29,42.05549249999999,5.462058000000001,8
Llama-2-7b-hf,35,Oregon,Salem,Portland,3.45505618,91.52207265629096,96.10070519590023,27,3.724626,1.0,-1.228314,2.1821813,163.20388067,16,4.039162408505292,27,355.9952746806,27,18.529250419399997,136.684232,27,171.3938569,15,0.030264120663787742,29,370.18804550000004,29,36.65869449999999,16.061732499999998,14
Llama-2-7b-hf,36,Pennsylvania,Harrisburg,Philadelphia,30.34,50.685944171959775,44.23690050793851,5,4.0367537,0.25,-2.459101,-0.5161305,166.25992141,16,4.7488675240041545,28,228.0286388,3,29.713442499999992,38.18660422000001,5,171.3938569,15,0.004605751540829021,5,393.021162,5,19.647885499999994,28.318078999999997,5
Llama-2-7b-hf,37,South Dakota,Pierre,Sioux Falls,15.57971014,38.89741508337967,63.90179636833463,25,3.9765353,1.0,-1.7795023,1.9311104999999997,155.43836642500003,16,10.238368410260794,21,229.118765604,20,85.98897519599998,6.1070595,7,171.3938569,15,0.002337753296168934,7,417.53264049999996,7,45.269812,9.717568500000002,7
Llama-2-7b-hf,38,Texas,Austin,Houston,2.349848332,20.15316329664176,62.06171349444505,20,3.8439012,1.0,-1.7479376,2.7567833999999998,159.48328870400002,16,11.493993057890698,20,199.37621615260002,18,69.4329672474,3.0104960000000007,20,171.3938569,15,0.011442525548805772,3,366.78673050000003,3,15.369558499999997,6.0804680000000015,3
Llama-2-7b-hf,39,Vermont,Montpelier,Burlington,5.620253165,49.74717330773947,57.90889819392092,25,4.0459332,1.0,-1.9441411,0.9950676,167.1650064,16,6.392572984641465,25,297.41339935999997,21,27.54463184,33.7222525,23,171.39384560000002,15,0.0014678735949749044,30,468.6965875,30,4.777037999999999,46.17942499999998,11
Llama-2-7b-hf,40,Virginia,Richmond,Virginia Beach,1.948051948,28.441860842855046,50.703838143330685,22,3.8190274,1.0,-1.4607005,4.9095055,168.78408245,16,8.148336753691774,22,237.72455601999997,21,50.91310948000001,14.059005,0,171.3938569,15,0.015189792093497023,24,355.944121,30,102.3991075,0.0,2
Llama-2-7b-hf,41,Washington,Olympia,Seattle,13.70967742,64.14046251277738,53.06609125196751,24,4.175013,0.125,-3.767744,-1.3653306,160.952786544,16,5.061147447216851,26,287.60194588,21,9.00867472,91.09259909999997,21,171.3938569,15,0.00934755009179524,4,377.8924515,2,13.666902,39.79327400000001,2
Llama-2-7b-hf,42,Wisconsin,Madison,Milwaukee,1.940140845,32.38527036948977,67.27710932468113,22,4.2108564,0.3333333333333333,-2.2276406,1.3171933999999998,163.01228989999998,16,8.939622734239538,22,212.102685136,21,52.586260663999994,6.0415768,22,171.3938569,15,0.0035384488593613274,30,414.13378850000004,30,32.885534500000006,22.564155500000005,1
Llama-2-13b-hf,1,Australia,Canberra,Sydney,10.86749482,89.98451636282415,97.38498417051045,35,3.4681082,1.0,-1.1667401,3.2045509,181.83614117,15,8.65977624124239,32,280.90785129000005,27,28.903251609999998,123.20290650000001,27,177.06120072000002,16,0.006345792921719665,10,517.6803004999999,38,23.551896999999997,34.038000999999994,10
Llama-2-13b-hf,2,Brazil,Brasilia,Rio de Janeiro,2.790180361,29.922466813132445,44.21770820289922,24,4.2207212,0.25,-2.7616334,0.6614436000000001,207.57293921,16,14.453700682106929,23,233.52871052,15,45.543737279999995,16.2512274,7,177.06120072000002,16,0.008652576738507603,23,505.430208,38,23.348060499999995,5.318345000000001,10
Llama-2-13b-hf,3,Canada,Ottawa,Toronto,4.430716724,34.567154022143846,86.02937214730798,27,3.6451895,1.0,-1.1138427,4.8977859,177.29317392500002,15,14.805162497594512,26,229.1137394262,15,84.2172039738,45.58717265,26,177.06120072000002,16,0.04959172578511761,35,456.152246,0,52.019452000000015,3.3023489999999978,2
Llama-2-13b-hf,4,India,New Delhi,Mumbai,107.2815534,14.283869701154838,98.19216966027885,31,4.221366,1.0,-1.986035,6.186634000000001,228.8493257,31,4.116949795111972,38,350.26352570000006,32,154.39012980000004,13.232591000000001,2,177.06120072000002,16,0.029736652956084176,36,537.745182,38,31.857596000000008,3.5156055000000013,31
Llama-2-13b-hf,5,Morrocco,Rabat,Marrakesh,0.5371287129,34.70671950196624,65.81543959099653,22,4.339573,0.3333333333333333,-2.765534,0.36031999999999975,229.20412340000001,27,6.308482961704065,30,295.70857,29,79.4459816,17.522229499999995,3,177.06120072000002,16,0.00590749917664753,30,519.811597,38,45.3785485,8.145743000000003,6
Llama-2-13b-hf,6,New Zealand,Wellington,Auckland,3.997663551,50.56341964488019,138.58213959836985,32,3.441282,1.0,-1.2342582,3.3154763999999997,201.02892687,26,13.328687676359705,26,264.56956437300005,26,173.579117227,9.844889499999999,26,177.06120072000002,16,0.023977782439340622,35,527.0962764999999,35,43.59100500000001,3.6647329999999982,5
Llama-2-13b-hf,7,Pakistan,Islamabad,Karachi,13.92307692,21.670070384420082,120.66873672325374,30,3.5595088,1.0,-1.075284,5.0958195,196.562984708,21,13.390615995871759,28,223.961252763,15,155.07202223700003,3.1213224999999998,30,177.06120072000002,16,0.017951179639239857,18,476.5165395,38,26.841121499999996,20.296606499999996,12
Llama-2-13b-hf,8,South Africa,Pretoria,Johannesburg,2.133333333,145.40590096165033,86.85220434902138,35,4.0659285,0.09090909090909091,-4.0504594,-0.6808043000000001,202.24069065999998,16,0.21850783105032337,37,503.6795049,34,7.116422000000002,298.158309698,37,177.06120072000002,16,0.01429436799981128,37,571.129349,37,9.378985,62.46986600000001,37
Llama-2-13b-hf,9,Switzerland,Bern,Zurich,3.247767857,65.01932043592262,57.25994370609138,37,4.1919,0.2,-2.9591007,1.4459543,212.49916638,22,2.5126588321879195,32,326.48046869999996,23,16.848958999999994,92.9033116,7,177.06120072000002,16,0.014820251307300164,23,508.6840920000001,38,8.001584999999999,19.220401999999993,7
Llama-2-13b-hf,10,Turkey,Ankara,Istanbul,2.926126126,118.01512561187478,99.7936071312435,34,3.821934,0.5,-2.0923467,1.0393085000000002,203.30893994000002,16,3.8172262945021602,35,349.99522367,34,10.77990823,170.94739099999998,34,177.06120072000002,16,0.006282240900600407,37,516.8463370000001,38,2.3574079999999995,53.984932000000015,37
Llama-2-13b-hf,11,United Arab Emirates,Abu Dhabi,Dubai,1.9375,78.75701184569651,104.52857815812129,33,3.560454,1.0,-1.3722332,2.2729017999999996,188.289147165,20,8.986814730563712,33,297.950685993,27,28.318919407,112.716463006,33,177.06119249,16,0.008366327712185505,37,526.410222,14,39.4094245,8.551457499999998,14
Llama-2-13b-hf,12,Alabama,Montgomery,Birmingham,1.010416667,28.276201616916826,74.75728999115753,31,3.5763996,1.0,-1.4607238,2.6739837,217.38950537,21,4.971443277043028,33,327.1269786,29,83.74834349999999,9.929790500000001,15,177.06120072000002,16,0.003157477417287131,33,541.6987295,38,17.991406999999995,19.727897500000005,1
Llama-2-13b-hf,13,Alaska,Juneau,Anchorage,9.099678457,74.12789359823134,64.3184464834762,37,3.9635289,1.0,-1.5402251,2.1411455999999998,226.76564919999998,12,2.6231148763155203,37,355.65960365,29,15.260206249999998,56.8518631,37,177.06120072000002,16,0.0029498264684121567,7,541.903279,7,7.700906500000006,32.75784849999999,0
Llama-2-13b-hf,14,California,Sacramento,Los Angeles,7.210626186,23.794431285925004,91.87433227561219,26,4.1381655,1.0,-1.9512852,4.3752462,195.00854644999998,21,15.71608905668029,25,218.155470843,15,92.64806455700001,29.874951,11,177.06120072000002,16,0.007040554800454796,35,511.75521000000003,3,26.292708999999995,9.065193499999998,3
Llama-2-13b-hf,15,Connecticut,Hartford,Bridgeport,1.243697479,17.90305970658509,130.96106644537483,31,3.0111532,1.0,-0.8329397,8.3376313,181.668436511,20,16.038913795183234,26,223.9724046373,20,232.4289188627,0.5726639999999978,20,177.06120072000002,16,0.015707175985446326,16,483.792475,7,76.25179150000001,2.983236999999999,15
Llama-2-13b-hf,16,Delaware,Dover,Wilmington,1.791563275,83.32775770896177,104.05605542524347,34,2.749999,1.0,-0.73622143,3.0245255699999998,211.14748649999996,23,4.638291213582171,35,351.120681,34,41.132137,119.58234180999999,34,177.06120072000002,16,0.019195930313574416,37,531.1994395,37,54.06734399999999,4.086814499999999,21
Llama-2-13b-hf,17,Florida,Tallahassee,Jacksonville,4.917073171,67.12808875784108,106.35187400546926,35,3.7818866,1.0,-1.6037565,4.326785,204.06542442,20,4.116566895933781,35,422.17655620999994,35,35.23628859,95.3712963,35,177.06119492,16,0.018039256047672377,37,532.0897170000001,37,35.043376,3.6167514999999995,37
Llama-2-13b-hf,18,Illinois,Springfield,Chicago,23.53153153,125.34944279758997,70.95012415397997,33,3.9678762,0.16666666666666666,-2.870813,-0.48507919999999993,184.26679228,17,1.7158616142821468,38,370.9198277,18,11.736547,188.15106930300004,18,177.06120072000002,16,0.003883084914218597,35,545.7160900000001,0,30.952005,3.1163679999999996,3
Llama-2-13b-hf,19,Kansas,Topeka,Wichita,3.16,25.369039759001552,81.59210529532481,35,3.600404,1.0,-1.4419504,3.0678796,199.95308386699998,20,4.961621544407968,35,371.28691011200004,23,84.299037388,13.118528999999997,35,177.06120072000002,16,0.003080895023578543,37,559.760939,32,11.826200999999992,27.129453500000004,5
Llama-2-13b-hf,20,Kentucky,Frankfort,Louisville,21.95729537,71.34732406455275,58.828513789645065,37,4.0986567,0.5,-2.153635,0.7361126000000002,214.72766493,21,2.194547264637915,37,389.3415531,25,7.695524399999999,151.17724590999998,37,177.06120072000002,16,0.0012332564550393958,32,582.0206794999999,38,1.0285054999999996,84.03209749999998,12
Llama-2-13b-hf,21,Louisiana,Baton Rouge,New Orleans,1.63255814,62.88688932435346,53.317527264574686,25,4.006543,0.2,-2.7503228,-0.5796320000000001,219.01595350000002,21,7.781060466716529,30,315.873157,15,48.824570300000005,36.354444900000004,15,177.06119492,16,0.0017073885157098507,36,590.5869594999999,6,4.8134005,57.655178000000014,6
Llama-2-13b-hf,22,Maine,Augusta,Portland,3.619791667,79.66852135385165,59.94817849566893,37,3.1805906,1.0,-1.1675887,0.8430081,191.041462545,20,2.7758988434229375,37,366.59486861000005,37,34.56487839,115.1911721,37,177.06120072000002,16,0.004597490896158945,0,524.7234405,7,19.236337,44.131542,7
Llama-2-13b-hf,23,Maryland,Annapolis,Baltimore,13.72208437,104.62620233566173,68.27041208904478,36,3.698123,1.0,-1.5622448,1.5658831999999998,191.06113616,20,6.382384889333872,38,344.91314126000003,27,26.853729140000002,152.46925297,27,177.06120072000002,16,0.006934611162329645,0,515.317967,0,32.26512749999999,10.746413,0
Llama-2-13b-hf,24,Michigan,Lansing,Detroit,5.625,134.65027884033108,103.80788029323215,36,3.9782155,1.0,-1.9073331,2.0769956,203.49092461,22,1.8635921147819037,38,430.62205259999996,33,17.8620237,228.04208758999997,36,177.06120072000002,16,0.013335013056352367,37,548.4063229999999,37,9.241127,40.93258349999999,37
Llama-2-13b-hf,25,Minnesota,St. Paul,Minneapolis,1.408026756,104.51406162445582,49.04812264376469,35,3.9128432,0.16666666666666666,-3.1287193,-1.0496873,200.75912949999997,20,0.5639047505377773,38,430.58020809999994,35,4.279677500000002,162.60212712,35,177.06120072000002,16,0.018642805435121042,37,504.66392299999995,38,47.3770145,7.227084999999997,9
Llama-2-13b-hf,26,Montana,Helena,Billings,3.426183844,23.332095655749413,106.64633250951198,33,3.7285855,1.0,-1.5257638,3.6297461999999996,214.33423703,21,6.803369627196394,33,323.44348823999997,29,101.47604755999998,11.982071500000002,33,177.06120072000002,16,0.006980953176989924,4,525.990967,35,71.70102099999998,6.5502884999999935,10
Llama-2-13b-hf,27,Nebraska,Lincoln,Omaha,1.606060606,59.73405242193099,91.45310644044686,31,3.3613024,1.0,-1.276051,1.4450646,201.888725963,21,9.687450234921489,38,286.86261627,20,130.16592022999998,24.470620500000003,15,177.06120072000002,16,0.010177180031631414,14,497.3624195,38,68.36802449999999,9.460551,1
Llama-2-13b-hf,28,Nevada,Carson City,Las Vegas,11.63194444,136.7056187140154,101.6370546723434,33,3.9461756,1.0,-1.8760729,1.3908538999999998,193.65763748,20,3.8883545906206685,37,404.05218820000005,33,21.1160124,214.36597448000003,33,177.06120072000002,16,0.013274861191093574,37,490.63954249999995,35,5.966378500000001,31.008130499999993,9
Llama-2-13b-hf,29,New Hampshire,Concord,Manchester,2.561247216,57.33707365058822,102.62118792619817,32,3.0373974,1.0,-0.92185146,3.71848124,240.87106898000002,32,7.649891352983101,32,326.308094569,32,56.586954731000006,72.09794430000002,32,177.06120072000002,16,0.0025319316871306426,37,595.849632,38,0.0,111.20519649999999,9
Llama-2-13b-hf,30,New Jersey,Trenton,Newark,3.407572383,70.5530840622811,82.20322325069382,35,3.2498562,1.0,-0.95519245,3.5281945499999994,240.2964417,21,8.904095521676524,30,346.96238248000003,23,40.58876952000001,106.69221370000001,27,177.06120072000002,16,0.0077706712093826395,0,498.95575399999996,38,61.15892900000001,22.369501000000007,9
Llama-2-13b-hf,31,New Mexico,Santa Fe,Albuquerque,6.182019978,44.188852278772536,92.3039766698131,33,3.899555,0.5,-1.8440282,2.0632248,227.54114986000002,31,14.425712300193098,25,250.91251041500004,20,101.87688598500002,16.929354000000004,20,177.06120072000002,16,0.0020592941299537398,38,583.7366925,38,0.6686439999999987,48.52471600000002,10
Llama-2-13b-hf,32,New York,Albany,New York,77.05825243,56.218540260808794,68.16549459034748,25,4.2721276,1.0,-1.6784984,1.0404776,234.89192839999998,25,13.995807297238404,25,228.38464904,21,73.98304846,4.125276899999999,27,177.06120072000002,16,0.013533624292514673,25,503.846533,2,48.639875999999994,14.741227000000002,19
Llama-2-13b-hf,33,North Carolina,Raleigh,Charlotte,1.892712551,130.04330223953355,122.95505177919622,33,3.7403026,1.0,-1.6377156,4.0193064000000005,227.19261970000002,21,3.9596759952271774,36,392.01519767,33,17.11334463,194.78848318000004,33,177.06120072000002,16,0.016290124563892693,37,514.9949695,7,10.987791000000001,26.557281000000003,37
Llama-2-13b-hf,34,North Dakota,Bismarck,Fargo,1.815789474,16.773219813563323,72.56481871561691,35,2.836087,1.0,-0.74098384,5.18058216,235.28912712,35,4.340866630157443,35,362.431598443,35,56.014756757,4.9043945,35,177.06119492,16,0.015149653572558866,37,539.9622274999999,38,30.117160000000013,5.195757000000002,7
Llama-2-13b-hf,35,Oregon,Salem,Portland,3.45505618,121.59639826035993,82.38005973129508,34,3.8572354,0.25,-2.4606652,-0.5205670000000002,200.66858507,21,0.7802036973079799,35,460.58707719999995,34,12.4127005,235.33175583000002,34,177.06120072000002,16,0.009443483490571834,37,555.291414,37,6.9965399999999995,62.45971850000001,37
Llama-2-13b-hf,36,Pennsylvania,Harrisburg,Philadelphia,30.34,57.32778349472547,63.10628589541273,28,3.8802629,0.3333333333333333,-2.2980938,1.7521372,204.98988235000002,21,9.214253841464853,28,254.80104445999999,15,15.975728739999997,46.63806229,23,177.06120072000002,16,0.02607919446218529,16,471.042035,38,43.94697250000001,4.779697499999999,7
Llama-2-13b-hf,37,South Dakota,Pierre,Sioux Falls,15.57971014,42.00394219263579,49.228017700088955,26,3.959539,0.3333333333333333,-2.0971532,1.5045360999999997,236.6226306,23,9.178787740825264,29,266.25353925,25,38.116810650000005,14.578979900000002,4,177.06120072000002,16,0.015097037556826006,9,487.17067099999997,38,43.565529999999995,6.3831504999999975,18
